,race,age,gender
38416,black,tenager,female
24485,other,tenager,female
33592,white,senior,male
37363,asian,senior,female
22253,asian,senior,male
4386,white,adult,male
29522,native,tenager,male
21488,white,adult,female
41629,white,senior,female
36266,asian,adult,male
12479,asian,adult,female
41041,white,adult,female
16780,other,tenager,female
41470,other,senior,female
19875,white,senior,male
9837,white,adult,female
39818,white,adult,female
19939,white,tenager,male
31772,white,senior,female
8680,asian,young-adult,female
38730,white,tenager,male
8250,asian,child,male
38908,white,adult,male
8291,other,child,female
30403,white,adult,female
42510,white,adult,female
8671,other,young-adult,male
39392,white,adult,female
84,white,adult,male
14081,white,adult,male
35458,other,senior,female
30193,white,tenager,male
34016,white,senior,female
33178,white,tenager,male
33243,asian,adult,female
43808,white,adult,female
16166,white,tenager,female
22571,white,adult,male
36053,asian,adult,male
8642,black,adult,male
7033,white,adult,male
39984,other,tenager,male
24719,white,tenager,male
18205,asian,young-adult,female
5840,black,adult,female
30634,other,adult,male
38343,black,tenager,male
28453,white,senior,female
40737,white,senior,female
44417,white,adult,female
40892,asian,adult,female
10508,asian,adult,male
12540,white,adult,male
40082,asian,young-adult,male
5130,black,adult,male
16347,white,senior,male
23191,white,adult,female
22398,asian,adult,male
20751,other,adult,male
14059,white,tenager,male
40774,white,senior,female
35373,other,adult,male
17670,white,tenager,male
22253,asian,senior,male
26603,white,adult,male
20475,white,tenager,male
33927,white,tenager,female
43777,white,senior,male
10945,white,adult,male
35858,white,adult,male
20503,black,adult,male
18862,other,tenager,female
16425,white,child,female
12260,black,adult,female
44008,other,senior,male
40895,asian,tenager,male
26377,white,senior,male
30432,black,tenager,male
19169,white,adult,female
1250,other,adult,female
25732,asian,adult,male
5012,white,adult,female
7003,black,adult,female
16728,white,adult,male
23285,white,adult,male
17790,asian,adult,male
4189,white,senior,male
32438,other,child,female
29241,white,tenager,male
18315,white,young-adult,female
40608,other,adult,female
11744,white,tenager,female
16415,white,young-adult,male
20568,white,senior,female
37877,other,tenager,male
6695,asian,adult,female
35137,white,adult,female
16325,other,adult,male
28202,white,adult,male
18612,white,senior,female
44169,other,tenager,female
38242,white,senior,male
8119,white,senior,female
37926,white,adult,male
23756,other,adult,female
35393,black,adult,female
14903,white,adult,female
11868,white,adult,male
25639,white,tenager,female
32326,white,adult,female
7572,white,adult,female
42993,white,adult,male
7531,white,tenager,male
22841,other,child,female
17788,asian,adult,male
7005,black,tenager,male
40167,white,senior,female
12147,white,tenager,female
22682,white,adult,male
22943,white,tenager,female
36876,other,senior,female
11792,other,child,female
17733,white,senior,male
551,native,tenager,female
25995,white,adult,male
16047,white,adult,male
38408,asian,adult,male
36037,white,adult,female
25392,other,tenager,female
11553,white,adult,female
7153,asian,adult,male
35068,white,adult,female
2598,white,child,female
37851,white,tenager,female
23816,white,child,female
26949,white,adult,female
5285,white,adult,male
24214,white,child,female
14432,white,senior,female
32078,white,senior,female
37795,white,tenager,male
22400,asian,tenager,female
23540,white,senior,male
34311,other,tenager,female
15742,white,adult,female
20194,other,adult,male
31132,white,senior,male
28953,native,tenager,male
43195,white,adult,male
469,asian,adult,female
4460,black,adult,male
41390,other,child,male
35569,other,child,male
26761,white,adult,female
34067,white,tenager,male
27374,white,senior,female
23972,white,child,male
36186,white,senior,female
42633,native,young-adult,male
37996,other,child,male
21516,asian,adult,male
8864,black,tenager,male
5345,asian,adult,female
29603,white,adult,male
30226,white,senior,male
7150,white,senior,male
44738,white,tenager,female
1611,white,child,female
18411,asian,adult,female
35163,white,adult,female
41845,white,tenager,female
32010,black,senior,female
38218,white,senior,female
38335,black,tenager,male
39991,black,young-adult,male
16241,black,child,female
12730,white,adult,male
9135,white,young-adult,male
12635,other,tenager,male
16173,white,adult,female
13332,asian,young-adult,female
19750,asian,adult,male
40647,black,tenager,male
43100,black,adult,male
17641,white,tenager,male
38086,asian,tenager,female
21518,asian,tenager,male
7169,white,adult,female
34607,white,adult,female
12163,black,tenager,male
5242,pacific-islander,senior,male
28906,white,senior,female
29141,white,adult,male
6361,asian,senior,female
24312,white,tenager,female
20732,white,adult,female
14902,white,senior,female
30619,white,senior,male
16236,black,adult,female
6582,black,adult,female
21258,white,senior,female
83,white,adult,female
29441,native,senior,female
44506,white,senior,male
24909,asian,adult,female
23047,white,tenager,male
44379,white,young-adult,male
36787,white,tenager,female
29925,asian,adult,male
5344,asian,adult,male
7003,black,adult,female
6548,asian,adult,female
21287,white,senior,male
24561,white,adult,female
25441,white,adult,female
40957,white,senior,female
38782,asian,senior,male
23345,white,adult,female
28232,other,tenager,female
18848,white,adult,male
30435,white,tenager,male
8677,white,adult,male
13263,asian,adult,male
7871,white,tenager,male
27613,other,tenager,male
15450,asian,adult,female
22674,white,senior,male
2625,white,senior,male
9938,white,young-adult,male
16757,white,adult,male
32032,white,adult,male
39530,other,senior,male
28101,other,tenager,male
12224,white,adult,male
37875,other,adult,male
44266,white,adult,male
25731,asian,adult,female
8438,white,young-adult,male
3843,white,senior,male
15906,asian,tenager,male
24049,white,adult,male
33628,other,tenager,male
37410,white,young-adult,male
27088,black,adult,male
22671,asian,senior,male
19463,white,adult,male
33917,white,senior,male
31973,other,adult,male
26271,asian,adult,female
29145,white,adult,male
18861,black,adult,male
11116,asian,adult,female
27026,other,young-adult,male
36824,black,senior,male
30867,other,adult,female
37602,other,adult,male
41222,white,young-adult,male
19688,white,tenager,male
6861,white,senior,male
13931,other,child,female
42162,black,adult,female
20598,white,adult,female
38230,asian,adult,female
13571,native,adult,male
32598,white,senior,female
35358,white,tenager,male
27645,asian,adult,female
41295,white,adult,female
36874,other,child,male
11179,native,tenager,female
24658,other,adult,female
7027,asian,child,male
40431,other,young-adult,female
18310,native,young-adult,male
39446,other,adult,male
411,white,adult,male
38995,white,adult,female
29217,white,adult,male
39397,white,adult,male
15836,other,tenager,female
34837,black,child,female
7076,other,tenager,male
40944,other,adult,female
36966,white,adult,female
18499,white,senior,female
28779,other,tenager,male
22629,white,senior,female
13857,white,adult,male
11112,black,adult,female
30572,white,adult,male
44290,white,tenager,male
10009,white,child,male
11130,asian,tenager,female
30867,other,adult,female
8915,white,senior,male
6131,white,tenager,female
23910,white,tenager,female
7185,other,child,male
22341,asian,adult,female
39868,white,senior,female
5582,other,adult,male
11224,white,adult,female
16015,white,senior,male
25568,white,adult,male
29225,white,adult,female
31230,white,adult,female
43712,asian,child,male
15786,white,young-adult,male
7321,white,adult,female
22910,white,adult,male
23068,white,senior,female
19059,white,adult,female
10693,asian,adult,male
19710,asian,adult,male
43470,black,young-adult,female
32967,asian,tenager,female
39690,white,adult,female
38671,other,adult,male
9925,white,tenager,male
6540,white,adult,female
7176,asian,adult,female
18892,white,adult,male
6921,other,child,male
28093,white,adult,male
6821,black,tenager,male
44673,white,senior,male
30655,asian,adult,female
39411,other,adult,male
3395,white,child,male
25778,asian,adult,male
23017,pacific-islander,adult,male
42143,asian,adult,female
29486,white,senior,male
23255,asian,adult,male
12554,black,adult,female
3744,asian,adult,male
8834,white,young-adult,male
42699,other,adult,male
20752,other,child,female
32149,other,adult,female
12162,black,adult,male
40002,other,adult,male
18177,native,adult,female
44449,other,adult,male
24900,white,child,male
37796,white,tenager,male
9156,white,young-adult,female
42115,white,adult,female
13720,white,tenager,male
29097,white,adult,male
9789,white,senior,male
6973,other,tenager,male
43534,other,senior,male
25942,pacific-islander,adult,male
41020,black,child,female
1128,white,tenager,female
4275,white,senior,male
7522,white,adult,male
24407,asian,tenager,female
28321,white,child,female
30715,white,adult,female
22029,white,child,male
42143,asian,adult,female
11735,asian,adult,female
19423,white,young-adult,female
22451,white,tenager,female
43004,white,adult,female
18571,white,adult,female
24768,white,adult,female
11346,white,tenager,female
33960,white,tenager,male
33601,asian,adult,male
1931,white,adult,male
3009,native,tenager,male
38553,white,tenager,female
14864,white,adult,male
43095,other,tenager,male
21805,native,adult,male
23764,white,adult,male
31738,white,tenager,male
1177,asian,young-adult,male
24088,white,adult,male
15340,white,adult,male
5104,asian,adult,male
44437,black,adult,male
19746,white,senior,male
36392,white,young-adult,male
25629,white,adult,female
4199,white,senior,male
1752,other,adult,female
8535,white,young-adult,male
22201,white,tenager,female
29583,other,tenager,female
19969,white,adult,male
2183,other,tenager,male
40237,white,tenager,male
37050,white,senior,male
32597,white,senior,male
19715,white,young-adult,male
39283,white,adult,male
24970,white,senior,female
31366,other,tenager,male
24284,asian,young-adult,male
1546,black,adult,male
4638,other,senior,female
9701,asian,adult,male
33300,other,adult,male
42344,white,senior,female
39569,other,adult,male
12678,white,senior,female
1547,black,adult,female
13647,white,senior,female
15099,white,tenager,male
30869,other,tenager,male
7280,other,adult,female
31928,white,adult,male
28346,white,senior,female
44637,asian,senior,male
10482,white,tenager,male
13055,asian,tenager,male
9701,asian,adult,male
43462,white,senior,male
6193,white,adult,female
26192,white,senior,female
35939,other,tenager,female
21516,asian,adult,male
44071,black,adult,female
11120,native,adult,female
1547,black,adult,female
9053,white,adult,male
5305,white,tenager,female
26580,other,young-adult,female
24406,asian,adult,female
34937,white,adult,female
25844,white,child,male
13263,asian,adult,male
25552,asian,adult,female
25816,asian,adult,male
3816,white,senior,female
35083,white,adult,male
32733,white,adult,female
32540,white,tenager,male
11128,asian,adult,male
20329,white,tenager,male
40443,white,adult,female
41108,black,adult,female
24464,white,tenager,female
32918,white,tenager,female
10761,white,senior,male
8481,asian,young-adult,female
7257,white,adult,male
29211,white,senior,male
27977,other,tenager,male
7518,white,tenager,male
18060,black,tenager,male
3702,white,adult,female
22859,white,senior,female
10826,white,adult,male
18079,black,tenager,male
28007,white,senior,male
43742,white,senior,female
25819,asian,tenager,male
12260,black,adult,female
26273,asian,tenager,male
40917,white,adult,male
8823,native,adult,male
2006,white,child,female
6594,white,senior,male
4292,white,senior,female
33678,white,senior,female
44440,black,child,male
9921,white,adult,male
747,white,adult,female
9494,white,tenager,male
14244,white,adult,female
19991,asian,adult,female
23862,white,adult,male
43069,white,young-adult,male
16229,black,adult,female
33529,white,adult,male
18852,white,senior,male
34132,other,adult,male
4099,white,senior,female
39981,white,adult,male
28459,asian,adult,male
18915,white,adult,female
35981,asian,adult,male
3245,white,tenager,male
9788,white,adult,male
6270,white,senior,female
7635,white,young-adult,male
42860,white,child,female
30721,white,adult,male
13267,white,adult,male
8223,asian,adult,female
19457,white,senior,female
39554,other,young-adult,female
2328,black,child,male
19657,white,adult,female
36146,other,young-adult,female
31659,white,senior,male
23980,black,adult,male
43233,white,tenager,female
12998,white,senior,female
8250,asian,child,male
26957,white,adult,male
43416,other,senior,female
23178,other,child,female
37331,asian,senior,male
1690,white,adult,male
13055,asian,tenager,male
43507,white,senior,female
2319,white,tenager,female
13263,asian,adult,male
13528,other,tenager,male
9332,other,adult,male
28879,white,adult,male
29049,other,adult,female
11735,asian,adult,female
26568,white,senior,female
2643,white,senior,female
42018,other,child,female
29920,asian,tenager,female
16845,white,senior,female
33982,white,senior,male
1109,asian,adult,female
1636,white,tenager,male
40643,white,senior,female
24498,asian,adult,female
3744,asian,adult,male
32437,other,tenager,male
31460,native,adult,male
6367,white,young-adult,female
44173,white,adult,male
19618,white,tenager,female
44339,other,young-adult,female
29105,other,senior,female
33051,other,senior,female
28357,other,adult,female
32152,white,adult,female
8005,white,adult,male
8356,white,tenager,male
39327,white,adult,male
3255,white,adult,female
6456,white,adult,female
32870,white,young-adult,female
19433,white,adult,female
15860,white,adult,male
39084,other,senior,male
28242,asian,adult,female
31937,white,senior,female
23310,white,adult,male
41788,white,adult,female
3350,white,adult,male
4817,white,adult,male
8290,asian,adult,male
31344,white,adult,male
11442,white,tenager,female
32900,white,adult,female
17119,white,senior,male
29696,other,tenager,male
13518,white,tenager,female
18967,white,adult,male
6330,white,adult,female
43118,white,adult,male
1260,white,adult,male
42450,white,adult,male
21862,white,adult,male
27046,white,adult,male
17793,asian,adult,female
24791,white,young-adult,female
17390,white,child,male
33602,asian,tenager,male
11513,white,senior,female
40082,asian,young-adult,male
18594,white,senior,male
12085,white,adult,male
5347,asian,tenager,male
21677,white,adult,female
13262,asian,adult,female
40465,white,senior,female
832,native,adult,female
1941,white,senior,male
15684,white,adult,male
39992,black,adult,male
16444,black,senior,female
19827,black,tenager,male
43987,white,young-adult,female
21486,other,child,male
24413,white,adult,female
34993,white,tenager,male
43406,white,adult,female
20419,black,adult,male
16236,black,adult,female
41005,white,adult,male
36249,white,young-adult,male
38579,asian,young-adult,male
38700,other,adult,male
36581,other,tenager,female
24601,white,adult,female
25641,white,senior,female
13496,white,adult,female
23980,black,adult,male
28876,other,tenager,female
11419,white,tenager,male
27190,white,young-adult,female
41846,white,tenager,male
22401,asian,tenager,female
26276,white,adult,male
31359,white,child,male
13737,white,adult,female
6298,white,senior,male
1353,white,senior,female
8420,asian,young-adult,female
17252,white,adult,female
27011,white,tenager,male
24641,white,adult,male
17376,white,senior,male
33291,white,adult,female
27863,white,adult,female
24626,asian,adult,female
10966,white,tenager,male
22193,white,adult,female
16991,white,senior,female
11789,other,adult,female
42439,asian,tenager,female
29809,white,adult,male
18772,white,adult,female
15801,white,adult,male
43196,other,adult,female
31212,asian,adult,female
15838,other,child,male
7560,white,tenager,female
6453,white,senior,female
9350,asian,senior,female
6285,asian,senior,female
27697,white,adult,female
19744,white,senior,male
37376,other,adult,male
23909,white,adult,male
37377,white,adult,female
9359,black,young-adult,male
44739,white,senior,male
27767,other,tenager,female
22018,white,adult,female
25331,asian,tenager,female
42439,asian,tenager,female
34143,white,adult,male
26731,white,senior,female
27814,white,adult,male
44133,white,adult,male
17620,white,adult,male
8321,white,adult,male
17255,white,child,female
4141,white,adult,female
7144,other,senior,female
23076,white,adult,female
8113,white,senior,male
37651,white,tenager,female
40897,asian,child,male
30697,black,adult,male
41435,pacific-islander,senior,female
9509,white,adult,female
873,white,senior,female
11951,white,adult,male
28703,white,adult,male
11735,asian,adult,female
30602,white,tenager,female
40039,white,child,female
30332,native,adult,male
9161,white,tenager,female
9191,white,senior,male
33635,white,senior,female
20851,white,adult,male
858,white,adult,female
40891,asian,adult,male
14778,white,senior,female
32966,asian,tenager,female
286,white,child,male
43519,white,senior,female
41387,other,adult,female
19904,asian,young-adult,male
34293,other,adult,female
35792,other,adult,male
40281,white,senior,male
30358,white,adult,male
31203,white,senior,female
22228,white,senior,male
17459,other,adult,male
15971,white,child,female
16814,white,adult,female
7152,asian,adult,female
7995,asian,young-adult,male
29259,white,young-adult,female
12044,white,adult,female
41439,white,adult,female
37175,white,senior,male
548,other,child,male
43370,native,adult,female
36714,white,young-adult,female
26785,white,tenager,female
25475,other,adult,female
1883,other,adult,female
1395,white,adult,female
17158,white,adult,male
7178,asian,young-adult,male
17789,asian,young-adult,female
40910,white,adult,female
17536,white,senior,male
31750,white,senior,male
35348,white,adult,female
24599,white,senior,female
14728,white,tenager,male
11735,asian,adult,female
23589,white,tenager,male
10002,white,adult,female
41897,asian,adult,female
3971,white,adult,male
41478,white,adult,male
8849,white,tenager,female
14192,white,senior,male
32196,native,tenager,male
14096,white,adult,male
13680,white,adult,male
37457,white,tenager,male
5501,white,adult,female
39311,white,adult,female
43464,white,adult,female
21162,other,adult,male
37187,asian,tenager,male
39489,white,young-adult,female
36558,asian,adult,male
41770,native,adult,male
30589,white,senior,female
9982,white,senior,male
1258,white,adult,female
3406,white,senior,female
5000,white,senior,male
28022,other,adult,male
29642,white,adult,female
29183,other,adult,female
20138,white,tenager,female
41415,white,adult,male
22977,white,senior,male
13809,white,adult,female
19062,asian,senior,male
23067,white,senior,male
202,white,senior,female
23455,white,adult,female
32964,asian,adult,male
37369,white,tenager,female
24693,white,adult,female
12670,white,young-adult,male
27323,asian,young-adult,male
11419,white,tenager,male
17789,asian,young-adult,female
23581,white,adult,female
1726,white,adult,male
35031,white,tenager,male
44529,white,adult,male
13331,white,young-adult,male
228,other,adult,male
29024,white,adult,female
36632,white,adult,male
17798,white,senior,male
18365,white,adult,male
26465,white,senior,male
38408,asian,adult,male
5104,asian,adult,male
5199,white,senior,female
340,white,adult,male
5908,white,senior,female
11132,asian,child,female
3160,white,adult,male
3744,asian,adult,male
35322,other,senior,female
4596,white,adult,female
14053,white,adult,female
41694,other,adult,male
38622,other,adult,male
43460,other,tenager,male
44140,white,adult,male
31162,white,adult,female
12420,white,tenager,male
36729,white,adult,female
4174,white,senior,male
2718,white,adult,male
15584,white,adult,female
31333,other,adult,male
32290,white,adult,male
19752,other,child,female
22285,white,child,male
23613,white,adult,male
11298,black,tenager,male
17979,asian,young-adult,female
42439,asian,tenager,female
20256,asian,tenager,female
25732,asian,adult,male
26162,white,adult,female
9215,white,tenager,female
19751,other,tenager,female
18640,black,adult,male
7347,white,senior,female
4900,white,tenager,female
41039,white,senior,female
37182,white,adult,male
25330,asian,young-adult,female
24497,asian,young-adult,male
18647,asian,tenager,male
37655,other,adult,female
32123,other,senior,male
41101,white,adult,female
29997,white,tenager,female
16729,white,adult,female
19993,asian,child,female
4628,white,senior,male
9173,white,adult,female
23774,white,adult,male
5893,white,adult,female
17056,white,senior,female
32558,other,adult,male
5346,asian,tenager,female
440,white,adult,male
4469,white,adult,female
4586,white,adult,female
40166,other,tenager,female
36125,white,senior,male
15004,white,adult,female
43968,asian,adult,female
1540,white,adult,male
7008,white,adult,male
20666,white,adult,male
32637,white,adult,female
39462,white,adult,female
29531,white,adult,male
12784,white,senior,male
31992,black,child,female
11612,white,senior,male
17682,asian,tenager,male
34365,asian,adult,female
12637,other,child,male
13639,white,adult,female
27774,white,senior,female
3990,white,adult,female
26463,white,adult,male
17544,white,tenager,male
22648,white,senior,female
13003,white,tenager,male
25223,white,tenager,male
44274,white,senior,male
24772,white,adult,female
11728,white,child,male
6467,white,senior,male
34134,white,tenager,female
8882,white,young-adult,female
24881,white,adult,female
31877,asian,adult,male
32364,other,child,female
36532,other,child,female
44632,white,tenager,male
167,white,senior,female
10812,white,senior,female
35665,white,senior,female
33243,asian,adult,female
37778,white,adult,male
8647,white,adult,male
25392,other,tenager,female
40455,black,tenager,female
30986,white,young-adult,male
8554,other,young-adult,female
20549,other,young-adult,female
4794,white,adult,female
38056,white,senior,male
16271,white,adult,male
23878,white,adult,male
27572,white,adult,female
15228,white,senior,male
14982,asian,adult,male
36536,white,senior,female
24484,other,adult,female
7814,white,adult,female
570,white,adult,female
22572,white,adult,male
37200,white,adult,female
3539,white,adult,male
19712,asian,tenager,male
33826,white,adult,male
5063,white,child,female
39518,other,senior,male
27645,asian,adult,female
38779,white,tenager,male
30655,asian,adult,female
23331,white,adult,male
44518,asian,adult,female
33664,white,child,male
26006,white,senior,female
11815,white,adult,female
34762,white,adult,male
2450,white,adult,female
17899,white,young-adult,male
29818,white,tenager,female
4442,white,senior,female
671,white,adult,female
33650,native,tenager,female
41018,black,adult,male
11115,asian,adult,male
17794,asian,child,female
26539,black,tenager,male
23966,white,adult,female
11088,white,adult,male
41455,white,tenager,female
38047,native,young-adult,male
40381,white,tenager,female
8249,asian,young-adult,female
9157,black,tenager,female
29753,white,adult,female
37950,white,senior,female
44476,asian,adult,male
9087,black,adult,male
32692,other,adult,male
29547,white,tenager,female
21694,white,adult,male
1501,white,adult,female
37916,white,senior,female
43397,other,child,female
22273,white,adult,female
9997,white,tenager,female
9171,other,adult,male
24207,other,adult,male
22399,asian,adult,female
28858,white,adult,female
6487,asian,adult,male
44676,black,senior,male
22451,white,tenager,female
40278,native,senior,female
38814,white,adult,male
24967,white,tenager,female
18181,white,senior,male
30994,white,child,male
33720,white,senior,male
39799,black,tenager,female
6776,white,adult,male
28902,other,adult,male
2018,white,adult,female
31669,white,adult,female
7916,white,senior,female
44431,asian,tenager,male
35853,white,senior,male
1142,white,adult,female
32853,white,adult,male
6863,white,senior,female
28284,white,adult,female
6360,asian,senior,male
2629,white,senior,female
26339,white,child,male
44601,white,tenager,female
37512,white,senior,female
21092,white,senior,female
5924,asian,adult,female
14908,white,adult,male
42207,other,adult,female
43966,white,adult,male
24626,asian,adult,female
42786,other,young-adult,male
4080,white,adult,female
458,asian,adult,female
903,white,tenager,male
36313,asian,adult,male
20077,white,adult,male
7413,white,adult,female
36259,white,adult,male
1177,asian,young-adult,male
44075,white,adult,female
31505,white,senior,female
11287,white,senior,male
26608,white,senior,female
41494,white,adult,female
26138,white,adult,male
20048,white,adult,male
40003,other,young-adult,female
9048,black,adult,male
34715,asian,tenager,female
19069,black,adult,male
38810,white,adult,female
6489,asian,child,female
35053,other,adult,male
11472,white,adult,female
34364,white,adult,male
36558,asian,adult,male
16808,white,adult,male
37330,asian,senior,female
22172,white,senior,male
29844,asian,adult,female
12473,white,adult,female
31272,white,senior,male
17033,white,tenager,male
22466,white,senior,male
28468,white,adult,male
27662,white,adult,female
41970,white,adult,male
13211,white,adult,female
6513,white,adult,male
25474,white,adult,male
30348,white,adult,female
3870,asian,adult,female
28126,white,senior,female
8291,other,child,female
32963,other,tenager,male
36756,other,tenager,female
29128,white,tenager,female
22402,asian,tenager,female
7177,asian,young-adult,male
38336,black,child,female
23958,white,senior,female
11005,white,child,female
27458,other,adult,male
24979,white,child,female
37268,white,adult,female
30218,other,tenager,female
43770,white,adult,male
33972,white,adult,female
28236,native,tenager,male
8262,white,child,male
37331,asian,senior,male
6275,other,adult,male
26525,asian,tenager,male
42345,white,senior,female
22398,asian,adult,male
8119,white,senior,female
37772,white,adult,female
9593,white,adult,male
8476,white,young-adult,male
38336,black,child,female
2032,white,tenager,female
37041,white,adult,female
41426,other,tenager,male
35036,asian,tenager,male
31706,other,adult,male
28360,white,senior,female
39639,white,tenager,male
8066,white,senior,female
29007,native,tenager,female
25489,white,senior,female
8976,other,young-adult,female
38645,white,senior,male
28216,white,adult,female
26274,asian,senior,female
24530,white,senior,male
22341,asian,adult,female
44476,asian,adult,male
2009,other,adult,male
41681,pacific-islander,child,male
41368,white,tenager,male
14916,white,adult,male
6477,white,tenager,female
6223,other,adult,female
29434,white,child,male
42669,asian,adult,female
40632,asian,adult,male
14058,white,adult,female
5093,white,senior,female
11046,white,adult,male
2914,white,senior,male
37199,other,tenager,female
33243,asian,adult,female
32151,white,adult,male
30000,white,adult,male
18393,other,adult,male
3799,white,tenager,female
33621,other,adult,female
33613,black,adult,male
1651,black,adult,male
18969,white,adult,female
37846,white,senior,female
19771,white,senior,male
198,white,child,female
2388,other,adult,male
21743,other,adult,female
4530,white,adult,female
356,white,adult,female
32072,black,young-adult,male
8654,white,tenager,male
23666,white,adult,male
22366,other,senior,male
40848,white,tenager,male
29842,white,adult,male
25553,asian,child,female
30513,white,adult,male
24987,asian,senior,female
5349,asian,senior,female
18411,asian,adult,female
41280,other,senior,female
41049,white,adult,female
40189,black,adult,female
21443,white,senior,male
44666,other,adult,male
14963,white,adult,female
21896,white,tenager,female
5556,asian,tenager,male
13291,black,adult,male
10693,asian,adult,male
34987,white,tenager,female
25717,white,adult,female
31394,white,young-adult,female
42958,white,adult,female
43688,white,adult,female
32435,other,adult,male
32820,white,adult,male
39991,black,young-adult,male
40523,black,adult,male
23257,asian,tenager,male
20225,white,adult,female
43162,white,adult,male
39092,other,adult,female
5164,white,young-adult,male
22556,white,adult,male
27890,white,adult,male
12727,asian,adult,male
32007,black,adult,female
26525,asian,tenager,male
40189,black,adult,female
37219,other,adult,female
167,white,senior,female
4756,white,tenager,male
41836,white,child,female
21121,white,adult,female
37902,white,senior,male
13204,white,tenager,male
20829,other,adult,female
29563,asian,adult,female
24287,other,tenager,female
944,asian,young-adult,female
37330,asian,senior,female
17981,white,adult,male
20559,white,adult,female
9701,asian,adult,male
38903,white,adult,female
24711,white,tenager,male
23545,white,adult,female
20024,white,senior,male
18908,white,adult,female
747,white,adult,female
914,white,senior,male
18219,black,tenager,female
26379,white,adult,female
43705,white,senior,female
2334,white,child,female
24501,white,tenager,male
5105,asian,adult,female
5757,white,adult,female
6655,white,child,male
9060,other,adult,male
8520,white,senior,male
37619,other,adult,male
36229,asian,adult,male
23590,white,senior,male
38742,asian,tenager,female
27075,black,adult,male
21100,white,tenager,male
1524,white,tenager,male
43303,other,adult,female
19084,white,adult,female
19462,white,adult,female
4165,white,young-adult,male
37555,white,tenager,male
9558,native,adult,female
30185,white,senior,male
3422,white,adult,female
36867,other,senior,male
33851,white,young-adult,female
21634,white,tenager,female
27100,white,adult,male
11115,asian,adult,male
14396,white,senior,male
27348,white,tenager,male
19473,white,young-adult,male
3857,white,adult,female
24108,white,adult,male
13197,black,adult,female
26972,white,adult,male
22282,white,adult,female
25168,white,tenager,male
42285,white,adult,male
17681,asian,tenager,male
25331,asian,tenager,female
33798,white,child,male
23614,white,senior,female
4293,white,senior,female
6145,white,child,female
44476,asian,adult,male
31471,other,senior,female
42669,asian,adult,female
31278,white,adult,male
21076,other,tenager,female
11923,white,senior,female
18261,white,tenager,female
29920,asian,tenager,female
19062,asian,senior,male
44298,white,adult,male
2941,white,senior,male
19097,white,adult,female
14435,white,adult,female
29389,white,tenager,female
41580,white,senior,female
36416,white,tenager,female
35823,white,adult,male
23777,white,tenager,male
25189,white,tenager,female
25716,white,senior,female
29223,white,adult,female
5348,asian,tenager,male
41037,other,adult,male
15594,other,senior,female
19944,white,adult,female
14693,white,adult,female
7419,white,senior,female
40242,white,tenager,male
18502,white,senior,male
39332,white,senior,male
38741,asian,adult,female
29744,white,adult,female
16808,white,adult,male
37965,white,adult,male
31992,black,child,female
12060,white,senior,male
16158,black,adult,female
4123,white,senior,male
28903,other,tenager,female
233,other,adult,female
18345,white,senior,female
11461,white,senior,female
16044,white,adult,male
8174,white,senior,female
24596,white,adult,male
36547,other,tenager,female
22149,white,adult,female
5769,black,adult,male
6934,white,tenager,male
19958,other,tenager,female
3594,white,tenager,female
2015,white,child,female
21871,white,adult,female
3714,white,adult,male
10696,asian,tenager,male
39093,other,tenager,male
19609,asian,tenager,female
23585,white,adult,male
43293,white,adult,male
22725,white,senior,female
18014,white,senior,female
16378,other,tenager,female
27521,other,adult,male
36874,other,child,male
40580,white,tenager,male
7576,black,adult,male
24961,white,adult,male
7898,white,tenager,female
25009,native,child,male
36266,asian,adult,male
32884,white,adult,female
18218,asian,young-adult,female
37610,white,senior,male
32793,white,senior,female
1960,white,senior,male
34132,other,adult,male
41013,other,tenager,female
38129,white,senior,male
39125,white,adult,male
9572,white,tenager,male
1907,white,senior,female
8101,white,tenager,male
22124,other,young-adult,male
32279,other,child,male
9519,other,tenager,male
43393,white,adult,male
37072,white,adult,female
22674,white,senior,male
19539,white,adult,female
1066,white,tenager,female
43113,white,adult,female
4733,white,tenager,male
35127,white,tenager,female
14869,white,adult,female
1607,white,adult,female
6226,black,young-adult,male
44283,white,tenager,female
42147,white,adult,female
11340,white,senior,female
14901,white,senior,female
5832,white,senior,male
16379,other,child,female
8396,white,senior,male
25015,white,senior,female
1114,white,adult,male
25665,white,tenager,male
3452,white,adult,female
26272,asian,tenager,female
9291,white,senior,male
41987,white,senior,female
35151,native,tenager,female
5866,white,senior,male
3598,asian,adult,female
30664,white,adult,male
31624,white,senior,male
10176,white,adult,female
25404,other,tenager,female
16369,white,adult,male
18235,white,young-adult,male
25927,white,adult,female
22251,white,child,female
29588,asian,tenager,female
33997,white,senior,male
19750,asian,adult,male
38058,white,senior,female
4395,white,senior,male
26067,white,senior,male
24987,asian,senior,female
9137,asian,young-adult,female
14800,white,senior,male
7834,white,tenager,male
29149,other,adult,male
36919,white,adult,male
35362,white,adult,female
33372,white,adult,female
32025,asian,young-adult,female
14724,asian,adult,female
39838,other,child,female
16843,white,senior,female
397,white,senior,male
5346,asian,tenager,female
8946,white,young-adult,male
40605,white,senior,male
21251,white,adult,female
40072,white,senior,male
17964,white,young-adult,male
19712,asian,tenager,male
9459,white,senior,male
5182,asian,adult,female
24706,white,adult,female
9478,white,senior,female
26782,white,adult,female
1278,white,senior,female
