,SERIALNO,AGEP,SCHL,SEX,RAC1P,HINCP,VEH,NP
17038,2018HU1268368,adult,college,male,white,7,3.0,5.0
17039,2018HU1268368,young-adult,High-school,male,white,7,3.0,5.0
17040,2018HU1268368,tenager,below-high,male,white,7,3.0,5.0
17041,2018HU1268368,tenager,below-high,female,white,7,3.0,5.0
17042,2018HU1268754,adult,Bachelor,male,white,6,1.0,6.0
17043,2018HU1268754,adult,Bachelor,female,white,6,1.0,6.0
17044,2018HU1268754,tenager,below-high,male,white,6,1.0,6.0
17045,2018HU1268754,child,below-high,male,white,6,1.0,6.0
17046,2018HU1268754,child,below-high,female,white,6,1.0,6.0
17047,2018HU1268754,child,below-high,male,white,6,1.0,6.0
17048,2018HU1269411,adult,High-school,male,white,4,1.0,1.0
17049,2018HU1269772,adult,Graduate,male,white,8,2.0,2.0
17050,2018HU1269772,adult,below-high,female,white,8,2.0,2.0
17051,2018HU1269847,senior,High-school,male,white,5,3.0,2.0
17052,2018HU1269847,senior,High-school,female,white,5,3.0,2.0
17053,2018HU1270299,young-adult,High-school,male,white,4,1.0,2.0
17054,2018HU1270299,young-adult,below-high,female,white,4,1.0,2.0
17055,2018HU1270837,senior,High-school,male,white,6,2.0,2.0
17056,2018HU1270837,senior,High-school,female,white,6,2.0,2.0
17057,2018HU1271918,young-adult,Bachelor,male,white,3,1.0,1.0
17058,2018HU1272003,adult,High-school,female,white,10,3.0,3.0
17059,2018HU1272003,adult,Bachelor,male,white,10,3.0,3.0
17060,2018HU1272003,adult,college,male,white,10,3.0,3.0
17061,2018HU1272277,adult,High-school,female,native,1,1.0,1.0
17062,2018HU1272649,adult,college,male,white,7,3.0,3.0
17063,2018HU1272649,adult,Graduate,female,white,7,3.0,3.0
17064,2018HU1272649,tenager,below-high,female,white,7,3.0,3.0
17065,2018HU1273409,adult,High-school,male,white,5,2.0,1.0
17066,2018HU1273604,senior,below-high,male,white,3,3.0,1.0
17067,2018HU1273773,adult,Graduate,male,white,7,3.0,3.0
17068,2018HU1273773,adult,college,female,white,7,3.0,3.0
17069,2018HU1273773,tenager,below-high,male,white,7,3.0,3.0
17070,2018HU1274126,adult,college,male,white,7,3.0,3.0
17071,2018HU1274126,adult,High-school,female,white,7,3.0,3.0
17072,2018HU1274126,adult,High-school,female,white,7,3.0,3.0
17073,2018HU1274223,senior,college,female,white,4,1.0,1.0
17074,2018HU1274675,senior,High-school,male,white,6,2.0,2.0
17075,2018HU1274675,senior,college,female,white,6,2.0,2.0
17076,2018HU1275499,senior,college,male,white,10,3.0,2.0
17077,2018HU1275499,adult,college,female,white,10,3.0,2.0
17078,2018HU1275634,senior,Graduate,male,white,6,3.0,2.0
17079,2018HU1275634,senior,High-school,female,white,6,3.0,2.0
17080,2018HU1276159,adult,college,male,white,8,2.0,4.0
17081,2018HU1276159,adult,college,female,white,8,2.0,4.0
17082,2018HU1276159,tenager,below-high,male,white,8,2.0,4.0
17083,2018HU1276159,child,below-high,female,white,8,2.0,4.0
17084,2018HU1276373,senior,High-school,male,white,7,2.0,2.0
17085,2018HU1276373,senior,High-school,female,white,7,2.0,2.0
17086,2018HU1277013,adult,High-school,male,white,8,2.0,5.0
17087,2018HU1277013,adult,college,female,white,8,2.0,5.0
17088,2018HU1277013,tenager,below-high,female,white,8,2.0,5.0
17089,2018HU1277013,tenager,below-high,female,white,8,2.0,5.0
17090,2018HU1277013,tenager,below-high,male,white,8,2.0,5.0
17091,2018HU1277197,adult,Bachelor,male,white,6,2.0,2.0
17092,2018HU1277197,young-adult,Bachelor,female,white,6,2.0,2.0
17093,2018HU1278592,adult,college,male,white,6,2.0,1.0
17094,2018HU1278905,adult,Bachelor,male,white,9,3.0,2.0
17095,2018HU1278905,senior,High-school,female,white,9,3.0,2.0
17096,2018HU1278964,senior,High-school,male,white,6,3.0,2.0
17097,2018HU1278964,senior,High-school,female,white,6,3.0,2.0
17098,2018HU1278985,senior,college,male,white,4,1.0,1.0
17099,2018HU1279509,adult,Bachelor,male,white,7,2.0,4.0
17100,2018HU1279509,adult,Bachelor,female,white,7,2.0,4.0
17101,2018HU1279509,tenager,below-high,female,white,7,2.0,4.0
17102,2018HU1279509,tenager,below-high,female,white,7,2.0,4.0
17103,2018HU1281077,adult,college,male,white,7,1.0,2.0
17104,2018HU1281077,tenager,below-high,female,white,7,1.0,2.0
17105,2018HU1281831,adult,college,male,white,5,2.0,6.0
17106,2018HU1281831,adult,High-school,female,native,5,2.0,6.0
17107,2018HU1281831,tenager,below-high,female,native,5,2.0,6.0
17108,2018HU1281831,tenager,below-high,male,native,5,2.0,6.0
17109,2018HU1281831,tenager,below-high,female,native,5,2.0,6.0
17110,2018HU1281831,child,below-high,male,native,5,2.0,6.0
17111,2018HU1281862,senior,Graduate,male,white,6,3.0,2.0
17112,2018HU1281862,senior,Bachelor,female,white,6,3.0,2.0
17113,2018HU1282135,adult,college,female,white,7,3.0,2.0
17114,2018HU1282135,adult,college,male,white,7,3.0,2.0
17115,2018HU1282910,adult,Graduate,female,white,10,3.0,3.0
17116,2018HU1282910,adult,Graduate,male,white,10,3.0,3.0
17117,2018HU1282910,tenager,below-high,female,white,10,3.0,3.0
17118,2018HU1283229,senior,college,female,white,6,3.0,2.0
17119,2018HU1283229,senior,college,male,white,6,3.0,2.0
17120,2018HU1283806,young-adult,High-school,female,native,2,1.0,3.0
17121,2018HU1283806,child,below-high,female,native,2,1.0,3.0
17122,2018HU1283806,young-adult,High-school,male,native,2,1.0,3.0
17123,2018HU1284984,adult,Bachelor,female,white,8,3.0,4.0
17124,2018HU1284984,adult,Bachelor,male,white,8,3.0,4.0
17125,2018HU1284984,tenager,below-high,male,white,8,3.0,4.0
17126,2018HU1284984,tenager,below-high,female,white,8,3.0,4.0
17127,2018HU1286066,senior,High-school,female,white,3,1.0,1.0
17128,2018HU1286459,senior,High-school,female,white,5,1.0,1.0
17129,2018HU1286469,senior,college,male,white,9,3.0,3.0
17130,2018HU1286469,senior,High-school,female,white,9,3.0,3.0
17131,2018HU1286469,senior,college,male,white,9,3.0,3.0
17132,2018HU1287058,senior,High-school,male,white,3,1.0,2.0
17133,2018HU1287058,senior,below-high,female,white,3,1.0,2.0
17134,2018HU1287341,adult,college,female,native,3,1.0,4.0
17135,2018HU1287341,young-adult,college,female,native,3,1.0,4.0
17136,2018HU1287341,tenager,below-high,female,native,3,1.0,4.0
17137,2018HU1287341,tenager,below-high,female,native,3,1.0,4.0
17138,2018HU1287465,adult,High-school,male,white,7,3.0,2.0
17139,2018HU1287465,adult,college,female,white,7,3.0,2.0
17140,2018HU1287576,adult,college,female,white,4,1.0,5.0
17141,2018HU1287576,tenager,below-high,male,white,4,1.0,5.0
17142,2018HU1287576,tenager,below-high,female,white,4,1.0,5.0
17143,2018HU1287576,tenager,below-high,male,white,4,1.0,5.0
17144,2018HU1287576,child,below-high,female,white,4,1.0,5.0
17145,2018HU1288439,senior,High-school,male,white,6,2.0,1.0
17146,2018HU1288757,adult,High-school,male,white,6,2.0,4.0
17147,2018HU1288757,adult,college,female,white,6,2.0,4.0
17148,2018HU1288757,child,below-high,female,white,6,2.0,4.0
17149,2018HU1288757,child,below-high,female,white,6,2.0,4.0
17150,2018HU1289143,senior,High-school,male,white,7,3.0,2.0
17151,2018HU1289143,senior,college,female,white,7,3.0,2.0
17152,2018HU1289238,senior,Bachelor,male,white,6,3.0,2.0
17153,2018HU1289238,senior,High-school,female,white,6,3.0,2.0
17154,2018HU1289399,adult,college,female,white,5,3.0,3.0
17155,2018HU1289399,adult,High-school,male,white,5,3.0,3.0
17156,2018HU1289399,tenager,below-high,female,white,5,3.0,3.0
17157,2018HU1289580,adult,college,female,white,6,3.0,6.0
17158,2018HU1289580,adult,High-school,male,white,6,3.0,6.0
17159,2018HU1289580,tenager,below-high,female,white,6,3.0,6.0
17160,2018HU1289580,tenager,below-high,male,white,6,3.0,6.0
17161,2018HU1289580,tenager,below-high,male,white,6,3.0,6.0
17162,2018HU1289580,tenager,below-high,male,white,6,3.0,6.0
17163,2018HU1290763,adult,High-school,female,native,3,0.0,6.0
17164,2018HU1290763,tenager,below-high,male,native,3,0.0,6.0
17165,2018HU1290763,tenager,below-high,male,native,3,0.0,6.0
17166,2018HU1290763,tenager,below-high,female,native,3,0.0,6.0
17167,2018HU1290763,tenager,below-high,female,native,3,0.0,6.0
17168,2018HU1290763,child,below-high,female,native,3,0.0,6.0
17169,2018HU1290810,senior,High-school,male,white,2,0.0,1.0
17170,2018HU1290825,adult,High-school,female,white,6,2.0,2.0
17171,2018HU1290825,senior,High-school,male,white,6,2.0,2.0
17172,2018HU1291225,senior,High-school,male,white,5,2.0,2.0
17173,2018HU1291225,senior,High-school,female,white,5,2.0,2.0
17174,2018HU1291526,senior,college,female,white,10,2.0,2.0
17175,2018HU1291526,senior,Graduate,male,white,10,2.0,2.0
17176,2018HU1292601,senior,High-school,female,white,6,3.0,2.0
17177,2018HU1292601,adult,High-school,male,white,6,3.0,2.0
17178,2018HU1292610,senior,below-high,female,native,2,1.0,1.0
17179,2018HU1293220,adult,college,male,white,8,3.0,3.0
17180,2018HU1293220,adult,High-school,female,white,8,3.0,3.0
17181,2018HU1293220,tenager,High-school,male,white,8,3.0,3.0
17182,2018HU1293548,adult,college,female,white,5,1.0,1.0
17183,2018HU1293605,adult,college,female,black,5,3.0,6.0
17184,2018HU1293605,tenager,below-high,male,black,5,3.0,6.0
17185,2018HU1293605,child,below-high,male,black,5,3.0,6.0
17186,2018HU1293605,tenager,below-high,female,black,5,3.0,6.0
17187,2018HU1293605,tenager,below-high,female,black,5,3.0,6.0
17188,2018HU1293605,senior,High-school,female,black,5,3.0,6.0
17189,2018HU1293849,adult,college,male,white,8,3.0,2.0
17190,2018HU1293849,senior,High-school,female,white,8,3.0,2.0
17191,2018HU1293977,adult,Bachelor,female,white,8,2.0,5.0
17192,2018HU1293977,tenager,below-high,female,white,8,2.0,5.0
17193,2018HU1293977,tenager,below-high,female,white,8,2.0,5.0
17194,2018HU1293977,adult,below-high,male,white,8,2.0,5.0
17195,2018HU1293977,tenager,below-high,female,white,8,2.0,5.0
17196,2018HU1294070,senior,college,female,white,5,3.0,2.0
17197,2018HU1294070,senior,High-school,male,white,5,3.0,2.0
17198,2018HU1294234,senior,Bachelor,female,white,6,3.0,2.0
17199,2018HU1294234,senior,Bachelor,male,white,6,3.0,2.0
17200,2018HU1294601,adult,Graduate,female,white,5,2.0,1.0
17201,2018HU1295878,senior,Graduate,male,white,9,2.0,2.0
17202,2018HU1295878,senior,Bachelor,female,white,9,2.0,2.0
17203,2018HU1297263,adult,Bachelor,male,white,7,2.0,2.0
17204,2018HU1297263,adult,college,female,white,7,2.0,2.0
17205,2018HU1297481,adult,Bachelor,male,white,5,2.0,7.0
17206,2018HU1297481,adult,High-school,female,white,5,2.0,7.0
17207,2018HU1297481,tenager,below-high,female,white,5,2.0,7.0
17208,2018HU1297481,tenager,below-high,female,white,5,2.0,7.0
17209,2018HU1297481,child,below-high,male,white,5,2.0,7.0
17210,2018HU1297481,child,below-high,female,white,5,2.0,7.0
17211,2018HU1297481,child,below-high,female,white,5,2.0,7.0
17212,2018HU1297494,senior,college,female,native,4,0.0,10.0
17213,2018HU1297494,adult,college,male,native,4,0.0,10.0
17214,2018HU1297494,adult,college,female,native,4,0.0,10.0
17215,2018HU1297494,young-adult,High-school,female,native,4,0.0,10.0
17216,2018HU1297494,young-adult,High-school,female,native,4,0.0,10.0
17217,2018HU1297494,tenager,below-high,female,native,4,0.0,10.0
17218,2018HU1297494,tenager,below-high,female,native,4,0.0,10.0
17219,2018HU1297494,tenager,below-high,female,native,4,0.0,10.0
17220,2018HU1297494,child,below-high,male,native,4,0.0,10.0
17221,2018HU1297494,adult,High-school,male,native,4,0.0,10.0
17222,2018HU1298440,adult,college,male,white,4,2.0,3.0
17223,2018HU1298440,adult,college,female,white,4,2.0,3.0
17224,2018HU1298440,child,below-high,male,white,4,2.0,3.0
17225,2018HU1299230,senior,college,female,white,2,1.0,2.0
17226,2018HU1299230,senior,High-school,female,white,2,1.0,2.0
17227,2018HU1299501,adult,college,male,white,6,2.0,2.0
17228,2018HU1299501,adult,college,female,white,6,2.0,2.0
17229,2018HU1299586,adult,below-high,female,white,2,1.0,1.0
17230,2018HU1299779,senior,Bachelor,female,white,3,1.0,1.0
17231,2018HU1301430,adult,college,male,white,7,3.0,5.0
17232,2018HU1301430,adult,Bachelor,female,white,7,3.0,5.0
17233,2018HU1301430,tenager,below-high,female,white,7,3.0,5.0
17234,2018HU1301430,tenager,below-high,male,white,7,3.0,5.0
17235,2018HU1301430,tenager,below-high,female,white,7,3.0,5.0
17236,2018HU1301480,senior,Bachelor,female,white,5,1.0,1.0
17237,2018HU1301567,young-adult,High-school,male,white,6,2.0,5.0
17238,2018HU1301567,child,below-high,female,white,6,2.0,5.0
17239,2018HU1301567,child,below-high,female,white,6,2.0,5.0
17240,2018HU1301567,young-adult,college,female,white,6,2.0,5.0
17241,2018HU1301567,child,below-high,female,white,6,2.0,5.0
17242,2018HU1302224,adult,college,male,white,10,3.0,4.0
17243,2018HU1302224,adult,High-school,female,white,10,3.0,4.0
17244,2018HU1302224,tenager,below-high,female,white,10,3.0,4.0
17245,2018HU1302224,tenager,below-high,female,white,10,3.0,4.0
17246,2018HU1302336,adult,college,female,white,6,2.0,2.0
17247,2018HU1302336,tenager,below-high,male,white,6,2.0,2.0
17248,2018HU1303198,adult,Bachelor,female,white,7,2.0,2.0
17249,2018HU1303198,adult,Bachelor,male,white,7,2.0,2.0
17250,2018HU1303263,senior,High-school,female,white,2,1.0,1.0
17251,2018HU1303322,senior,college,male,white,4,2.0,1.0
17252,2018HU1303404,adult,college,female,white,6,3.0,4.0
17253,2018HU1303404,adult,below-high,male,white,6,3.0,4.0
17254,2018HU1303404,tenager,below-high,male,white,6,3.0,4.0
17255,2018HU1303404,child,below-high,female,white,6,3.0,4.0
17256,2018HU1303740,adult,Bachelor,female,white,7,2.0,4.0
17257,2018HU1303740,adult,High-school,male,white,7,2.0,4.0
17258,2018HU1303740,child,below-high,male,white,7,2.0,4.0
17259,2018HU1303740,child,below-high,male,white,7,2.0,4.0
17260,2018HU1304838,adult,High-school,male,white,6,3.0,3.0
17261,2018HU1304838,adult,High-school,female,white,6,3.0,3.0
17262,2018HU1304838,tenager,below-high,female,white,6,3.0,3.0
17263,2018HU1305011,adult,Graduate,female,white,9,2.0,4.0
17264,2018HU1305011,adult,Bachelor,male,white,9,2.0,4.0
17265,2018HU1305011,tenager,below-high,male,white,9,2.0,4.0
17266,2018HU1305011,child,below-high,male,white,9,2.0,4.0
17267,2018HU1305175,adult,college,female,white,7,3.0,3.0
17268,2018HU1305175,adult,college,male,white,7,3.0,3.0
17269,2018HU1305175,tenager,below-high,female,white,7,3.0,3.0
17270,2018HU1305289,senior,college,female,white,3,1.0,1.0
17271,2018HU1305335,senior,college,male,white,4,2.0,1.0
17272,2018HU1305946,senior,Bachelor,female,white,4,1.0,1.0
17273,2018HU1306201,adult,Bachelor,female,white,8,3.0,4.0
17274,2018HU1306201,adult,High-school,male,white,8,3.0,4.0
17275,2018HU1306201,tenager,below-high,female,white,8,3.0,4.0
17276,2018HU1306201,child,below-high,male,white,8,3.0,4.0
17277,2018HU1306444,senior,college,male,white,8,2.0,2.0
17278,2018HU1306444,senior,college,female,white,8,2.0,2.0
17279,2018HU1306462,adult,college,female,white,7,2.0,2.0
17280,2018HU1306462,adult,High-school,male,white,7,2.0,2.0
17281,2018HU1306519,adult,Bachelor,female,white,7,2.0,3.0
17282,2018HU1306519,adult,Bachelor,male,white,7,2.0,3.0
17283,2018HU1306519,tenager,below-high,female,white,7,2.0,3.0
17284,2018HU1307078,senior,High-school,female,white,3,1.0,1.0
17285,2018HU1307428,senior,Graduate,female,white,4,2.0,2.0
17286,2018HU1307428,senior,Graduate,male,white,4,2.0,2.0
17287,2018HU1307498,adult,college,female,white,9,3.0,2.0
17288,2018HU1307498,senior,college,male,white,9,3.0,2.0
17289,2018HU1308169,adult,Graduate,male,white,10,3.0,4.0
17290,2018HU1308169,adult,Bachelor,female,white,10,3.0,4.0
17291,2018HU1308169,tenager,below-high,male,white,10,3.0,4.0
17292,2018HU1308169,tenager,below-high,female,white,10,3.0,4.0
17293,2018HU1308236,senior,college,male,white,7,2.0,1.0
17294,2018HU1308279,adult,Graduate,male,white,8,2.0,3.0
17295,2018HU1308279,adult,Graduate,female,white,8,2.0,3.0
17296,2018HU1308279,child,below-high,female,white,8,2.0,3.0
17297,2018HU1308401,adult,college,female,white,7,3.0,4.0
17298,2018HU1308401,adult,High-school,male,white,7,3.0,4.0
17299,2018HU1308401,tenager,below-high,male,white,7,3.0,4.0
17300,2018HU1308401,tenager,below-high,female,white,7,3.0,4.0
17301,2018HU1309111,adult,college,male,white,6,2.0,1.0
17302,2018HU1309237,senior,Bachelor,female,white,3,1.0,1.0
17303,2018HU1309540,adult,Graduate,female,white,9,3.0,2.0
17304,2018HU1309540,adult,Graduate,male,white,9,3.0,2.0
17305,2018HU1309710,adult,Graduate,male,white,8,3.0,4.0
17306,2018HU1309710,adult,Bachelor,female,white,8,3.0,4.0
17307,2018HU1309710,tenager,below-high,female,white,8,3.0,4.0
17308,2018HU1309710,tenager,below-high,male,white,8,3.0,4.0
17309,2018HU1310048,adult,Bachelor,female,white,10,3.0,2.0
17310,2018HU1310048,adult,Graduate,male,white,10,3.0,2.0
17311,2018HU1311242,adult,college,female,white,8,2.0,2.0
17312,2018HU1311242,adult,college,male,white,8,2.0,2.0
17313,2018HU1311269,senior,High-school,male,white,9,3.0,2.0
17314,2018HU1311269,senior,college,female,white,9,3.0,2.0
17315,2018HU1311618,adult,college,male,white,8,2.0,4.0
17316,2018HU1311618,adult,Bachelor,female,white,8,2.0,4.0
17317,2018HU1311618,child,below-high,female,white,8,2.0,4.0
17318,2018HU1311618,child,below-high,male,white,8,2.0,4.0
17319,2018HU1311755,adult,Graduate,male,white,7,3.0,1.0
17320,2018HU1311995,adult,Bachelor,female,white,8,2.0,6.0
17321,2018HU1311995,adult,college,male,white,8,2.0,6.0
17322,2018HU1311995,tenager,below-high,female,white,8,2.0,6.0
17323,2018HU1311995,tenager,below-high,female,white,8,2.0,6.0
17324,2018HU1311995,child,below-high,female,white,8,2.0,6.0
17325,2018HU1311995,child,below-high,male,white,8,2.0,6.0
17326,2018HU1312146,adult,below-high,female,white,6,1.0,2.0
17327,2018HU1312146,adult,college,male,white,6,1.0,2.0
17328,2018HU1313537,adult,Bachelor,female,white,5,1.0,5.0
17329,2018HU1313537,adult,college,male,white,5,1.0,5.0
17330,2018HU1313537,tenager,below-high,male,white,5,1.0,5.0
17331,2018HU1313537,tenager,below-high,female,white,5,1.0,5.0
17332,2018HU1313537,child,below-high,male,white,5,1.0,5.0
17333,2018HU1313540,senior,college,male,white,6,2.0,2.0
17334,2018HU1313540,adult,Graduate,female,white,6,2.0,2.0
17335,2018HU1313671,senior,High-school,male,white,6,3.0,3.0
17336,2018HU1313671,senior,High-school,female,native,6,3.0,3.0
17337,2018HU1313671,adult,below-high,male,native,6,3.0,3.0
17338,2018HU1314612,senior,High-school,female,white,7,2.0,2.0
17339,2018HU1314612,senior,college,male,white,7,2.0,2.0
17340,2018HU1314716,adult,High-school,male,white,6,3.0,2.0
17341,2018HU1314716,adult,High-school,female,white,6,3.0,2.0
17342,2018HU1314928,young-adult,college,female,white,7,2.0,2.0
17343,2018HU1314928,young-adult,college,male,white,7,2.0,2.0
17344,2018HU1315364,adult,Graduate,female,white,8,3.0,4.0
17345,2018HU1315364,adult,Bachelor,male,white,8,3.0,4.0
17346,2018HU1315364,child,below-high,male,white,8,3.0,4.0
17347,2018HU1315364,child,below-high,female,white,8,3.0,4.0
17348,2018HU1315493,adult,college,female,white,6,3.0,5.0
17349,2018HU1315493,tenager,below-high,male,white,6,3.0,5.0
17350,2018HU1315493,tenager,below-high,male,white,6,3.0,5.0
17351,2018HU1315493,tenager,below-high,female,white,6,3.0,5.0
17352,2018HU1315493,adult,college,male,white,6,3.0,5.0
17353,2018HU1315906,senior,High-school,male,native,2,1.0,1.0
17354,2018HU1316086,adult,college,male,white,10,3.0,3.0
17355,2018HU1316086,adult,Bachelor,female,white,10,3.0,3.0
17356,2018HU1316086,tenager,below-high,male,white,10,3.0,3.0
17357,2018HU1316417,senior,Bachelor,male,white,10,3.0,2.0
17358,2018HU1316417,senior,college,female,white,10,3.0,2.0
17359,2018HU1316820,senior,college,male,white,8,2.0,2.0
17360,2018HU1316820,adult,college,female,white,8,2.0,2.0
17361,2018HU1317081,adult,High-school,male,native,2,1.0,6.0
17362,2018HU1317081,child,below-high,male,native,2,1.0,6.0
17363,2018HU1317081,tenager,below-high,female,native,2,1.0,6.0
17364,2018HU1317081,child,below-high,male,native,2,1.0,6.0
17365,2018HU1317081,child,below-high,female,native,2,1.0,6.0
17366,2018HU1317081,adult,below-high,female,native,2,1.0,6.0
17367,2018HU1317154,senior,college,female,white,3,1.0,1.0
17368,2018HU1317624,adult,High-school,female,white,8,3.0,3.0
17369,2018HU1317624,adult,High-school,male,white,8,3.0,3.0
17370,2018HU1317624,adult,college,male,white,8,3.0,3.0
17371,2018HU1318028,adult,college,male,white,5,3.0,2.0
17372,2018HU1318028,senior,High-school,female,white,5,3.0,2.0
17373,2018HU1318242,senior,High-school,male,white,6,2.0,2.0
17374,2018HU1318242,senior,High-school,female,white,6,2.0,2.0
17375,2018HU1318828,senior,High-school,female,white,5,3.0,2.0
17376,2018HU1318828,senior,below-high,male,white,5,3.0,2.0
17377,2018HU1319214,senior,below-high,female,white,8,2.0,1.0
17378,2018HU1319351,adult,college,female,white,8,3.0,5.0
17379,2018HU1319351,adult,college,male,white,8,3.0,5.0
17380,2018HU1319351,tenager,below-high,male,white,8,3.0,5.0
17381,2018HU1319351,tenager,below-high,male,white,8,3.0,5.0
17382,2018HU1319351,tenager,below-high,male,white,8,3.0,5.0
17383,2018HU1319467,adult,Graduate,female,white,8,2.0,2.0
17384,2018HU1319467,adult,Graduate,male,white,8,2.0,2.0
17385,2018HU1319520,adult,High-school,male,white,5,3.0,7.0
17386,2018HU1319520,adult,High-school,female,white,5,3.0,7.0
17387,2018HU1319520,tenager,below-high,female,white,5,3.0,7.0
17388,2018HU1319520,tenager,below-high,male,white,5,3.0,7.0
17389,2018HU1319520,child,below-high,male,white,5,3.0,7.0
17390,2018HU1319520,child,below-high,male,white,5,3.0,7.0
17391,2018HU1319520,child,below-high,male,white,5,3.0,7.0
17392,2018HU1320245,senior,Bachelor,female,white,5,2.0,1.0
17393,2018HU1320357,adult,Bachelor,female,white,7,2.0,1.0
17394,2018HU1320659,senior,college,female,white,5,3.0,2.0
17395,2018HU1320659,senior,college,male,white,5,3.0,2.0
17396,2018HU1320848,adult,Bachelor,female,white,10,3.0,4.0
17397,2018HU1320848,adult,Bachelor,male,white,10,3.0,4.0
17398,2018HU1320848,tenager,below-high,male,white,10,3.0,4.0
17399,2018HU1320848,tenager,below-high,female,white,10,3.0,4.0
17400,2018HU1322097,adult,High-school,male,white,5,1.0,2.0
17401,2018HU1322097,tenager,below-high,female,white,5,1.0,2.0
17402,2018HU1322161,adult,Bachelor,male,white,8,3.0,3.0
17403,2018HU1322161,adult,Bachelor,female,white,8,3.0,3.0
17404,2018HU1322161,child,below-high,male,white,8,3.0,3.0
17405,2018HU1322307,adult,High-school,male,white,6,3.0,2.0
17406,2018HU1322307,senior,college,female,white,6,3.0,2.0
17407,2018HU1322802,senior,High-school,female,white,5,1.0,1.0
17408,2018HU1322827,adult,college,male,white,8,3.0,3.0
17409,2018HU1322827,adult,Bachelor,female,white,8,3.0,3.0
17410,2018HU1322827,tenager,below-high,male,white,8,3.0,3.0
17411,2018HU1323257,senior,High-school,female,white,2,0.0,1.0
17412,2018HU1323368,senior,High-school,male,white,4,2.0,2.0
17413,2018HU1323368,senior,High-school,female,white,4,2.0,2.0
17414,2018HU1323417,senior,High-school,male,white,4,3.0,3.0
17415,2018HU1323417,senior,High-school,female,white,4,3.0,3.0
17416,2018HU1323417,tenager,below-high,female,white,4,3.0,3.0
17417,2018HU1324103,young-adult,college,male,black,7,2.0,2.0
17418,2018HU1324103,adult,below-high,female,black,7,2.0,2.0
17419,2018HU1324201,adult,High-school,female,white,2,0.0,1.0
17420,2018HU1324277,senior,High-school,male,white,6,3.0,2.0
17421,2018HU1324277,senior,college,female,white,6,3.0,2.0
17422,2018HU1324304,senior,High-school,male,white,2,1.0,1.0
17423,2018HU1324557,adult,Graduate,female,white,9,2.0,5.0
17424,2018HU1324557,adult,college,male,white,9,2.0,5.0
17425,2018HU1324557,tenager,below-high,female,white,9,2.0,5.0
17426,2018HU1324557,tenager,below-high,male,white,9,2.0,5.0
17427,2018HU1324557,child,below-high,female,white,9,2.0,5.0
17428,2018HU1325215,adult,Bachelor,female,white,8,3.0,4.0
17429,2018HU1325215,adult,college,male,white,8,3.0,4.0
17430,2018HU1325215,tenager,below-high,male,white,8,3.0,4.0
17431,2018HU1325215,tenager,below-high,male,white,8,3.0,4.0
17432,2018HU1326275,adult,below-high,female,native,2,1.0,3.0
17433,2018HU1326275,child,below-high,male,native,2,1.0,3.0
17434,2018HU1326275,child,below-high,female,native,2,1.0,3.0
17435,2018HU1326431,senior,Bachelor,male,white,7,2.0,2.0
17436,2018HU1326431,adult,Bachelor,female,white,7,2.0,2.0
17437,2018HU1326480,adult,college,male,white,7,3.0,3.0
17438,2018HU1326480,adult,Bachelor,female,white,7,3.0,3.0
17439,2018HU1326480,tenager,below-high,female,white,7,3.0,3.0
17440,2018HU1326514,adult,High-school,male,white,6,3.0,3.0
17441,2018HU1326514,adult,below-high,female,white,6,3.0,3.0
17442,2018HU1326514,tenager,below-high,female,white,6,3.0,3.0
17443,2018HU1328776,adult,High-school,male,white,6,3.0,4.0
17444,2018HU1328776,young-adult,college,female,white,6,3.0,4.0
17445,2018HU1328776,tenager,below-high,male,white,6,3.0,4.0
17446,2018HU1328776,child,below-high,female,white,6,3.0,4.0
17447,2018HU1329232,senior,college,female,white,2,1.0,1.0
17448,2018HU1329946,adult,Bachelor,male,white,8,2.0,2.0
17449,2018HU1329946,adult,Bachelor,female,white,8,2.0,2.0
17450,2018HU1330192,adult,Bachelor,male,white,4,1.0,1.0
17451,2018HU1330491,adult,Bachelor,female,white,9,2.0,4.0
17452,2018HU1330491,adult,college,male,white,9,2.0,4.0
17453,2018HU1330491,tenager,below-high,male,white,9,2.0,4.0
17454,2018HU1330491,tenager,below-high,male,white,9,2.0,4.0
17455,2018HU1330628,adult,Bachelor,male,white,8,3.0,3.0
17456,2018HU1330628,adult,college,female,white,8,3.0,3.0
17457,2018HU1330628,adult,Bachelor,female,white,8,3.0,3.0
17458,2018HU1330827,adult,college,female,asian,7,2.0,4.0
17459,2018HU1330827,adult,college,male,other,7,2.0,4.0
17460,2018HU1330827,child,below-high,male,other,7,2.0,4.0
17461,2018HU1330827,child,below-high,male,other,7,2.0,4.0
17462,2018HU1331042,adult,High-school,female,white,2,1.0,2.0
17463,2018HU1331042,adult,High-school,male,white,2,1.0,2.0
17464,2018HU1331319,senior,High-school,female,white,5,1.0,1.0
17465,2018HU1331781,adult,High-school,male,white,7,3.0,2.0
17466,2018HU1331781,adult,college,female,white,7,3.0,2.0
17467,2018HU1331864,senior,college,male,white,3,1.0,1.0
17468,2018HU1332063,adult,college,male,white,5,2.0,1.0
17469,2018HU1334490,adult,Graduate,male,white,6,3.0,3.0
17470,2018HU1334490,adult,college,female,white,6,3.0,3.0
17471,2018HU1334490,tenager,below-high,male,white,6,3.0,3.0
17472,2018HU1334601,adult,college,female,white,6,2.0,2.0
