,SERIALNO,NP,VEH,HINCP,WIF
9341,2019GQ0128629,1,,,
9342,2019GQ0129085,1,,,
9343,2019GQ0129165,1,,,
9344,2019GQ0129450,1,,,
9345,2019GQ0129746,1,,,
9346,2019GQ0129757,1,,,
9347,2019GQ0129771,1,,,
9348,2019GQ0130379,1,,,
9349,2019GQ0130756,1,,,
9350,2019GQ0130773,1,,,
9351,2019GQ0130855,1,,,
9352,2019GQ0131344,1,,,
9353,2019GQ0131348,1,,,
9354,2019GQ0131726,1,,,
9355,2019GQ0131826,1,,,
9356,2019GQ0131842,1,,,
9357,2019GQ0132153,1,,,
9358,2019GQ0132504,1,,,
9359,2019GQ0132596,1,,,
9360,2019GQ0132656,1,,,
9361,2019GQ0133465,1,,,
9362,2019GQ0133830,1,,,
9363,2019GQ0133901,1,,,
9364,2019GQ0133947,1,,,
9365,2019GQ0134636,1,,,
9366,2019GQ0134819,1,,,
9367,2019GQ0135180,1,,,
9368,2019GQ0135454,1,,,
9369,2019GQ0135619,1,,,
9370,2019GQ0135635,1,,,
9371,2019GQ0136024,1,,,
9372,2019GQ0136269,1,,,
9373,2019GQ0136549,1,,,
9374,2019GQ0136567,1,,,
9375,2019GQ0136656,1,,,
9376,2019GQ0136827,1,,,
9377,2019GQ0137407,1,,,
9378,2019GQ0137645,1,,,
9379,2019GQ0138525,1,,,
9380,2019GQ0138610,1,,,
9381,2019GQ0139666,1,,,
9382,2019GQ0139867,1,,,
9383,2019GQ0139891,1,,,
9384,2019GQ0140042,1,,,
9385,2019GQ0140106,1,,,
9386,2019GQ0140142,1,,,
9387,2019GQ0140753,1,,,
9388,2019GQ0140867,1,,,
9389,2019GQ0141121,1,,,
9390,2019GQ0141467,1,,,
9391,2019GQ0141974,1,,,
9392,2019GQ0142352,1,,,
9393,2019GQ0142562,1,,,
9394,2019GQ0142752,1,,,
9395,2019GQ0142835,1,,,
9396,2019GQ0143006,1,,,
9397,2019GQ0143538,1,,,
9398,2019GQ0143743,1,,,
9399,2019GQ0143814,1,,,
9400,2019GQ0144172,1,,,
9401,2019GQ0144246,1,,,
9402,2019GQ0144341,1,,,
9403,2019GQ0144626,1,,,
9404,2019GQ0144678,1,,,
9405,2019GQ0145617,1,,,
9406,2019GQ0147022,1,,,
9407,2019GQ0147094,1,,,
9408,2019GQ0147097,1,,,
9409,2019GQ0147519,1,,,
9410,2019GQ0148152,1,,,
9411,2019GQ0148698,1,,,
9412,2019GQ0149203,1,,,
9413,2019GQ0149339,1,,,
9414,2019GQ0149421,1,,,
9415,2019GQ0149500,1,,,
9416,2019GQ0149511,1,,,
9417,2019GQ0149857,1,,,
9418,2019GQ0150026,1,,,
9419,2019GQ0150326,1,,,
9420,2019GQ0150365,1,,,
9421,2019GQ0150606,1,,,
9422,2019GQ0150642,1,,,
9423,2019GQ0150782,1,,,
9424,2019GQ0151613,1,,,
9425,2019GQ0151640,1,,,
9426,2019GQ0151680,1,,,
9427,2019GQ0151834,1,,,
9428,2019HU0000009,1,1.0,18000.0,
9429,2019HU0000149,1,0.0,16600.0,
9430,2019HU0000293,2,3.0,113100.0,1.0
9431,2019HU0000820,1,2.0,1330.0,
9432,2019HU0001513,0,,,
9433,2019HU0001644,1,2.0,26900.0,
9434,2019HU0001658,2,2.0,34000.0,
9435,2019HU0002108,2,3.0,89700.0,2.0
9436,2019HU0002401,5,4.0,66000.0,3.0
9437,2019HU0003150,1,2.0,75000.0,
9438,2019HU0003314,1,1.0,2500.0,
9439,2019HU0003824,0,,,
9440,2019HU0003914,2,2.0,235060.0,2.0
9441,2019HU0003946,4,2.0,42000.0,2.0
9442,2019HU0004183,1,0.0,1800.0,
9443,2019HU0004288,2,3.0,70500.0,
9444,2019HU0004513,3,2.0,95000.0,3.0
9445,2019HU0004582,1,2.0,22000.0,
9446,2019HU0004694,1,1.0,23500.0,
9447,2019HU0005183,4,1.0,32000.0,1.0
9448,2019HU0005361,2,2.0,24000.0,
9449,2019HU0005984,2,1.0,72000.0,2.0
9450,2019HU0006984,1,2.0,65000.0,
9451,2019HU0007102,1,2.0,72500.0,
9452,2019HU0007190,1,2.0,40500.0,
9453,2019HU0007224,2,2.0,142000.0,2.0
9454,2019HU0008503,2,2.0,40000.0,0.0
9455,2019HU0009025,4,2.0,89600.0,2.0
9456,2019HU0009074,1,1.0,23600.0,
9457,2019HU0009121,2,1.0,57800.0,0.0
9458,2019HU0009254,3,2.0,37900.0,3.0
9459,2019HU0009437,1,2.0,80000.0,
9460,2019HU0009627,4,2.0,72000.0,2.0
9461,2019HU0009628,1,2.0,18800.0,
9462,2019HU0009951,1,2.0,16000.0,
9463,2019HU0010154,1,0.0,15000.0,
9464,2019HU0010290,2,3.0,157000.0,2.0
9465,2019HU0011388,2,2.0,74500.0,
9466,2019HU0012716,1,1.0,54000.0,
9467,2019HU0013436,1,1.0,30200.0,
9468,2019HU0013705,2,2.0,216000.0,2.0
9469,2019HU0014665,0,,,
9470,2019HU0014858,0,,,
9471,2019HU0015084,6,3.0,175000.0,3.0
9472,2019HU0015086,2,3.0,23400.0,0.0
9473,2019HU0015119,2,2.0,58400.0,0.0
9474,2019HU0015211,1,0.0,7200.0,
9475,2019HU0015270,1,3.0,66400.0,
9476,2019HU0015300,2,2.0,65200.0,1.0
9477,2019HU0015319,0,,,
9478,2019HU0015423,3,1.0,41300.0,
9479,2019HU0015498,4,3.0,55300.0,3.0
9480,2019HU0016389,1,2.0,1200.0,
9481,2019HU0017156,0,,,
9482,2019HU0018816,2,2.0,40900.0,2.0
9483,2019HU0018931,4,3.0,139700.0,2.0
9484,2019HU0019046,2,3.0,241600.0,1.0
9485,2019HU0019876,0,,,
9486,2019HU0020760,2,4.0,39000.0,0.0
9487,2019HU0020790,3,4.0,175000.0,2.0
9488,2019HU0020978,2,1.0,57200.0,0.0
9489,2019HU0021030,3,1.0,55000.0,
9490,2019HU0021217,2,4.0,103000.0,0.0
9491,2019HU0021232,1,1.0,36000.0,
9492,2019HU0021452,2,6.0,89000.0,2.0
9493,2019HU0021984,2,3.0,361400.0,1.0
9494,2019HU0022132,4,2.0,135000.0,2.0
9495,2019HU0022149,2,2.0,70700.0,
9496,2019HU0022422,0,,,
9497,2019HU0023039,2,1.0,42400.0,0.0
9498,2019HU0023733,2,2.0,85600.0,0.0
9499,2019HU0023761,2,2.0,147000.0,2.0
9500,2019HU0024159,1,4.0,30000.0,
9501,2019HU0024742,3,2.0,17500.0,1.0
9502,2019HU0025066,3,3.0,87000.0,2.0
9503,2019HU0025188,4,2.0,78000.0,2.0
9504,2019HU0025702,2,2.0,152200.0,2.0
9505,2019HU0025717,1,1.0,80000.0,
9506,2019HU0026101,2,5.0,488000.0,1.0
9507,2019HU0026375,3,3.0,85300.0,2.0
9508,2019HU0026571,1,2.0,23100.0,
9509,2019HU0027460,1,4.0,57000.0,
9510,2019HU0028195,1,1.0,32700.0,
9511,2019HU0028931,1,1.0,12000.0,
9512,2019HU0029200,2,3.0,107000.0,2.0
9513,2019HU0029235,0,,,
9514,2019HU0029348,4,3.0,41000.0,1.0
9515,2019HU0029403,0,,,
9516,2019HU0029431,1,2.0,125000.0,
9517,2019HU0031434,2,3.0,99700.0,0.0
9518,2019HU0031593,0,,,
9519,2019HU0032045,1,2.0,13070.0,
9520,2019HU0032093,1,1.0,28600.0,
9521,2019HU0032427,0,,,
9522,2019HU0032651,0,,,
9523,2019HU0032770,0,,,
9524,2019HU0033230,2,2.0,57000.0,2.0
9525,2019HU0033652,1,1.0,33200.0,
9526,2019HU0033668,2,1.0,28200.0,0.0
9527,2019HU0034319,0,,,
9528,2019HU0035042,3,1.0,49000.0,1.0
9529,2019HU0035403,4,1.0,12000.0,1.0
9530,2019HU0035751,0,,,
9531,2019HU0035910,2,2.0,123300.0,2.0
9532,2019HU0036141,4,2.0,60000.0,2.0
9533,2019HU0036200,0,,,
9534,2019HU0036862,2,4.0,42400.0,0.0
9535,2019HU0037100,2,5.0,432800.0,1.0
9536,2019HU0037220,2,2.0,68400.0,2.0
9537,2019HU0037433,5,4.0,82000.0,2.0
9538,2019HU0037988,3,1.0,77500.0,1.0
9539,2019HU0038501,2,3.0,176000.0,2.0
9540,2019HU0038720,1,3.0,31850.0,
9541,2019HU0039709,1,1.0,15600.0,
9542,2019HU0039725,5,4.0,108500.0,3.0
9543,2019HU0039770,0,,,
9544,2019HU0040152,1,1.0,12000.0,
9545,2019HU0040955,6,0.0,8500.0,1.0
9546,2019HU0041168,1,1.0,29250.0,
9547,2019HU0042016,4,4.0,90000.0,2.0
9548,2019HU0042455,2,3.0,77000.0,2.0
9549,2019HU0042955,1,1.0,1800.0,
9550,2019HU0044478,2,2.0,61700.0,1.0
9551,2019HU0044629,3,3.0,135800.0,2.0
9552,2019HU0045106,3,2.0,63000.0,2.0
9553,2019HU0045160,2,2.0,0.0,0.0
9554,2019HU0045289,2,3.0,130000.0,2.0
9555,2019HU0045307,2,2.0,102500.0,1.0
9556,2019HU0045322,1,1.0,8600.0,
9557,2019HU0045779,1,1.0,72170.0,
9558,2019HU0045854,2,1.0,60000.0,1.0
9559,2019HU0046134,2,3.0,79500.0,2.0
9560,2019HU0046369,1,1.0,18000.0,
9561,2019HU0047176,4,6.0,85000.0,2.0
9562,2019HU0048004,2,2.0,46300.0,2.0
9563,2019HU0048052,1,2.0,10000.0,
9564,2019HU0048292,0,,,
9565,2019HU0048351,2,2.0,130000.0,2.0
9566,2019HU0048444,4,5.0,128700.0,3.0
9567,2019HU0048728,0,,,
9568,2019HU0049467,2,1.0,6800.0,0.0
9569,2019HU0049675,0,,,
9570,2019HU0050170,2,3.0,0.0,0.0
9571,2019HU0050567,1,2.0,50000.0,
9572,2019HU0050833,0,,,
9573,2019HU0050903,3,1.0,17100.0,0.0
9574,2019HU0051358,4,2.0,44600.0,1.0
9575,2019HU0052000,3,2.0,52000.0,3.0
9576,2019HU0052668,5,2.0,51000.0,1.0
9577,2019HU0053097,2,2.0,90300.0,
9578,2019HU0053845,3,4.0,248200.0,3.0
9579,2019HU0054223,1,2.0,55000.0,
9580,2019HU0054487,2,3.0,31200.0,0.0
9581,2019HU0054682,1,1.0,24600.0,
9582,2019HU0055380,4,4.0,109400.0,3.0
9583,2019HU0055478,1,3.0,44000.0,
9584,2019HU0055895,5,2.0,132500.0,3.0
9585,2019HU0056109,2,2.0,75800.0,2.0
9586,2019HU0056650,0,,,
9587,2019HU0056767,2,2.0,191300.0,0.0
9588,2019HU0057442,2,2.0,30000.0,1.0
9589,2019HU0057568,1,0.0,46100.0,
9590,2019HU0057823,1,1.0,0.0,
9591,2019HU0057950,0,,,
9592,2019HU0058173,2,1.0,46000.0,1.0
9593,2019HU0058459,2,3.0,36300.0,1.0
9594,2019HU0058650,2,3.0,93000.0,2.0
9595,2019HU0058668,3,2.0,85600.0,1.0
9596,2019HU0059228,4,2.0,52000.0,2.0
9597,2019HU0059494,3,3.0,56000.0,1.0
9598,2019HU0060350,9,3.0,92000.0,2.0
9599,2019HU0060425,3,2.0,17300.0,1.0
9600,2019HU0060484,2,3.0,77400.0,0.0
9601,2019HU0060562,2,2.0,44900.0,2.0
9602,2019HU0061297,0,,,
9603,2019HU0061406,2,2.0,30000.0,1.0
9604,2019HU0061910,1,1.0,23300.0,
9605,2019HU0062234,1,1.0,19780.0,
9606,2019HU0062270,2,3.0,39200.0,2.0
9607,2019HU0062493,5,3.0,460000.0,1.0
9608,2019HU0062626,1,1.0,68000.0,
9609,2019HU0063643,3,4.0,66700.0,
9610,2019HU0064242,2,2.0,52000.0,2.0
9611,2019HU0065773,3,2.0,83000.0,2.0
9612,2019HU0066095,1,3.0,53000.0,
9613,2019HU0066284,2,4.0,145000.0,2.0
9614,2019HU0066608,4,3.0,100000.0,2.0
9615,2019HU0066656,2,4.0,57000.0,2.0
9616,2019HU0067566,3,3.0,78000.0,3.0
9617,2019HU0068003,2,4.0,60000.0,2.0
9618,2019HU0068569,2,2.0,122000.0,2.0
9619,2019HU0068776,2,4.0,58500.0,2.0
9620,2019HU0069128,2,2.0,52600.0,1.0
9621,2019HU0069807,2,1.0,36000.0,0.0
9622,2019HU0070104,2,3.0,15700.0,0.0
9623,2019HU0070841,1,1.0,81800.0,
9624,2019HU0071022,0,,,
9625,2019HU0071028,2,3.0,89400.0,1.0
9626,2019HU0071100,3,3.0,164050.0,3.0
9627,2019HU0071207,2,2.0,90300.0,2.0
9628,2019HU0071380,2,2.0,93150.0,0.0
9629,2019HU0071487,2,4.0,95000.0,2.0
9630,2019HU0071859,11,2.0,116870.0,3.0
9631,2019HU0071882,0,,,
9632,2019HU0072094,5,5.0,187000.0,2.0
9633,2019HU0072305,1,2.0,45000.0,
9634,2019HU0072327,1,1.0,48000.0,
9635,2019HU0072656,2,3.0,110000.0,2.0
9636,2019HU0073347,2,1.0,90600.0,1.0
9637,2019HU0073454,2,4.0,57100.0,1.0
9638,2019HU0073878,5,2.0,28500.0,1.0
9639,2019HU0073983,2,2.0,69800.0,2.0
9640,2019HU0074509,1,1.0,43700.0,
9641,2019HU0074985,2,3.0,70000.0,2.0
9642,2019HU0074990,1,1.0,25000.0,
9643,2019HU0075233,1,0.0,24200.0,
9644,2019HU0075440,1,1.0,30520.0,
9645,2019HU0075674,2,1.0,28000.0,1.0
9646,2019HU0075958,2,2.0,83000.0,2.0
9647,2019HU0076415,2,4.0,122000.0,2.0
9648,2019HU0076890,2,2.0,145500.0,2.0
9649,2019HU0077309,1,1.0,32600.0,
9650,2019HU0078192,2,5.0,73100.0,2.0
9651,2019HU0079424,1,1.0,21800.0,
9652,2019HU0079528,4,5.0,140000.0,3.0
9653,2019HU0079792,4,2.0,63000.0,1.0
9654,2019HU0079833,2,2.0,49300.0,2.0
9655,2019HU0079904,5,2.0,93000.0,2.0
9656,2019HU0080175,0,,,
9657,2019HU0080225,1,1.0,22600.0,
9658,2019HU0080483,3,2.0,88000.0,2.0
9659,2019HU0081197,1,1.0,53400.0,
9660,2019HU0081600,4,2.0,84100.0,2.0
9661,2019HU0082194,2,2.0,94100.0,2.0
9662,2019HU0082261,5,4.0,81000.0,2.0
9663,2019HU0082456,1,1.0,25000.0,
9664,2019HU0082588,2,2.0,40200.0,0.0
9665,2019HU0082782,1,1.0,42700.0,
9666,2019HU0083043,1,1.0,35100.0,
9667,2019HU0083305,2,1.0,95000.0,1.0
9668,2019HU0083498,1,0.0,31700.0,
9669,2019HU0084435,1,1.0,41200.0,
9670,2019HU0084937,1,1.0,34400.0,
9671,2019HU0084962,4,2.0,151780.0,3.0
9672,2019HU0084996,3,2.0,126150.0,2.0
9673,2019HU0085664,4,2.0,47500.0,1.0
9674,2019HU0085684,4,2.0,86000.0,2.0
9675,2019HU0085715,2,2.0,70000.0,1.0
9676,2019HU0085889,2,2.0,174000.0,2.0
9677,2019HU0086334,2,1.0,27600.0,1.0
9678,2019HU0086801,0,,,
9679,2019HU0087619,1,1.0,10100.0,
9680,2019HU0088572,3,1.0,21000.0,1.0
9681,2019HU0088638,1,1.0,50000.0,
9682,2019HU0089951,1,0.0,36700.0,
9683,2019HU0091474,2,3.0,39200.0,1.0
9684,2019HU0091653,9,3.0,90500.0,2.0
9685,2019HU0091801,2,2.0,77000.0,2.0
9686,2019HU0092008,1,1.0,194000.0,
9687,2019HU0092599,7,3.0,90000.0,2.0
9688,2019HU0093458,4,2.0,135000.0,2.0
9689,2019HU0094338,2,2.0,0.0,0.0
9690,2019HU0094499,1,1.0,95000.0,
9691,2019HU0094596,2,3.0,106000.0,2.0
9692,2019HU0095103,0,,,
9693,2019HU0096339,2,2.0,52400.0,1.0
9694,2019HU0096707,1,2.0,30000.0,
9695,2019HU0096904,2,2.0,89800.0,2.0
9696,2019HU0096990,3,2.0,25000.0,1.0
9697,2019HU0097119,4,4.0,95000.0,1.0
9698,2019HU0098239,5,2.0,58000.0,2.0
9699,2019HU0099009,2,1.0,30000.0,1.0
9700,2019HU0099112,1,1.0,86000.0,
9701,2019HU0099633,4,2.0,85000.0,2.0
9702,2019HU0100237,2,2.0,246500.0,1.0
9703,2019HU0100375,4,3.0,64600.0,2.0
9704,2019HU0100754,2,2.0,54600.0,0.0
9705,2019HU0101245,0,,,
9706,2019HU0101279,2,2.0,53670.0,1.0
9707,2019HU0101535,2,3.0,119220.0,1.0
9708,2019HU0102027,2,1.0,10500.0,0.0
9709,2019HU0102407,2,2.0,68800.0,2.0
9710,2019HU0102613,2,3.0,95000.0,
9711,2019HU0102615,1,2.0,16300.0,
9712,2019HU0103456,1,4.0,96000.0,
9713,2019HU0103529,1,1.0,33600.0,
9714,2019HU0103885,6,3.0,162000.0,3.0
9715,2019HU0103911,1,1.0,22500.0,
9716,2019HU0103980,2,2.0,114000.0,2.0
9717,2019HU0104191,3,1.0,39700.0,1.0
9718,2019HU0104381,1,5.0,25000.0,
9719,2019HU0105107,0,,,
9720,2019HU0105210,5,2.0,60000.0,0.0
9721,2019HU0105256,3,3.0,87900.0,2.0
9722,2019HU0105308,2,2.0,23500.0,0.0
9723,2019HU0105378,2,3.0,100000.0,2.0
9724,2019HU0106957,2,4.0,100700.0,0.0
9725,2019HU0107175,0,,,
9726,2019HU0107668,0,,,
9727,2019HU0107758,5,6.0,82600.0,3.0
9728,2019HU0107796,0,,,
9729,2019HU0108442,2,2.0,35400.0,0.0
9730,2019HU0108485,5,2.0,100000.0,2.0
9731,2019HU0108850,2,1.0,22000.0,1.0
9732,2019HU0108896,1,1.0,36800.0,
9733,2019HU0108942,3,3.0,49820.0,2.0
9734,2019HU0109358,8,5.0,118900.0,3.0
9735,2019HU0109651,4,2.0,57000.0,2.0
9736,2019HU0110682,1,1.0,85880.0,
9737,2019HU0110894,2,2.0,69200.0,
9738,2019HU0111684,1,1.0,59400.0,
9739,2019HU0111714,1,1.0,45400.0,
9740,2019HU0112055,2,3.0,208000.0,2.0
9741,2019HU0112231,1,1.0,56000.0,
9742,2019HU0112350,2,2.0,43000.0,2.0
9743,2019HU0113677,2,3.0,120000.0,2.0
9744,2019HU0113716,3,2.0,31300.0,2.0
9745,2019HU0114090,1,1.0,46000.0,
9746,2019HU0114102,5,2.0,50000.0,1.0
9747,2019HU0114168,3,1.0,15000.0,0.0
9748,2019HU0114515,1,1.0,13200.0,
9749,2019HU0114545,0,,,
9750,2019HU0114594,2,3.0,70530.0,0.0
9751,2019HU0114812,1,1.0,26000.0,
9752,2019HU0115954,1,1.0,21000.0,
9753,2019HU0116095,2,3.0,81000.0,2.0
9754,2019HU0116230,1,1.0,23300.0,
9755,2019HU0117112,2,2.0,30000.0,
9756,2019HU0118177,2,2.0,63800.0,1.0
9757,2019HU0118654,4,2.0,32000.0,2.0
9758,2019HU0118694,4,3.0,100000.0,1.0
9759,2019HU0118909,2,2.0,47060.0,1.0
9760,2019HU0119160,3,2.0,79500.0,2.0
9761,2019HU0119487,1,1.0,20900.0,
9762,2019HU0119504,2,2.0,30300.0,2.0
9763,2019HU0119529,3,2.0,28000.0,0.0
9764,2019HU0119651,1,2.0,78000.0,
9765,2019HU0120409,2,2.0,82000.0,2.0
9766,2019HU0120743,1,2.0,87000.0,
9767,2019HU0120840,1,1.0,28000.0,
9768,2019HU0121281,4,3.0,103850.0,2.0
9769,2019HU0121576,1,1.0,38000.0,
9770,2019HU0121705,3,4.0,66400.0,3.0
9771,2019HU0121768,2,2.0,91000.0,2.0
9772,2019HU0121779,0,,,
9773,2019HU0122119,0,,,
9774,2019HU0122122,2,2.0,52000.0,1.0
9775,2019HU0123227,4,3.0,50000.0,2.0
9776,2019HU0123469,2,3.0,50900.0,1.0
9777,2019HU0123939,3,3.0,82300.0,3.0
9778,2019HU0124414,2,1.0,24100.0,0.0
9779,2019HU0124848,2,2.0,74410.0,0.0
9780,2019HU0125055,5,3.0,51900.0,1.0
9781,2019HU0125466,4,2.0,86300.0,3.0
9782,2019HU0126054,2,1.0,42200.0,
9783,2019HU0126073,1,0.0,10800.0,
9784,2019HU0126276,1,1.0,40000.0,
9785,2019HU0126309,0,,,
9786,2019HU0126835,1,2.0,47000.0,
9787,2019HU0127184,0,,,
9788,2019HU0127386,0,,,
9789,2019HU0127611,2,3.0,122400.0,2.0
9790,2019HU0127880,1,1.0,45200.0,
9791,2019HU0128268,5,3.0,46600.0,1.0
9792,2019HU0129184,9,4.0,86800.0,3.0
9793,2019HU0129336,5,1.0,30000.0,1.0
9794,2019HU0129561,3,1.0,48400.0,1.0
9795,2019HU0129880,3,1.0,69000.0,3.0
9796,2019HU0130117,0,,,
9797,2019HU0130732,1,1.0,37300.0,
9798,2019HU0130819,2,3.0,52200.0,0.0
9799,2019HU0133555,0,,,
9800,2019HU0133682,2,2.0,148580.0,2.0
9801,2019HU0134595,1,1.0,20300.0,
9802,2019HU0134756,4,5.0,18000.0,3.0
9803,2019HU0134885,1,2.0,0.0,
9804,2019HU0135871,2,3.0,110000.0,2.0
9805,2019HU0136048,1,1.0,22300.0,
9806,2019HU0136405,2,2.0,27800.0,0.0
9807,2019HU0136408,2,4.0,117000.0,1.0
9808,2019HU0136605,2,2.0,24000.0,1.0
9809,2019HU0136630,6,3.0,149200.0,2.0
9810,2019HU0136789,3,5.0,30800.0,3.0
9811,2019HU0136882,2,2.0,48400.0,
9812,2019HU0137181,5,2.0,46000.0,1.0
9813,2019HU0137431,1,0.0,15500.0,
9814,2019HU0137487,1,2.0,60000.0,
9815,2019HU0137641,5,2.0,51500.0,2.0
9816,2019HU0138872,3,1.0,55800.0,1.0
9817,2019HU0138901,1,1.0,13450.0,
9818,2019HU0139555,2,2.0,160000.0,0.0
9819,2019HU0139760,1,1.0,1000.0,
9820,2019HU0139765,1,1.0,44900.0,
9821,2019HU0140106,1,2.0,19000.0,
9822,2019HU0140267,5,4.0,63500.0,3.0
9823,2019HU0140337,2,2.0,64500.0,
9824,2019HU0140356,0,,,
9825,2019HU0140436,5,3.0,82600.0,2.0
9826,2019HU0140602,2,3.0,72000.0,2.0
9827,2019HU0140681,2,2.0,28000.0,1.0
9828,2019HU0140776,1,1.0,23300.0,
9829,2019HU0141432,2,2.0,23000.0,0.0
9830,2019HU0142134,1,2.0,48000.0,
9831,2019HU0143131,2,3.0,258300.0,1.0
9832,2019HU0143367,0,,,
9833,2019HU0143471,0,,,
9834,2019HU0144259,2,3.0,55000.0,
9835,2019HU0144668,2,3.0,71300.0,2.0
9836,2019HU0144884,2,3.0,82900.0,
9837,2019HU0145138,1,2.0,70000.0,
9838,2019HU0145405,2,2.0,47000.0,0.0
9839,2019HU0145815,2,5.0,60200.0,1.0
9840,2019HU0145978,1,1.0,18000.0,
9841,2019HU0146544,1,1.0,50000.0,
9842,2019HU0147044,1,2.0,38000.0,
9843,2019HU0147263,2,2.0,50000.0,
9844,2019HU0147778,4,2.0,47000.0,1.0
9845,2019HU0148326,3,3.0,119100.0,3.0
9846,2019HU0148845,1,1.0,10000.0,
9847,2019HU0148869,2,2.0,76200.0,0.0
9848,2019HU0149530,2,3.0,42000.0,1.0
9849,2019HU0149589,2,2.0,74000.0,1.0
9850,2019HU0149858,1,4.0,77030.0,
9851,2019HU0150153,2,1.0,29000.0,
9852,2019HU0151893,2,1.0,73400.0,0.0
9853,2019HU0151952,3,4.0,38800.0,1.0
9854,2019HU0152116,0,,,
9855,2019HU0152413,2,2.0,35500.0,2.0
9856,2019HU0152441,1,1.0,37000.0,
9857,2019HU0152526,4,2.0,200000.0,2.0
9858,2019HU0152786,4,4.0,147800.0,3.0
9859,2019HU0152828,1,2.0,160000.0,
9860,2019HU0154874,1,1.0,30000.0,
9861,2019HU0155708,5,2.0,112000.0,1.0
9862,2019HU0155744,2,2.0,20300.0,1.0
9863,2019HU0156054,2,4.0,64000.0,
9864,2019HU0156225,3,5.0,145600.0,3.0
9865,2019HU0156233,2,3.0,39800.0,2.0
9866,2019HU0156421,2,3.0,156000.0,2.0
9867,2019HU0156471,5,1.0,65610.0,2.0
9868,2019HU0156611,2,2.0,61200.0,0.0
9869,2019HU0157304,6,2.0,47800.0,2.0
9870,2019HU0157429,2,1.0,65250.0,1.0
9871,2019HU0158601,0,,,
9872,2019HU0159119,3,3.0,68000.0,2.0
9873,2019HU0159955,4,5.0,12900.0,2.0
9874,2019HU0160505,2,1.0,32800.0,1.0
9875,2019HU0160621,2,1.0,2400.0,
9876,2019HU0161293,1,0.0,25700.0,
9877,2019HU0162310,1,1.0,24000.0,
9878,2019HU0162499,0,,,
9879,2019HU0162734,5,4.0,151000.0,3.0
9880,2019HU0163517,2,2.0,50000.0,2.0
9881,2019HU0163864,2,2.0,67200.0,0.0
9882,2019HU0164192,2,2.0,392000.0,0.0
9883,2019HU0164963,2,1.0,17600.0,0.0
9884,2019HU0165227,1,1.0,50000.0,
9885,2019HU0165783,2,3.0,58200.0,1.0
9886,2019HU0166064,1,0.0,19000.0,
9887,2019HU0167683,2,2.0,41800.0,2.0
9888,2019HU0168402,2,2.0,48000.0,1.0
9889,2019HU0168589,1,3.0,14200.0,
9890,2019HU0168593,2,3.0,96100.0,0.0
9891,2019HU0168695,0,,,
9892,2019HU0168861,3,6.0,50000.0,1.0
9893,2019HU0169337,3,1.0,44200.0,1.0
9894,2019HU0169640,5,2.0,65900.0,1.0
9895,2019HU0169729,3,2.0,119000.0,
9896,2019HU0169763,3,2.0,79600.0,2.0
9897,2019HU0170161,2,2.0,170600.0,1.0
9898,2019HU0170183,2,2.0,91400.0,2.0
9899,2019HU0170592,3,6.0,226200.0,3.0
9900,2019HU0170811,1,1.0,51000.0,
9901,2019HU0171411,0,,,
9902,2019HU0171490,1,1.0,20000.0,
9903,2019HU0171827,0,,,
9904,2019HU0171937,2,5.0,58550.0,2.0
9905,2019HU0172072,5,1.0,14000.0,1.0
9906,2019HU0172110,2,3.0,93880.0,0.0
9907,2019HU0172256,4,3.0,111000.0,2.0
9908,2019HU0173460,6,3.0,43500.0,3.0
9909,2019HU0173993,0,,,
9910,2019HU0174142,4,2.0,62500.0,2.0
9911,2019HU0174614,6,4.0,50200.0,2.0
9912,2019HU0175002,7,0.0,8500.0,0.0
9913,2019HU0175674,2,2.0,39600.0,0.0
9914,2019HU0176225,2,2.0,63400.0,0.0
9915,2019HU0176468,1,1.0,1500.0,
9916,2019HU0176709,3,2.0,95000.0,2.0
9917,2019HU0177181,3,3.0,24180.0,2.0
9918,2019HU0177374,1,1.0,137640.0,
9919,2019HU0177531,0,,,
9920,2019HU0177551,1,1.0,11000.0,
9921,2019HU0177725,1,2.0,48000.0,
9922,2019HU0178272,3,3.0,18500.0,1.0
9923,2019HU0178495,1,1.0,34800.0,
9924,2019HU0178868,1,1.0,35000.0,
9925,2019HU0179001,1,3.0,140000.0,
9926,2019HU0179474,2,2.0,74800.0,1.0
9927,2019HU0179898,4,5.0,158000.0,3.0
9928,2019HU0180394,1,1.0,34100.0,
9929,2019HU0180512,0,,,
9930,2019HU0181205,1,6.0,9800.0,
9931,2019HU0181213,2,3.0,106000.0,2.0
9932,2019HU0182662,3,3.0,84500.0,2.0
9933,2019HU0183895,2,1.0,32700.0,0.0
9934,2019HU0184144,4,3.0,177400.0,3.0
9935,2019HU0184800,3,2.0,136000.0,2.0
9936,2019HU0185027,1,1.0,38700.0,
9937,2019HU0185172,0,,,
9938,2019HU0186063,2,3.0,9250.0,2.0
9939,2019HU0186068,2,1.0,12850.0,2.0
9940,2019HU0186917,4,2.0,75700.0,2.0
9941,2019HU0186920,2,3.0,59000.0,2.0
9942,2019HU0186974,2,3.0,97510.0,2.0
9943,2019HU0187247,2,3.0,30700.0,2.0
9944,2019HU0188351,5,5.0,98000.0,2.0
9945,2019HU0189197,2,2.0,265000.0,1.0
9946,2019HU0189667,2,2.0,69000.0,0.0
9947,2019HU0189910,2,2.0,30300.0,0.0
