Household Identifier,Person Identifier,"Incrementing travel day trip number, starting at 1 for each person in the file",Trip Start Time (HHMM),Trip End Time (HHMM),Trip Duration in Minutes,"Trip distance in miles, derived from route geometry returned by Google Maps API, or from reported loop-trip distance","Trip Mode, derived",Count of People on Trip,Count of Household Members on Trip,Household Vehicle Identifier Used on Trip,Transit wait time in minutes,Count of Transfers,Trip Time to Transit Station in Minutes,Parked or Dropped Off at Station,Time to Destination from Transit in Minutes,Person Identifier Who Drove on Trip,Trip Origin Purpose,Trip origin and destination at identical location,Household Vehicle Used on Trip,Household member drove on trip,Number of household members on trip including respondent,Number of non-household members on trip,Number of people on trip including respondent,Respondent was passenger on trip,Public transportation used on trip,"Generalized purpose of trip, home-based and non-home based",Time at destination,Weekend trip,"Trip distance in miles for personally driven vehicle trips, derived from route geometry returned by Google Maps API",Respondent drove on trip,Trip purpose summary,Household Person Identifier on Trip: 1,Household Person Identifier on Trip: 2,Household Person Identifier on Trip: 3,Household Person Identifier on Trip: 4,Household Person Identifier on Trip: 5,Household Person Identifier on Trip: 6,Household Person Identifier on Trip: 7,Household Person Identifier on Trip: 8,Household Person Identifier on Trip: 9,Household Person Identifier on Trip: 10,Household Person Identifier on Trip: 11,Household Person Identifier on Trip: 12,Household Person Identifier on Trip: 13,Unique identifier for every trip record in the file,Walk as mode used to get to public transit?,POV as mode used to get to public transit?,Bus as mode used to get to public transit?,Rail as mode used to get to public transit?,Subway as mode used to get to public transit?,Other mode used to get to public transit?,Walk as mode used to get from public transit?,POV as mode used to get from public transit?,Bus as mode used to get from public transit?,Rail as mode used to get from public transit?,Subway as mode used to get from public transit?,Other mode used to get from public transit?,Trip Destination Purpose,Travel day - day of week,Home Ownership,Count of household members,Count of household vehicles,Household income,Number of drivers in household,Household state,State FIPS for household address,Count of adult household members at least 18 years old,Number of workers in household,Date of travel day (YYYYMM),Person identifier of household respondent,"Life Cycle classification for the household, derived by attributes pertaining to age, relationship, and work status.","Metropolitan Statistical Area (MSA) category for the household's home address, based on household's home geocode and TIGER/Line Shapefiles.","Population size category of the Metropolitan Statistical Area (MSA), from the 2010-2014 five-year American Community Survey (ACS) API.",MSA heavy rail status for household,"Household's urban area classification, based on home address and 2014 TIGER/Line Shapefile",Urban area size where home address is located,Household in urban/rural area,"Price of gasoline, in cents, on respondent's travel day",2010 Census division classification for the respondent's home address,Census region classification for home address,"Grouping of household by combination of census division, MSA status, and presence of a subway system when population greater than 1 million",Race of household respondent,Hispanic status of household respondent,Core Based Statistical Area (CBSA) FIPS code for the respondent's home address,Sample where the case originated,Age,Educational Attainment,Gender,Primary Activity in Previous Week,Trip info from respondent or proxy,Worker status,"Driver status, derived",Final trip weight,Travel day trip purpose consistent with 1990 NPTS design.,"Trip distance in miles, adjusted for comparability to past surveys",Age (imputed),Gender (imputed),Vehicle Type,Urban / Rural indicator - Trip Origin Block group,Urban / Rural indicator - Trip Destination Block group,Category of the percent of renter-occupied housing in the census tract of the trip origin's location,Category of population density (persons per square mile) in the census tract of the trip origin's location,Category of housing units per square mile in the census tract of the trip origin's location,Category of workers per square mile in the census tract of the trip origin's location,Category of the percent of renter-occupied housing in the census block group of the trip origin's location,Category of population density (persons per square mile) in the census block group of the trip origin's location,Category of housing units per square mile in the census block group of the trip origin's location,Category of the percent of renter-occupied housing in the census tract of the trip destination's location,Category of population density (persons per square mile) in the census tract of the trip destination's location,Category of housing units per square mile in the census tract of the trip destination's location,Category of workers per square mile in the census tract of the trip destination's location,Category of the percent of renter-occupied housing in the census block group of the trip destination's location,Category of population density (persons per square mile) in the census block group of the trip destination's location,Category of housing units per square mile in the census block group of the trip destination's location
30209232,02,01,1720,1730,10,2.344,04,0,0,01,-1,-1,-1,-1,-1,02,01,02,01,01,1,0,1,02,02,HBSHOP,15,02,2.344,01,40,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302092320201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,02,01,2,3,11,2,CA,06,2,1,201607,01,02,03,01,02,01,01,01,279.7,09,04,93,01,02,XXXXX,02,61,02,02,04,01,02,01,18543.4641393717,03,2.6137944,61,02,03,S,C,20,1500,300,350,20,750,300,60,7000,3000,1500,60,7000,1500
40305010,01,04,1300,1310,10,2.269,03,0,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,NHB,20,02,2.269,01,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403050100104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,03,02,1,1,03,1,TX,48,1,0,201703,01,09,03,03,02,01,03,01,220.5,07,03,73,01,02,XXXXX,02,79,02,01,06,01,02,01,94559.4569598899,03,2.5301619,79,01,01,C,C,40,7000,1500,1500,30,3000,750,50,7000,3000,3000,40,7000,3000
30464556,01,06,1735,1745,10,1.376,06,0,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,HBSHOP,-9,02,1.376,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304645560106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,05,01,2,1,02,1,TX,48,1,1,201609,01,05,02,05,02,01,04,01,211.8,07,03,72,01,02,26420,02,42,02,01,01,01,01,01,95180.1989006806,01,1.477136,42,01,04,U,U,70,17000,7000,5000,50,7000,3000,70,17000,7000,5000,60,30000,17000
40054488,01,01,0950,1000,10,2.406,03,2,1,01,-1,-1,-1,-1,-1,02,01,02,01,01,2,1,3,01,02,HBSHOP,40,01,-1,02,40,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400544880101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,07,01,2,3,11,2,MI,26,2,2,201612,01,02,02,05,02,01,01,01,228.4,03,02,32,01,02,19820,01,50,05,02,01,01,01,01,940144.935185142,03,2.6829306,50,02,01,C,C,20,3000,1500,1500,05,1500,750,20,3000,1500,1500,40,7000,1500
40619306,01,01,0900,0930,30,17.357,04,3,0,01,-1,-1,-1,-1,-1,01,04,02,01,01,1,3,4,02,02,NHB,5,02,17.357,01,40,01,02,02,02,02,02,02,-1,-1,-1,-1,-1,-1,406193060101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,03,01,7,7,10,5,WI,55,3,3,201702,01,06,02,04,02,01,04,01,230.1,03,02,32,01,02,33340,02,45,05,01,01,01,01,01,136052.292454611,04,19.3547907,45,01,03,S,S,60,1500,750,750,50,3000,1500,05,1500,750,750,20,1500,750
40547811,03,02,1400,1420,20,11.42,03,0,0,04,-1,-1,-1,-1,-1,03,03,02,01,01,1,0,1,02,02,NHB,10,02,11.42,01,40,02,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,405478110302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,06,01,4,4,09,4,SC,45,4,3,201702,02,08,03,03,02,04,06,02,236.6,05,03,53,01,02,XXXXX,02,23,03,02,01,02,01,01,265189.42619222,03,12.734442,23,02,01,T,S,20,1500,300,350,30,750,300,30,1500,750,750,30,3000,750
40325955,01,04,1305,1312,7,3.394,03,0,0,02,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,HBSHOP,-9,01,3.394,01,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403259550104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,07,01,3,3,10,2,IA,19,2,2,201612,01,06,03,03,02,04,06,02,220.1,04,02,43,01,02,XXXXX,02,37,04,02,01,01,01,01,52062.1540424913,03,3.7846494,37,02,01,S,R,30,3000,750,1500,20,1500,750,05,300,50,75,05,300,50
40478545,02,02,1430,1450,20,0.823,10,0,0,-1,-1,-1,-1,-1,-1,-1,08,02,02,-1,1,0,1,-1,02,HBO,-9,02,-1,-1,01,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404785450202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,3,1,02,1,GA,13,1,0,201703,01,05,03,01,02,04,06,02,234.5,05,03,53,01,02,XXXXX,02,10,-1,01,-1,02,-1,-1,135495.218407513,05,0.823,10,01,-1,T,T,20,750,300,150,20,750,300,20,750,300,150,20,750,300
30525007,02,04,1850,1900,10,0.213,02,6,1,-1,-1,-1,-1,-1,-1,-1,15,02,02,-1,2,5,7,-1,02,NHB,60,01,-1,-1,50,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305250070204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,06,02,3,2,07,2,CA,06,2,1,201607,01,04,02,04,02,01,04,01,282.6,09,04,92,01,01,40900,02,30,05,02,04,02,02,01,229965.117281672,10,0.213,30,02,-1,U,U,90,17000,17000,5000,90,17000,17000,90,17000,17000,5000,90,17000,17000
30123566,01,05,1355,1400,5,2.431,04,0,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,NHB,120,02,2.431,01,50,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301235660105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,04,01,3,3,06,3,TX,48,3,1,201608,01,10,02,05,02,01,04,01,203.8,07,03,72,01,02,19100,01,73,03,02,06,01,02,01,49282.1487485544,08,2.7108081,73,02,03,S,S,0,3000,750,1500,0,3000,750,0,3000,750,1500,0,3000,750
30221148,03,01,1028,1110,42,25.012,04,4,3,02,-1,-1,-1,-1,-1,01,01,02,01,01,4,1,5,01,02,HBSOCREC,90,01,-1,02,50,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,302211480301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,01,01,4,2,06,2,GA,13,2,1,201607,01,04,03,02,02,04,06,02,219.2,05,03,53,01,02,XXXXX,02,6,-1,01,-1,02,-1,-1,101868.636621666,10,27.8908812,6,01,03,R,T,20,300,50,150,05,300,50,40,750,300,350,40,750,300
40011485,02,13,2315,2345,30,20.141,04,2,2,01,-1,-1,-1,-1,-1,02,19,02,01,01,3,0,3,02,02,HBO,-9,01,20.141,01,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400114850213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,02,3,2,03,2,TX,48,2,2,201612,01,06,02,05,02,01,04,01,209.2,07,03,72,03,02,19100,02,40,04,01,01,01,01,01,128240.168274762,05,22.4592291,40,01,03,S,C,20,7000,1500,3000,30,7000,1500,70,7000,3000,3000,90,7000,3000
40470674,02,02,1030,1100,30,7.547,04,0,0,02,-1,-1,-1,-1,-1,02,18,02,01,01,1,0,1,02,02,NHB,30,02,7.547,01,20,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404706740202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,06,01,2,2,11,2,PA,42,2,1,201704,01,10,01,05,01,01,05,01,254.1,02,01,21,97,02,37980,01,70,05,01,01,02,01,01,3015229.27700487,05,8.4156597,70,01,03,S,T,70,7000,7000,5000,80,7000,7000,05,750,300,350,20,750,300
40108368,02,01,0900,1000,60,62.86,04,1,0,01,-1,-1,-1,-1,-1,02,01,02,01,01,1,1,2,02,02,HBO,120,02,62.86,01,30,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401083680201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,05,01,2,3,05,2,TX,48,2,1,201611,01,02,04,06,02,04,06,02,208.7,07,03,74,01,02,XXXXX,02,76,04,02,04,02,02,01,84972.1417916471,06,70.095186,76,02,03,R,U,20,50,50,25,20,50,50,70,7000,3000,3000,80,3000,1500
40440968,03,01,0740,0751,11,2.381,10,0,0,-1,-1,-1,-1,-1,-1,-1,01,02,02,-1,1,0,1,-1,02,HBO,419,02,-1,-1,20,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404409680301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,08,03,01,3,1,02,1,SC,45,1,1,201703,01,03,04,06,02,02,06,01,235.4,05,03,54,02,02,XXXXX,02,5,-1,01,-1,02,-1,-1,166264.213546725,05,2.381,5,01,-1,T,T,40,50,50,25,50,750,300,30,300,300,150,30,1500,750
40448635,02,05,1720,1730,10,2.442,04,1,1,02,-1,-1,-1,-1,-1,01,06,02,01,01,2,0,2,01,02,NHB,75,02,-1,02,50,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404486350205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,05,01,3,3,08,2,NY,36,3,2,201612,01,10,03,03,02,04,06,02,247.9,02,01,23,01,02,XXXXX,02,57,03,02,01,02,01,01,50925.6850942605,10,2.7230742,57,02,03,T,S,05,300,50,75,20,50,50,20,3000,750,1500,20,3000,300
40089331,01,03,1235,1240,5,0.348,03,0,0,02,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,NHB,20,02,0.348,01,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400893310103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,06,01,2,3,09,2,NY,36,2,0,201701,02,10,01,05,01,01,02,01,261.9,02,01,21,01,02,35620,02,-7,05,02,06,01,02,01,26687.3048967495,03,0.3880548,64,02,01,R,R,20,300,50,25,05,300,50,20,300,50,25,05,300,50
30243825,01,12,2300,2315,15,4.555,17,3,0,-1,-1,-1,-1,-1,-1,-1,13,02,02,-1,1,3,4,-1,02,HBSHOP,-9,01,-1,-1,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302438250112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,01,1,2,07,1,CA,06,1,1,201607,01,01,01,05,01,01,05,01,273.4,09,04,91,01,02,31080,02,29,04,01,01,01,01,01,128357.240303828,10,4.555,29,01,-1,U,U,70,17000,7000,5000,80,17000,7000,20,7000,3000,3000,05,7000,3000
30131276,01,04,1110,1135,25,11.325,04,1,1,01,-1,-1,-1,-1,-1,01,01,02,01,01,2,0,2,02,02,HBSHOP,30,01,11.325,01,40,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301312760104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,01,01,3,3,07,3,WI,55,3,3,201607,01,08,02,04,02,02,06,01,224.2,03,02,32,01,02,33340,02,50,02,01,01,01,01,01,91685.2337967818,03,12.6285075,50,01,03,T,S,40,1500,300,750,20,750,300,05,3000,750,1500,0,1500,300
30148065,01,01,0630,0645,15,8.169,06,0,0,02,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBW,125,02,8.169,01,10,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301480650101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,02,01,2,2,05,2,NC,37,2,1,201607,01,02,03,02,02,04,06,02,227.2,05,03,53,01,02,XXXXX,02,72,03,01,01,01,01,01,201805.104493705,01,8.7694215,72,01,04,R,T,20,50,50,25,20,300,50,40,750,300,350,60,1500,1500
40096763,02,02,0825,0835,10,2.786,06,0,0,02,-1,-1,-1,-1,-1,02,11,02,01,01,1,0,1,02,02,NHB,115,02,2.786,01,97,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400967630202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,06,01,2,2,03,2,TX,48,2,0,201611,01,10,03,01,02,04,06,02,208.7,07,03,73,01,02,XXXXX,02,64,05,01,06,02,02,01,36870.8429098728,04,3.1066686,64,01,04,C,S,40,3000,750,1500,30,7000,1500,50,7000,1500,1500,50,3000,1500
40636634,02,01,1218,1235,17,10.934,03,0,0,01,-1,-1,-1,-1,-1,02,01,02,01,01,1,0,1,02,02,HBO,5,01,10.934,01,70,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406366340201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,01,3,3,09,2,NY,36,3,1,201703,01,10,01,05,01,01,05,01,252.8,02,01,21,01,02,35620,02,62,04,01,06,02,02,01,351041.207838429,04,12.1925034,62,01,01,T,T,20,750,300,350,05,750,300,20,3000,1500,1500,05,1500,750
40534087,02,01,1030,1100,30,12.063,04,1,1,01,-1,-1,-1,-1,-1,01,01,02,01,01,2,0,2,01,02,HBSHOP,60,01,-1,02,80,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405340870201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,07,01,2,2,07,2,WI,55,2,1,201703,01,10,02,04,02,01,04,01,230.1,03,02,32,01,02,33340,02,57,05,01,01,01,01,01,86323.8790829576,10,13.4514513,57,01,03,U,U,30,7000,3000,3000,50,7000,3000,30,7000,3000,5000,40,7000,7000
40554631,02,03,1010,1015,5,2.109,04,0,0,01,-1,-1,-1,-1,-1,02,11,02,01,01,1,0,1,02,02,HBSHOP,-9,02,2.109,01,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405546310203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,2,1,07,2,CA,06,2,0,201701,01,10,03,03,02,01,02,01,274.8,09,04,93,01,02,XXXXX,02,67,03,02,06,01,02,01,67762.1483268314,10,2.3517459,67,02,03,U,U,60,7000,3000,3000,80,7000,7000,50,7000,3000,3000,60,17000,3000
40353952,01,04,1010,1012,2,1.139,03,1,1,02,-1,-1,-1,-1,-1,01,06,02,01,01,2,0,2,02,02,NHB,16,02,1.139,01,20,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403539520104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,03,01,2,3,01,2,GA,13,2,1,201611,01,02,03,01,02,04,06,02,232.4,05,03,53,01,02,XXXXX,02,65,03,01,01,01,01,01,19611.0376468148,05,1.2700989,65,01,01,R,R,20,300,50,25,20,300,50,20,300,50,25,20,300,50
30524676,02,04,1745,1800,15,2.999,04,2,2,03,-1,-1,-1,-1,-1,02,15,02,01,01,3,0,3,02,02,NHB,120,01,2.999,01,80,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,305246760204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,07,01,4,3,11,2,IA,19,2,2,201609,01,06,03,01,02,01,01,01,224.4,04,02,43,03,02,XXXXX,02,44,05,02,01,02,01,01,18061.1528504566,10,3.3441849,44,02,03,S,S,30,1500,750,750,50,1500,300,30,3000,750,1500,20,1500,750
40400224,01,03,1135,1145,10,1.601,06,0,0,02,-1,-1,-1,-1,-1,01,04,02,01,01,1,0,1,02,02,NHB,15,02,1.601,01,10,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404002240103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,03,01,2,4,07,2,NY,36,2,1,201701,01,02,01,05,01,01,05,01,261.9,02,01,21,01,02,35620,02,60,03,01,01,01,01,01,343517.856998331,02,1.7852751,60,01,04,S,S,05,3000,750,1500,05,1500,300,30,1500,750,1500,05,3000,1500
30254241,02,07,1456,1515,19,8.26,06,0,0,01,-1,-1,-1,-1,-1,02,06,02,01,01,1,0,1,02,02,NHB,75,01,8.26,01,50,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302542410207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,01,01,3,6,11,2,TX,48,2,2,201610,01,06,03,02,02,01,02,01,215.2,07,03,73,01,02,XXXXX,02,52,03,01,01,01,01,01,288007.667503065,10,9.210726,52,01,04,S,C,05,3000,1500,1500,05,3000,1500,50,3000,1500,1500,50,3000,1500
40468075,04,02,1505,1510,5,0.492,04,2,2,01,-1,-1,-1,-1,-1,01,08,02,01,01,3,0,3,01,02,HBO,80,02,-1,02,01,01,02,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,404680750402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,05,02,5,1,03,2,TX,48,2,1,201702,01,06,02,05,02,01,04,01,220.0,07,03,72,01,02,19100,02,11,-1,02,-1,02,-1,-1,207636.708804293,05,0.5486292,11,02,03,S,U,30,3000,1500,1500,30,1500,750,30,3000,1500,1500,20,7000,3000
40098276,01,02,1400,1410,10,2.612,03,0,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,HBSHOP,-9,02,2.612,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400982760102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,2,2,08,2,TX,48,2,0,201612,01,10,02,05,02,01,04,01,216.4,07,03,72,01,02,19100,02,65,04,01,06,01,02,01,17029.527815371,03,2.9126412,65,01,01,C,S,70,7000,7000,3000,60,7000,3000,30,300,300,150,05,50,50
40080669,01,01,1235,1250,15,1.533,04,1,1,01,-1,-1,-1,-1,-1,01,01,02,01,01,2,0,2,02,02,HBO,10,02,1.533,01,70,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400806690101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,05,02,2,1,01,1,MO,29,2,0,201701,01,02,04,06,02,02,06,01,243.3,04,02,44,01,02,XXXXX,01,40,03,02,04,01,02,01,2282004.90666827,04,1.7094483,40,02,03,T,T,50,300,300,150,30,50,50,60,7000,3000,1500,90,7000,7000
30413191,02,04,1105,1110,5,0.793,03,0,0,02,-1,-1,-1,-1,-1,02,12,02,01,01,1,0,1,02,02,NHB,5,02,0.793,01,40,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304131910204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,04,01,2,2,08,2,AZ,04,2,0,201608,01,10,03,01,02,04,06,02,263.7,08,04,83,01,02,XXXXX,02,73,05,01,06,01,02,01,9238.31569646089,04,0.8842743,73,01,01,T,T,60,3000,1500,750,70,3000,1500,40,1500,750,750,40,1500,750
40070126,01,03,0922,0932,10,9.429,04,0,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,NHB,105,02,9.429,01,50,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400701260103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,04,02,2,1,06,1,NY,36,1,1,201701,01,03,03,01,02,04,06,02,263.2,02,01,23,01,02,XXXXX,02,25,03,02,04,01,01,01,62701.661595808,10,10.5142779,25,02,03,R,R,05,300,50,75,20,300,50,20,50,50,25,05,50,50
40522921,02,01,1030,1100,30,22.498,03,0,0,01,-1,-1,-1,-1,-1,02,01,02,01,01,1,0,1,02,02,HBW,450,02,22.498,01,10,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405229210201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,05,01,2,2,06,2,AZ,04,2,1,201612,01,10,02,05,02,01,04,01,262.9,08,04,82,01,02,38060,01,56,02,02,01,01,01,01,457405.874317315,01,24.151603,56,02,01,S,U,05,1500,300,750,05,7000,1500,40,7000,3000,3000,90,7000,3000
40003974,01,03,1327,1335,8,2.699,03,0,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,HBSHOP,-9,02,2.699,01,01,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,400039740103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,01,4,4,05,3,GA,13,2,1,201702,01,06,03,01,02,01,01,01,236.2,05,03,53,01,02,XXXXX,02,68,04,01,06,01,02,01,57834.5620437,03,3.0096549,68,01,01,C,T,40,1500,750,750,60,3000,750,40,1500,750,750,20,750,300
40213920,01,01,0830,0840,10,0.303,03,1,1,01,-1,-1,-1,-1,-1,01,01,02,01,01,2,0,2,02,02,HBSHOP,70,01,0.303,01,80,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,402139200101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,07,01,2,2,07,2,NC,37,2,0,201703,01,10,03,02,02,01,02,01,235.4,05,03,53,01,02,XXXXX,02,73,04,01,06,01,02,01,182709.958863154,10,0.3378753,73,01,01,T,T,30,750,300,350,20,1500,750,30,750,300,350,20,1500,750
30101874,01,06,2030,2113,43,1.99,01,2,0,-1,-1,-1,-1,-1,-1,-1,16,02,02,-1,1,2,3,-1,02,NHB,2,02,-1,-1,97,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301018740106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,05,02,1,1,03,1,SC,45,1,1,201606,01,01,03,03,02,01,03,01,242.6,05,03,53,01,02,XXXXX,02,25,05,02,01,01,01,01,167773.278376585,11,1.99,25,02,-1,T,T,30,750,300,350,05,300,300,30,750,300,350,30,1500,750
40635097,01,01,1410,1425,15,4.225,03,0,0,01,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBO,8,02,4.225,01,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406350970101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,02,01,2,1,06,2,TX,48,2,0,201702,01,10,02,05,02,01,04,01,218.1,07,03,72,01,02,19100,02,68,04,02,06,01,02,01,27647.535996415,04,4.7112975,68,02,01,S,S,40,3000,1500,1500,50,7000,3000,30,7000,1500,3000,50,7000,3000
40712215,01,01,0810,0832,22,10.206,03,0,0,03,-1,-1,-1,-1,-1,01,02,02,01,01,1,0,1,02,02,HBW,81,01,10.206,01,10,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,407122150101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,07,01,3,3,09,2,VT,50,2,2,201611,01,06,03,01,02,04,06,02,231.0,01,01,13,01,02,XXXXX,01,49,05,02,01,01,01,01,201806.654142132,01,10.956141,49,02,01,R,T,20,300,50,75,20,300,300,20,300,300,150,05,750,300
40450364,01,01,0915,0930,15,4.462,05,2,0,03,-1,-1,-1,-1,-1,01,01,02,01,01,1,2,3,02,02,HBSHOP,75,02,4.462,01,80,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,404503640101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,06,01,4,3,11,3,CA,06,4,2,201704,02,08,02,04,02,01,04,01,292.1,09,04,92,01,02,40900,02,54,04,02,04,02,02,01,271521.453519101,10,4.9755762,54,02,02,U,S,60,7000,3000,1500,40,7000,3000,40,3000,1500,1500,30,3000,1500
30075820,01,03,1420,1425,5,1.264,04,0,0,01,-1,-1,-1,-1,-1,01,14,02,01,01,1,0,1,02,02,NHB,2,02,1.264,01,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300758200103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,04,02,1,1,-7,1,WI,55,1,0,201607,01,09,03,01,02,01,01,01,229.7,03,02,33,01,02,XXXXX,02,84,04,02,06,01,02,01,14778.6171452465,04,1.4094864,84,02,03,C,C,50,7000,3000,3000,40,3000,3000,70,7000,3000,3000,90,7000,3000
