,race,age,gender
913197,white,senior,female
607749,white,adult,female
1233114,white,tenager,male
753267,other,adult,male
867740,white,tenager,male
1798592,white,senior,female
184317,white,senior,male
1515989,black,tenager,female
742540,other,tenager,male
1179931,white,tenager,female
1043912,other,adult,female
1557713,white,adult,male
471501,other,adult,female
914048,other,tenager,male
397761,other,tenager,male
1600230,other,tenager,male
1788700,white,adult,male
217039,white,adult,male
1423942,white,young-adult,female
1683771,white,senior,male
169380,white,senior,male
223775,white,adult,male
607419,white,senior,female
806110,white,senior,male
1306362,native,adult,female
51210,white,adult,male
285097,white,adult,male
795923,white,adult,female
1177421,asian,senior,male
523069,white,tenager,female
317789,white,adult,male
173245,white,senior,male
597677,other,tenager,male
1162308,white,tenager,female
1000060,white,tenager,male
1347397,asian,adult,female
609617,white,adult,male
50254,black,adult,male
1195495,native,tenager,male
281708,white,adult,male
1744551,white,child,female
894637,asian,adult,male
1472688,white,adult,female
1557618,white,adult,male
1195113,white,tenager,male
1403617,other,senior,male
1411395,white,adult,male
1030941,black,tenager,male
1322632,white,adult,female
1081025,asian,adult,male
869655,white,tenager,male
1536584,white,senior,female
259769,white,tenager,male
333445,white,adult,female
630004,asian,adult,female
1398844,white,senior,male
966514,white,adult,male
1597003,white,adult,male
986175,white,senior,female
1376265,white,adult,female
1550066,white,adult,male
895610,white,adult,female
154768,white,adult,female
1200559,other,adult,male
864584,other,adult,male
1746475,white,child,male
1499181,black,adult,male
493414,asian,tenager,female
1721258,asian,adult,male
664566,white,child,male
1740248,black,adult,female
796243,white,tenager,male
395546,black,tenager,male
1660899,black,tenager,male
799334,asian,adult,female
1295504,asian,child,male
346445,white,adult,male
1611242,white,adult,male
324746,white,tenager,male
1622045,white,child,male
328974,white,tenager,male
1241509,white,tenager,male
1784785,asian,adult,female
346024,white,adult,female
1642924,asian,tenager,male
3912,asian,young-adult,female
563037,white,adult,female
1457816,white,tenager,male
1234861,asian,senior,male
1396313,white,adult,female
1359724,white,adult,female
1363440,white,adult,female
1841334,white,tenager,female
641561,white,young-adult,female
912153,white,adult,female
1485044,asian,senior,female
344903,white,senior,female
272800,asian,senior,female
1667619,other,tenager,female
996286,white,adult,female
726070,other,tenager,female
217471,white,adult,male
1250550,white,senior,male
1592897,other,tenager,female
1159156,black,adult,female
1703947,asian,adult,female
1867145,asian,adult,male
1710315,other,child,male
416252,asian,adult,female
495921,white,tenager,female
1673588,white,young-adult,male
183173,white,adult,male
649586,other,young-adult,male
935711,other,adult,female
902306,white,senior,female
835697,white,adult,female
562366,white,adult,male
1705445,white,tenager,male
1453753,white,adult,male
695683,white,senior,male
895506,asian,adult,male
1084232,asian,adult,female
824244,other,tenager,female
1393713,asian,senior,female
1840393,white,tenager,male
434655,white,tenager,female
1473856,asian,senior,male
825160,white,adult,female
754733,white,adult,female
652599,white,adult,male
486547,other,tenager,male
1850177,white,adult,male
1712847,other,adult,female
1073858,white,senior,female
1244121,white,senior,male
767421,white,adult,female
45591,white,adult,male
1042648,white,tenager,female
176734,other,adult,male
268436,black,adult,female
662974,white,tenager,male
942088,white,young-adult,female
704269,white,child,male
148023,white,senior,male
1326333,black,child,male
1190928,white,adult,female
731348,white,tenager,male
1697521,white,adult,female
469172,white,tenager,male
652418,white,adult,female
829455,white,adult,male
1571033,asian,adult,female
256197,other,adult,female
1444715,white,adult,female
649058,white,senior,female
1148453,white,senior,male
743368,white,adult,male
1858421,white,adult,female
1588359,white,senior,male
317350,white,adult,female
1572721,white,senior,female
955984,white,adult,female
1454678,asian,adult,male
593531,white,senior,male
473556,white,senior,female
1038283,asian,senior,female
1321038,asian,tenager,male
296698,black,adult,female
1804695,other,adult,female
295175,white,senior,male
923242,white,adult,female
702725,white,adult,male
269271,asian,adult,male
1677062,asian,young-adult,female
482295,white,tenager,male
917381,white,adult,male
927405,asian,child,male
1526557,white,tenager,male
470954,black,adult,male
701099,white,adult,female
20920,white,adult,male
1057753,asian,young-adult,female
637269,white,senior,female
1595448,other,young-adult,female
1484321,white,adult,male
1026826,white,adult,male
462420,white,child,male
279352,white,senior,male
1441476,white,child,male
94303,white,adult,female
1569293,other,tenager,male
957841,black,adult,male
1096766,asian,senior,male
190693,asian,tenager,female
972544,white,child,male
574514,white,senior,female
1311031,black,child,female
1567620,white,young-adult,female
904115,native,tenager,female
949852,asian,senior,male
1408889,white,adult,male
626191,white,senior,female
812987,asian,adult,male
1269844,white,senior,female
1180124,white,child,female
1812865,white,adult,female
17376,white,tenager,male
157247,black,adult,male
1735198,white,senior,male
1461512,white,adult,female
1090170,asian,child,female
1397996,white,senior,female
1113736,white,adult,male
963315,white,adult,female
1494658,white,adult,female
1789731,white,tenager,male
1576407,white,tenager,female
866352,white,adult,male
353854,asian,adult,female
194332,white,adult,female
1206051,black,adult,female
1236280,white,senior,male
277425,white,child,male
1885588,white,adult,female
56940,asian,tenager,male
737000,white,adult,male
1445318,white,child,female
1755411,white,adult,female
1307221,white,adult,male
1585084,white,tenager,male
1591865,white,senior,male
1668114,white,adult,male
646668,white,adult,female
505776,asian,adult,male
364654,asian,adult,female
500644,white,senior,male
641805,asian,adult,female
538340,other,young-adult,female
790396,white,adult,male
1700578,asian,adult,female
1809232,white,adult,female
694814,white,senior,male
1579734,other,adult,male
867790,white,tenager,female
279950,white,senior,female
1419107,other,young-adult,female
483056,white,senior,female
189298,white,tenager,male
1178827,white,senior,male
1186504,white,tenager,female
239532,white,adult,male
976341,white,adult,female
835120,white,adult,male
593491,white,senior,female
1249873,white,senior,female
645371,other,senior,female
250830,other,adult,female
855428,white,tenager,female
3862,white,senior,female
1197645,asian,senior,female
1876111,white,senior,male
1003852,white,adult,female
931164,white,senior,male
1866136,other,adult,female
1523008,white,tenager,female
1223153,black,senior,female
193216,white,adult,male
268456,black,adult,female
249235,white,tenager,female
856089,black,adult,female
990325,white,young-adult,female
1029024,native,adult,female
1716986,white,senior,female
1615487,asian,child,male
944295,other,tenager,female
1150911,native,tenager,male
753968,black,adult,female
1244233,white,child,male
346273,white,adult,female
534475,white,senior,female
307783,white,senior,female
1124362,white,senior,female
614567,pacific-islander,child,female
917190,black,tenager,male
95253,white,senior,female
398526,other,adult,male
663786,white,tenager,male
1308509,white,adult,male
1648637,white,senior,male
1145056,asian,adult,male
485181,other,adult,male
1570759,white,adult,male
1862457,white,senior,male
1040899,black,senior,female
337287,white,adult,female
136975,black,adult,male
632208,white,adult,female
967112,other,young-adult,female
1382710,white,young-adult,female
1552135,white,adult,male
1102649,white,senior,male
916752,white,child,male
776364,other,adult,male
1393382,white,adult,female
1304466,white,adult,male
1067161,white,senior,female
1186640,white,young-adult,male
754542,asian,adult,male
444017,other,adult,female
1099407,white,adult,male
1524217,white,senior,female
1259838,white,tenager,female
1559022,asian,adult,male
1728108,white,senior,female
785234,other,adult,male
262517,white,senior,female
558115,white,adult,female
1769832,white,adult,male
830369,white,senior,female
1586371,other,adult,male
545827,asian,tenager,male
1333233,other,young-adult,female
1453343,white,tenager,female
1127337,white,tenager,male
1731193,white,senior,male
1526446,white,tenager,female
450093,white,adult,female
994307,white,adult,female
272480,other,tenager,male
1686662,white,tenager,female
731227,white,senior,female
1645049,white,adult,male
14437,white,senior,female
1625902,white,adult,female
1190193,other,tenager,female
1643196,white,tenager,female
629321,black,senior,female
1429469,black,tenager,female
274518,asian,senior,male
1716657,other,adult,female
1529839,white,tenager,male
739897,other,child,male
1173256,white,adult,female
914623,asian,adult,male
555310,white,adult,female
441895,black,senior,male
1248562,white,senior,male
1863153,asian,adult,male
400783,white,adult,male
446784,asian,senior,male
1259839,white,tenager,female
355720,white,adult,female
227855,black,adult,female
961041,white,adult,male
283853,asian,adult,female
899326,asian,adult,male
1663114,white,adult,male
208057,black,senior,female
451575,white,senior,male
635699,black,tenager,male
1036337,other,adult,male
1190453,other,adult,male
1274145,white,adult,male
1837525,other,adult,male
627468,other,tenager,female
288266,white,child,male
926441,white,adult,female
931767,white,senior,male
761948,white,adult,female
424221,black,senior,male
786217,white,adult,male
1826326,white,tenager,female
1350678,white,adult,male
1655465,asian,tenager,male
1608866,asian,adult,female
398159,native,adult,female
248563,asian,young-adult,male
281697,asian,senior,female
756040,other,tenager,male
265403,white,senior,male
1144239,white,adult,female
260520,white,senior,female
1883480,other,child,female
1252213,white,senior,male
1643645,white,child,male
121270,black,young-adult,male
1045018,other,adult,male
930054,white,adult,male
1768393,white,tenager,female
1198886,white,adult,male
939244,white,adult,female
497056,other,tenager,male
133869,white,adult,female
352738,white,adult,female
1792615,white,senior,female
835870,white,tenager,female
1313954,asian,senior,male
482958,white,tenager,male
1669519,white,senior,female
725079,other,young-adult,male
1871229,white,senior,female
1002076,asian,adult,female
1567621,other,adult,male
366133,asian,adult,female
1766919,asian,tenager,male
550328,asian,senior,male
1184830,asian,senior,female
394084,white,adult,male
267379,white,tenager,female
1828892,black,senior,female
1056230,white,adult,male
1720254,white,senior,male
39702,white,adult,female
151097,black,tenager,male
294654,white,adult,male
981042,asian,senior,male
1155018,white,adult,male
1255172,white,adult,female
885268,other,child,female
1768384,white,adult,female
468274,asian,adult,female
775190,white,adult,female
907381,native,adult,female
1805033,white,senior,female
741858,asian,senior,male
997762,other,tenager,female
455542,white,adult,female
1394777,white,senior,female
1378265,asian,senior,female
69065,white,adult,male
107025,white,tenager,female
1602354,white,young-adult,female
590528,native,tenager,female
1808728,asian,adult,male
877638,white,senior,female
956300,white,senior,female
1294640,white,adult,male
41941,asian,senior,female
968223,white,senior,male
610072,white,adult,male
180906,white,adult,male
1869696,white,child,male
789584,white,adult,female
1505242,white,adult,male
1038009,white,adult,female
148409,asian,adult,female
63422,black,tenager,male
340742,other,senior,female
891918,white,adult,male
1203721,asian,adult,female
801073,white,adult,female
77459,white,senior,male
1679592,asian,adult,female
1533149,white,tenager,female
1333210,white,senior,female
788656,white,adult,male
1639824,white,tenager,male
1008533,white,adult,male
1280009,asian,senior,female
974499,native,senior,female
54549,white,adult,female
164628,white,senior,male
391392,other,adult,male
1365685,white,child,female
1777378,asian,adult,female
1651399,white,adult,male
502248,white,young-adult,male
54843,other,senior,female
548145,white,tenager,male
600461,white,adult,female
1260293,white,young-adult,male
286835,white,adult,male
1302694,white,adult,male
1155716,white,child,male
1880940,asian,child,male
415175,white,tenager,female
523785,white,adult,male
390958,other,tenager,male
1826034,white,young-adult,male
229891,white,adult,female
1063381,white,tenager,female
1479663,asian,senior,female
865371,other,adult,female
1853909,white,tenager,female
444193,asian,child,female
54891,white,adult,male
361770,white,senior,male
191227,white,tenager,male
1083635,other,senior,male
980110,black,tenager,female
1434106,white,adult,female
1051937,other,tenager,female
534404,other,adult,male
1033387,white,tenager,male
1048593,other,adult,female
136581,white,tenager,female
1441949,white,adult,male
1337027,asian,adult,male
1330777,white,senior,female
445284,white,young-adult,male
817978,white,senior,male
1687610,white,adult,male
1723561,white,adult,male
985296,other,adult,male
1344369,white,senior,female
428825,white,child,male
339073,other,adult,female
285959,native,adult,male
1189966,white,adult,male
1140435,white,senior,male
294540,pacific-islander,adult,female
719547,asian,senior,female
132067,asian,adult,male
923817,white,senior,female
430956,asian,child,female
720438,white,adult,female
1141370,asian,adult,male
1839374,white,tenager,female
1050575,other,senior,male
486372,other,child,male
1069024,black,adult,male
1715685,white,adult,female
352468,black,adult,female
71220,white,adult,male
252233,white,adult,female
151591,white,adult,female
1385095,other,adult,female
1870532,white,young-adult,male
398014,white,adult,male
26031,white,tenager,female
381755,white,tenager,male
569004,asian,adult,male
804628,white,adult,male
959062,white,tenager,male
1807827,white,adult,male
644286,other,tenager,female
1374443,asian,young-adult,male
754090,white,tenager,female
1402278,white,senior,female
145383,other,tenager,male
1667228,asian,adult,female
1160206,white,adult,female
756718,other,tenager,female
1481559,other,adult,female
115828,white,adult,female
394053,white,young-adult,male
232504,white,adult,male
298809,white,senior,male
1798979,other,tenager,male
1255364,white,senior,male
535352,black,adult,male
321652,other,tenager,male
776201,black,senior,female
1650272,white,adult,female
85082,white,tenager,female
784284,asian,adult,male
1492011,white,child,male
1290498,other,adult,female
963921,white,adult,male
1814469,white,senior,male
518807,white,child,female
324674,other,senior,female
1097020,black,child,female
1822016,white,child,male
935266,white,adult,male
1547143,black,tenager,female
60734,other,child,female
523638,white,young-adult,female
1827613,white,adult,male
84360,white,adult,male
534376,white,child,male
544599,white,adult,male
373350,asian,senior,female
1177257,white,adult,female
1183338,white,adult,female
468318,white,adult,female
1083050,white,adult,female
95757,white,young-adult,male
1764203,other,adult,male
1222422,white,senior,female
667290,other,tenager,female
1395436,other,adult,male
39043,other,child,male
57724,white,senior,female
1700284,other,tenager,male
988147,white,adult,male
133834,white,tenager,male
1326165,white,adult,female
1282947,white,adult,female
239757,asian,adult,male
1858808,asian,child,female
783136,asian,adult,female
1864920,white,adult,male
1185110,white,tenager,female
1356007,white,child,female
1156016,white,senior,female
1314372,black,adult,male
313255,white,tenager,male
332719,white,adult,male
1641215,asian,tenager,male
116275,white,adult,female
242758,white,tenager,female
1342482,white,tenager,male
775518,white,adult,female
630202,white,adult,male
1630640,black,adult,female
1152348,asian,young-adult,female
1302978,white,adult,male
943162,asian,young-adult,female
1752887,white,senior,male
119582,white,child,male
171130,white,adult,female
328534,white,senior,female
1279112,asian,tenager,male
458280,white,adult,male
1343837,white,adult,male
675570,black,senior,female
1209860,white,adult,female
543773,white,tenager,female
758794,other,adult,female
237282,white,adult,male
1810213,other,adult,male
46194,white,tenager,female
1783097,white,senior,female
879163,white,tenager,male
1100618,white,senior,male
707269,white,adult,female
998373,white,adult,female
684563,white,senior,male
1378714,native,adult,male
461154,white,adult,male
1673504,asian,young-adult,male
742546,white,adult,male
480174,white,young-adult,female
196090,white,adult,male
872964,asian,senior,male
533366,white,senior,female
1689791,white,tenager,female
28318,white,adult,male
69312,white,child,male
623518,white,adult,male
1668293,asian,adult,female
653176,other,adult,male
794460,white,adult,male
1849435,asian,adult,female
864487,white,adult,female
982704,native,adult,female
1436103,asian,tenager,female
1821596,asian,adult,female
821296,white,adult,male
645406,white,senior,female
1718262,asian,senior,female
1498075,black,senior,female
1603115,white,child,male
1610346,asian,adult,female
1515879,other,adult,female
991505,white,tenager,female
1038329,other,adult,male
543075,white,young-adult,male
963755,white,senior,female
1176919,white,senior,male
457669,white,adult,female
1106708,native,young-adult,male
1755454,white,adult,female
904644,asian,adult,female
1070221,white,tenager,female
1279711,asian,tenager,male
550846,white,senior,female
236403,white,tenager,male
48680,white,tenager,male
335729,white,tenager,male
680472,white,adult,male
1098903,other,adult,female
993736,asian,senior,male
684126,white,adult,female
1365407,asian,adult,female
1136409,white,senior,female
992977,white,adult,female
435195,other,adult,male
891692,white,adult,female
671778,black,young-adult,female
470490,white,senior,male
1782472,white,senior,male
1216604,asian,tenager,male
750692,white,tenager,female
627810,white,child,male
1813015,white,senior,male
1273162,white,adult,female
629507,white,adult,male
296350,white,adult,male
242656,asian,tenager,female
375765,white,adult,female
235877,white,senior,female
1129485,white,senior,male
789544,white,senior,female
1550842,white,tenager,female
961001,black,adult,female
1550897,white,adult,female
376531,white,adult,female
1885618,black,young-adult,female
1131897,white,young-adult,male
884977,asian,adult,female
1023184,white,adult,male
1781983,white,adult,female
1402776,white,adult,male
1089248,other,young-adult,female
1134315,other,young-adult,female
1856868,asian,senior,female
694277,white,adult,female
330000,other,senior,female
680574,white,adult,male
146608,white,child,male
277199,asian,tenager,male
931960,asian,adult,male
317211,black,adult,female
1561747,asian,adult,female
1714567,white,child,male
1254024,white,adult,male
1737450,white,adult,female
382486,white,senior,male
30339,white,senior,female
476116,other,adult,male
1169823,other,tenager,female
468820,white,child,male
1249353,white,young-adult,male
1671118,other,adult,male
1239256,white,senior,female
366492,native,adult,female
367410,white,young-adult,female
1383091,other,adult,male
839180,white,senior,female
29121,other,adult,female
1709378,asian,tenager,female
587192,white,tenager,female
1349475,asian,young-adult,male
11198,white,adult,male
1828315,white,adult,male
1734851,white,senior,male
797954,black,senior,male
1407772,white,senior,male
1470358,other,adult,female
1681100,white,adult,female
1240043,other,tenager,female
1271952,asian,adult,female
894471,white,adult,male
688223,white,adult,male
634697,white,adult,female
666394,asian,senior,female
278097,white,adult,female
311587,white,adult,female
1191339,white,tenager,female
479013,white,child,female
1738834,white,tenager,male
1537433,other,adult,female
20872,black,senior,female
1820162,white,young-adult,female
1520080,white,young-adult,female
1091144,white,child,male
1029865,white,senior,female
67166,white,adult,female
50090,asian,tenager,female
676587,asian,adult,male
283160,native,tenager,female
703575,white,senior,female
1715364,other,tenager,male
691247,other,adult,female
1294865,asian,young-adult,female
1452990,white,adult,female
991443,white,adult,female
585522,white,adult,female
468260,asian,tenager,male
951291,black,adult,male
400581,native,senior,female
1757922,native,adult,male
141718,white,adult,female
1740589,pacific-islander,tenager,female
353355,white,senior,female
566690,black,adult,female
1315398,other,adult,female
563998,white,child,male
549136,white,tenager,male
1553829,black,tenager,male
202076,black,adult,female
1640646,white,adult,male
1826095,asian,adult,male
852439,white,senior,female
1539103,white,tenager,male
1646471,white,tenager,male
1512493,asian,senior,male
1752354,white,tenager,female
1249060,white,senior,female
400110,white,adult,male
46101,white,young-adult,female
121607,white,adult,male
176529,other,tenager,female
1141876,white,young-adult,female
1207081,black,adult,female
1189166,white,adult,female
811116,asian,senior,female
1735708,asian,adult,female
928405,white,senior,female
553941,white,adult,female
762593,black,adult,male
931755,white,tenager,male
7911,black,adult,female
947607,white,senior,female
1347771,white,tenager,female
1550544,white,tenager,female
995456,other,tenager,male
502024,white,senior,male
1111218,white,child,male
457664,asian,senior,female
704019,asian,child,male
951027,white,young-adult,male
62705,native,adult,male
1437676,white,tenager,male
1877826,other,senior,female
538201,white,senior,male
8692,white,senior,female
1182074,asian,adult,male
1517609,white,adult,male
708915,other,tenager,female
733385,white,senior,female
1076420,black,adult,female
1595469,other,child,male
180128,white,senior,male
186520,other,adult,female
12799,white,adult,male
220415,white,senior,female
448752,black,tenager,female
113261,other,tenager,female
133567,native,tenager,female
1451666,white,adult,male
163444,white,adult,male
562164,white,tenager,male
1749635,white,senior,male
1606395,white,tenager,male
1825795,white,child,male
1857088,white,adult,female
1270772,white,senior,male
491392,white,young-adult,male
1520497,other,tenager,male
147564,white,child,male
97939,asian,senior,female
619928,white,tenager,female
1278490,white,senior,male
1317946,white,senior,male
790905,other,young-adult,female
896900,other,adult,female
952027,white,child,female
453936,white,senior,male
715491,black,adult,male
1782480,white,adult,female
815230,white,adult,female
1042449,white,adult,female
1062429,white,adult,female
368123,white,adult,female
790755,white,adult,female
744504,asian,young-adult,female
288926,white,senior,male
173487,other,tenager,male
1721178,white,adult,male
1537625,black,adult,male
1022587,white,young-adult,male
987290,asian,adult,female
745308,white,tenager,male
1561963,black,senior,female
1313102,white,young-adult,female
1723145,other,young-adult,female
1228656,white,senior,male
663024,white,adult,female
805661,black,tenager,female
164369,black,adult,male
366950,white,tenager,male
956594,white,senior,male
219946,other,tenager,male
673733,white,senior,female
1331950,white,senior,male
194886,white,young-adult,male
15174,white,adult,male
157595,white,adult,female
163132,other,young-adult,male
1676966,white,tenager,female
1490283,asian,tenager,male
597699,native,young-adult,male
1847506,asian,tenager,male
54324,white,tenager,male
269562,white,senior,female
833184,asian,adult,female
1334258,white,young-adult,male
1645769,white,adult,male
1200832,white,child,female
509984,white,adult,male
1305748,asian,adult,female
463917,white,adult,male
699377,asian,adult,female
1411763,white,tenager,male
501044,white,child,male
547879,white,senior,male
1132255,white,tenager,male
142248,asian,tenager,female
1076364,white,tenager,male
691508,white,adult,female
915771,white,senior,male
518955,white,adult,male
1017254,white,adult,female
1862693,asian,tenager,female
997898,white,adult,female
467770,native,adult,male
243052,black,tenager,male
1402520,white,tenager,female
354401,asian,child,female
1001444,other,young-adult,female
1299907,other,adult,female
1322258,white,adult,male
1510940,white,young-adult,male
1880660,asian,tenager,female
7018,asian,young-adult,female
430320,white,tenager,male
1464790,pacific-islander,tenager,male
1363820,white,adult,female
1567108,white,adult,female
345262,white,adult,male
1026914,other,child,female
1689500,asian,adult,female
1264872,white,tenager,male
341358,white,adult,female
827810,white,adult,female
169489,white,child,male
1578069,white,tenager,male
647595,black,adult,male
960180,white,adult,male
1121919,native,adult,female
606806,black,young-adult,female
596267,black,adult,female
1511289,black,tenager,female
985899,white,senior,female
304057,white,adult,female
21476,white,senior,male
912193,white,adult,female
1541187,white,senior,female
125445,other,adult,male
788450,white,child,male
1389138,white,adult,female
178190,white,adult,male
1647734,other,adult,male
1126441,white,senior,female
1614864,asian,adult,female
1252308,other,tenager,male
943843,black,adult,female
1876660,white,senior,male
1384685,other,adult,male
1057981,white,child,female
471807,other,tenager,male
1426460,asian,senior,male
89955,other,senior,male
712137,white,senior,male
1216914,white,adult,female
156681,white,tenager,male
23938,white,adult,female
1383499,white,senior,female
1719703,white,tenager,male
443001,white,senior,male
708284,other,tenager,male
1082046,white,tenager,female
963147,other,tenager,female
440657,white,senior,male
1739690,asian,senior,female
1577806,asian,tenager,female
1685120,white,senior,female
323647,white,adult,female
366187,asian,adult,female
1214386,white,tenager,male
1573418,asian,young-adult,male
1874259,other,adult,male
362745,white,adult,female
1335907,white,adult,male
1201324,white,tenager,female
873467,white,adult,male
52724,white,young-adult,female
1572306,other,adult,female
1821123,white,adult,male
896510,white,adult,female
400407,white,tenager,male
366842,white,tenager,female
971829,asian,young-adult,male
902809,white,adult,male
1175978,asian,tenager,female
244379,white,child,male
1883581,other,senior,male
907386,white,young-adult,male
1681048,white,adult,male
1617342,white,adult,female
1008463,asian,adult,male
725187,white,adult,male
1265083,white,tenager,female
1386333,asian,senior,male
1660174,white,senior,female
258477,white,adult,female
1178455,white,senior,male
71742,white,senior,female
1290651,white,adult,female
309250,white,adult,female
1868763,black,adult,male
1473613,white,adult,female
40085,white,tenager,male
1341692,asian,tenager,male
262577,asian,adult,female
1153629,other,adult,male
238546,asian,adult,female
95386,other,adult,male
1072638,black,adult,female
1879837,black,tenager,female
1556259,white,adult,male
850164,white,senior,male
221186,white,adult,male
593638,white,senior,female
1771983,asian,child,female
1846448,white,adult,male
993002,asian,young-adult,female
1796119,white,senior,male
144673,white,adult,female
16035,white,adult,female
31687,black,adult,male
1502417,white,adult,female
808632,other,tenager,male
290709,white,senior,male
1498573,black,adult,male
41496,asian,young-adult,female
1854568,white,adult,male
1284388,white,adult,male
453545,asian,child,male
1084365,asian,tenager,male
1741095,white,child,male
1061881,other,young-adult,female
807832,other,tenager,female
1669624,white,tenager,male
361458,white,senior,male
1424175,asian,senior,female
764245,white,adult,female
1617210,asian,young-adult,female
246109,white,adult,male
1440449,white,adult,female
459593,white,adult,female
1410716,white,adult,male
1512993,other,adult,male
666194,white,tenager,male
1546614,other,child,female
891071,white,adult,male
1218466,asian,senior,female
492966,other,tenager,female
1275509,other,adult,male
673067,other,adult,female
907942,white,senior,female
1160557,white,adult,male
1128266,asian,tenager,female
1761754,white,adult,male
531681,asian,adult,female
247203,asian,adult,female
1029840,asian,adult,female
1239716,other,tenager,male
137960,white,adult,male
1146122,white,adult,female
328977,white,adult,female
1347328,white,senior,female
1521904,white,senior,male
1186194,black,senior,female
905422,asian,adult,female
282508,white,adult,male
1592003,white,young-adult,female
963001,white,adult,female
438193,white,adult,female
1117001,white,adult,male
1008826,white,senior,female
1544025,other,tenager,female
1236044,white,adult,female
1840183,other,tenager,female
1395161,white,senior,female
1151276,other,child,female
325821,white,adult,female
1547414,white,young-adult,male
233722,other,adult,female
1080185,other,adult,female
1777402,white,senior,female
902148,white,adult,female
317365,white,adult,male
1566727,other,adult,female
385561,white,senior,male
338459,white,senior,male
1591995,asian,adult,female
72177,white,adult,male
1532793,white,adult,male
1736712,white,adult,female
1437800,other,tenager,female
1291785,other,tenager,male
1156166,white,tenager,male
1653686,other,tenager,female
315231,white,senior,female
1181659,white,tenager,female
1030354,other,tenager,female
358952,white,senior,male
1607996,black,child,female
1149220,white,adult,female
1069711,white,senior,female
989426,white,adult,female
898999,white,tenager,female
1873660,black,senior,female
71322,white,child,female
1748212,asian,adult,female
1734192,white,tenager,female
593932,white,adult,female
243366,asian,tenager,female
230878,white,tenager,female
1197451,asian,adult,female
1791078,black,adult,male
1699168,other,adult,male
562321,white,tenager,female
179834,asian,senior,female
439398,white,tenager,female
104396,white,adult,female
1541170,black,adult,male
1363316,white,adult,male
1314335,asian,senior,male
1228746,white,adult,female
734467,asian,adult,female
136145,white,young-adult,male
1382345,asian,young-adult,female
1381505,white,adult,male
59084,black,senior,male
758859,white,senior,female
1569147,white,adult,female
791483,black,adult,female
7794,white,adult,female
87236,other,adult,female
875629,asian,tenager,male
160711,other,adult,male
13192,white,young-adult,male
1310693,white,senior,female
345441,native,adult,female
953303,asian,adult,male
900421,white,adult,female
1707831,white,senior,female
1217664,white,tenager,male
1034706,white,tenager,female
1246852,white,senior,female
1009457,white,adult,female
197484,white,adult,male
736915,white,adult,male
1730670,asian,adult,male
1721523,white,adult,female
1677752,white,adult,male
860969,white,adult,female
1882372,asian,adult,female
595263,white,adult,female
881049,black,young-adult,male
207166,white,adult,female
536370,asian,adult,male
424628,white,adult,male
1435892,asian,adult,male
1040481,white,adult,female
1280687,white,senior,male
1803448,white,adult,male
1835196,black,adult,female
1325700,white,senior,male
1340805,white,senior,female
1668138,white,senior,male
1691617,white,senior,male
940711,white,adult,male
814291,white,adult,male
1811570,other,adult,female
1632101,asian,adult,male
184428,white,adult,male
910581,white,tenager,female
1137235,black,adult,male
504478,white,senior,male
1306574,other,adult,male
1079997,asian,tenager,female
1678025,white,senior,female
1541892,white,tenager,female
7033,black,adult,male
168387,white,senior,female
1754865,asian,senior,female
851111,white,senior,male
1571898,asian,tenager,female
531445,white,adult,male
838595,white,adult,female
1202381,white,tenager,female
975449,white,tenager,male
33321,asian,adult,male
1547050,asian,adult,female
716004,white,child,male
829164,white,adult,male
391463,white,senior,female
1621915,other,adult,male
996051,white,adult,male
949980,white,adult,female
807134,black,adult,male
756540,white,adult,male
26056,white,adult,male
32012,white,senior,female
727500,white,senior,female
1074049,asian,tenager,female
1835769,white,adult,female
85327,asian,tenager,female
988513,other,child,female
182011,white,tenager,female
213552,white,senior,female
254093,white,senior,female
361961,other,child,female
340390,white,adult,male
1559698,other,adult,male
1496823,white,child,male
951318,white,tenager,female
1613058,asian,adult,female
1101971,white,senior,male
850412,asian,young-adult,male
53890,white,adult,female
1816851,white,senior,female
764954,other,adult,female
776360,asian,adult,male
147332,other,tenager,female
1557558,asian,tenager,female
384610,asian,senior,male
1234578,asian,adult,male
122036,white,adult,female
1525724,white,adult,male
1390527,asian,adult,female
871608,asian,adult,female
1103458,asian,adult,female
442580,other,child,male
573475,white,adult,female
1112599,white,adult,male
776646,asian,senior,female
137432,white,adult,female
968659,other,adult,female
530536,white,senior,female
1097439,white,tenager,female
896799,native,adult,female
1015686,white,adult,female
1775555,white,adult,female
698340,native,adult,female
1023243,black,tenager,male
1388439,white,tenager,male
952030,white,adult,male
151596,white,senior,male
228278,white,senior,female
1874098,white,senior,male
1283271,white,tenager,female
1791419,asian,adult,female
1275667,white,child,male
848291,white,adult,male
475243,asian,adult,female
729213,white,senior,female
1222221,white,adult,female
762065,white,senior,female
1863669,asian,senior,male
105103,asian,child,female
765472,white,adult,female
574602,white,young-adult,female
1195977,other,tenager,female
1745099,white,tenager,female
1505980,other,adult,female
1472286,white,tenager,male
956697,white,child,female
1016359,native,adult,female
1040459,white,senior,male
1190389,white,adult,female
196498,white,senior,female
1721118,white,senior,female
620311,asian,adult,female
799442,black,young-adult,male
583398,white,young-adult,female
290907,asian,adult,male
1679756,native,tenager,female
739972,other,adult,female
1641391,asian,tenager,male
1612509,other,adult,male
1213531,asian,senior,female
666200,white,senior,male
1574533,other,young-adult,female
1305867,white,tenager,female
479445,white,adult,male
