"Column Name","Label"
"DP02_0120E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0120EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0120M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0120MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0121E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages"
"DP02_0121M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages"
"DP02_0121MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages"
"DP02_0121EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages"
"DP02_0122E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well""
"DP02_0122EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well""
"DP02_0122M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well""
"DP02_0122MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well""
"DP02_0123E","Estimate!!ANCESTRY!!Total population"
"DP02_0123EA","Annotation of Estimate!!ANCESTRY!!Total population"
"DP02_0123M","Margin of Error!!ANCESTRY!!Total population"
"DP02_0123MA","Annotation of Margin of Error!!ANCESTRY!!Total population"
"DP02_0124E","Estimate!!ANCESTRY!!Total population!!American"
"DP02_0124EA","Annotation of Estimate!!ANCESTRY!!Total population!!American"
"DP02_0124M","Margin of Error!!ANCESTRY!!Total population!!American"
"DP02_0124MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!American"
"DP02_0125E","Estimate!!ANCESTRY!!Total population!!Arab"
"DP02_0125M","Margin of Error!!ANCESTRY!!Total population!!Arab"
"DP02_0125MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Arab"
"DP02_0125EA","Annotation of Estimate!!ANCESTRY!!Total population!!Arab"
"DP02_0126E","Estimate!!ANCESTRY!!Total population!!Czech"
"DP02_0126EA","Annotation of Estimate!!ANCESTRY!!Total population!!Czech"
"DP02_0126M","Margin of Error!!ANCESTRY!!Total population!!Czech"
"DP02_0126MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Czech"
"DP02_0127E","Estimate!!ANCESTRY!!Total population!!Danish"
"DP02_0127EA","Annotation of Estimate!!ANCESTRY!!Total population!!Danish"
"DP02_0127M","Margin of Error!!ANCESTRY!!Total population!!Danish"
"DP02_0127MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Danish"
"DP02_0128E","Estimate!!ANCESTRY!!Total population!!Dutch"
"DP02_0128EA","Annotation of Estimate!!ANCESTRY!!Total population!!Dutch"
"DP02_0128M","Margin of Error!!ANCESTRY!!Total population!!Dutch"
"DP02_0128MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Dutch"
"DP02_0129E","Estimate!!ANCESTRY!!Total population!!English"
"DP02_0129EA","Annotation of Estimate!!ANCESTRY!!Total population!!English"
"DP02_0129M","Margin of Error!!ANCESTRY!!Total population!!English"
"DP02_0129MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!English"
"DP02_0130E","Estimate!!ANCESTRY!!Total population!!French (except Basque)"
"DP02_0130M","Margin of Error!!ANCESTRY!!Total population!!French (except Basque)"
"DP02_0130MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!French (except Basque)"
"DP02_0130EA","Annotation of Estimate!!ANCESTRY!!Total population!!French (except Basque)"
"DP02_0131E","Estimate!!ANCESTRY!!Total population!!French Canadian"
"DP02_0131EA","Annotation of Estimate!!ANCESTRY!!Total population!!French Canadian"
"DP02_0131M","Margin of Error!!ANCESTRY!!Total population!!French Canadian"
"DP02_0131MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!French Canadian"
"DP02_0132E","Estimate!!ANCESTRY!!Total population!!German"
"DP02_0132EA","Annotation of Estimate!!ANCESTRY!!Total population!!German"
"DP02_0132M","Margin of Error!!ANCESTRY!!Total population!!German"
"DP02_0132MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!German"
"DP02_0133E","Estimate!!ANCESTRY!!Total population!!Greek"
"DP02_0133EA","Annotation of Estimate!!ANCESTRY!!Total population!!Greek"
"DP02_0133M","Margin of Error!!ANCESTRY!!Total population!!Greek"
"DP02_0133MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Greek"
"DP02_0134E","Estimate!!ANCESTRY!!Total population!!Hungarian"
"DP02_0134EA","Annotation of Estimate!!ANCESTRY!!Total population!!Hungarian"
"DP02_0134M","Margin of Error!!ANCESTRY!!Total population!!Hungarian"
"DP02_0134MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Hungarian"
"DP02_0135E","Estimate!!ANCESTRY!!Total population!!Irish"
"DP02_0135EA","Annotation of Estimate!!ANCESTRY!!Total population!!Irish"
"DP02_0135M","Margin of Error!!ANCESTRY!!Total population!!Irish"
"DP02_0135MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Irish"
"DP02_0136E","Estimate!!ANCESTRY!!Total population!!Italian"
"DP02_0136EA","Annotation of Estimate!!ANCESTRY!!Total population!!Italian"
"DP02_0136M","Margin of Error!!ANCESTRY!!Total population!!Italian"
"DP02_0136MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Italian"
"DP02_0137E","Estimate!!ANCESTRY!!Total population!!Lithuanian"
"DP02_0137EA","Annotation of Estimate!!ANCESTRY!!Total population!!Lithuanian"
"DP02_0137M","Margin of Error!!ANCESTRY!!Total population!!Lithuanian"
"DP02_0137MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Lithuanian"
"DP02_0138E","Estimate!!ANCESTRY!!Total population!!Norwegian"
"DP02_0138EA","Annotation of Estimate!!ANCESTRY!!Total population!!Norwegian"
"DP02_0138M","Margin of Error!!ANCESTRY!!Total population!!Norwegian"
"DP02_0138MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Norwegian"
"DP02_0139E","Estimate!!ANCESTRY!!Total population!!Polish"
"DP02_0139EA","Annotation of Estimate!!ANCESTRY!!Total population!!Polish"
"DP02_0139M","Margin of Error!!ANCESTRY!!Total population!!Polish"
"DP02_0139MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Polish"
"DP02_0140E","Estimate!!ANCESTRY!!Total population!!Portuguese"
"DP02_0140EA","Annotation of Estimate!!ANCESTRY!!Total population!!Portuguese"
"DP02_0140M","Margin of Error!!ANCESTRY!!Total population!!Portuguese"
"DP02_0140MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Portuguese"
"DP02_0141E","Estimate!!ANCESTRY!!Total population!!Russian"
"DP02_0141EA","Annotation of Estimate!!ANCESTRY!!Total population!!Russian"
"DP02_0141M","Margin of Error!!ANCESTRY!!Total population!!Russian"
"DP02_0141MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Russian"
"DP02_0142E","Estimate!!ANCESTRY!!Total population!!Scotch-Irish"
"DP02_0142EA","Annotation of Estimate!!ANCESTRY!!Total population!!Scotch-Irish"
"DP02_0142M","Margin of Error!!ANCESTRY!!Total population!!Scotch-Irish"
"DP02_0142MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Scotch-Irish"
"DP02_0143E","Estimate!!ANCESTRY!!Total population!!Scottish"
"DP02_0143EA","Annotation of Estimate!!ANCESTRY!!Total population!!Scottish"
"DP02_0143M","Margin of Error!!ANCESTRY!!Total population!!Scottish"
"DP02_0143MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Scottish"
"DP02_0144E","Estimate!!ANCESTRY!!Total population!!Slovak"
"DP02_0144EA","Annotation of Estimate!!ANCESTRY!!Total population!!Slovak"
"DP02_0144M","Margin of Error!!ANCESTRY!!Total population!!Slovak"
"DP02_0144MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Slovak"
"DP02_0145E","Estimate!!ANCESTRY!!Total population!!Subsaharan African"
"DP02_0145M","Margin of Error!!ANCESTRY!!Total population!!Subsaharan African"
"DP02_0145MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Subsaharan African"
"DP02_0145EA","Annotation of Estimate!!ANCESTRY!!Total population!!Subsaharan African"
"DP02_0146E","Estimate!!ANCESTRY!!Total population!!Swedish"
"DP02_0146EA","Annotation of Estimate!!ANCESTRY!!Total population!!Swedish"
"DP02_0146M","Margin of Error!!ANCESTRY!!Total population!!Swedish"
"DP02_0146MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Swedish"
"DP02_0147E","Estimate!!ANCESTRY!!Total population!!Swiss"
"DP02_0147EA","Annotation of Estimate!!ANCESTRY!!Total population!!Swiss"
"DP02_0147M","Margin of Error!!ANCESTRY!!Total population!!Swiss"
"DP02_0147MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Swiss"
"DP02_0148E","Estimate!!ANCESTRY!!Total population!!Ukrainian"
"DP02_0148M","Margin of Error!!ANCESTRY!!Total population!!Ukrainian"
"DP02_0148MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Ukrainian"
"DP02_0148EA","Annotation of Estimate!!ANCESTRY!!Total population!!Ukrainian"
"DP02_0149E","Estimate!!ANCESTRY!!Total population!!Welsh"
"DP02_0149EA","Annotation of Estimate!!ANCESTRY!!Total population!!Welsh"
"DP02_0149M","Margin of Error!!ANCESTRY!!Total population!!Welsh"
"DP02_0149MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!Welsh"
"DP02_0150E","Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)"
"DP02_0150M","Margin of Error!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)"
"DP02_0150MA","Annotation of Margin of Error!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)"
"DP02_0150EA","Annotation of Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)"
"DP02_0151E","Estimate!!COMPUTERS AND INTERNET USE!!Total households"
"DP02_0151EA","Annotation of Estimate!!COMPUTERS AND INTERNET USE!!Total households"
"DP02_0151M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households"
"DP02_0151MA","Annotation of Margin of Error!!COMPUTERS AND INTERNET USE!!Total households"
"DP02_0152E","Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"DP02_0152EA","Annotation of Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"DP02_0152M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"DP02_0152MA","Annotation of Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"DP02_0153E","Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"DP02_0153EA","Annotation of Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"DP02_0153M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"DP02_0153MA","Annotation of Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"DP02_0001PE","Percent!!HOUSEHOLDS BY TYPE!!Total households"
"DP02_0001PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households"
"DP02_0001PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households"
"DP02_0001PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households"
"DP02_0002PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family"
"DP02_0002PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family"
"DP02_0002PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family"
"DP02_0002PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family"
"DP02_0003PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years"
"DP02_0003PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years"
"DP02_0003PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years"
"DP02_0003PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years"
"DP02_0004PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household"
"DP02_0004PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household"
"DP02_0004PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household"
"DP02_0004PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household"
"DP02_0005PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years"
"DP02_0005PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years"
"DP02_0005PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years"
"DP02_0005PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years"
"DP02_0006PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present"
"DP02_0006PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present"
"DP02_0006PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present"
"DP02_0006PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present"
"DP02_0007PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0007PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0007PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0007PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0008PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
"DP02_0008PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
"DP02_0008PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
"DP02_0008PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
"DP02_0009PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0009PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0009PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0009PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0010PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present"
"DP02_0010PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present"
"DP02_0010PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present"
"DP02_0010PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present"
"DP02_0011PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0011PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0011PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0011PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years"
"DP02_0012PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone"
"DP02_0012PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone"
"DP02_0012PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone"
"DP02_0012PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone"
"DP02_0013PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0013PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0013PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0013PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
"DP02_0014PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years"
"DP02_0014PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years"
"DP02_0014PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years"
"DP02_0014PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years"
"DP02_0015PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over"
"DP02_0015PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over"
"DP02_0015PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over"
"DP02_0015PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over"
"DP02_0016PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP02_0016PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP02_0016PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP02_0016PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP02_0017PE","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average family size"
"DP02_0017PM","Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Average family size"
"DP02_0017PMA","Annotation of Percent Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Average family size"
"DP02_0017PEA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average family size"
"DP02_0018PE","Percent!!RELATIONSHIP!!Population in households"
"DP02_0018PM","Percent Margin of Error!!RELATIONSHIP!!Population in households"
"DP02_0018PMA","Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households"
"DP02_0018PEA","Annotation of Percent!!RELATIONSHIP!!Population in households"
"DP02_0019PE","Percent!!RELATIONSHIP!!Population in households!!Householder"
"DP02_0019PM","Percent Margin of Error!!RELATIONSHIP!!Population in households!!Householder"
"DP02_0019PMA","Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households!!Householder"
"DP02_0019PEA","Annotation of Percent!!RELATIONSHIP!!Population in households!!Householder"
"DP02_0020PE","Percent!!RELATIONSHIP!!Population in households!!Spouse"
"DP02_0020PM","Percent Margin of Error!!RELATIONSHIP!!Population in households!!Spouse"
"DP02_0020PMA","Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households!!Spouse"
"DP02_0020PEA","Annotation of Percent!!RELATIONSHIP!!Population in households!!Spouse"
"DP02_0021PE","Percent!!RELATIONSHIP!!Population in households!!Unmarried partner"
"DP02_0021PM","Percent Margin of Error!!RELATIONSHIP!!Population in households!!Unmarried partner"
"DP02_0021PMA","Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households!!Unmarried partner"
"DP02_0021PEA","Annotation of Percent!!RELATIONSHIP!!Population in households!!Unmarried partner"
"DP02_0022PE","Percent!!RELATIONSHIP!!Population in households!!Child"
"DP02_0022PM","Percent Margin of Error!!RELATIONSHIP!!Population in households!!Child"
"DP02_0022PMA","Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households!!Child"
"DP02_0022PEA","Annotation of Percent!!RELATIONSHIP!!Population in households!!Child"
"DP02_0023PE","Percent!!RELATIONSHIP!!Population in households!!Other relatives"
"DP02_0023PM","Percent Margin of Error!!RELATIONSHIP!!Population in households!!Other relatives"
"DP02_0023PMA","Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households!!Other relatives"
"DP02_0023PEA","Annotation of Percent!!RELATIONSHIP!!Population in households!!Other relatives"
"DP02_0024PE","Percent!!RELATIONSHIP!!Population in households!!Other nonrelatives"
"DP02_0024PM","Percent Margin of Error!!RELATIONSHIP!!Population in households!!Other nonrelatives"
"DP02_0024PMA","Annotation of Percent Margin of Error!!RELATIONSHIP!!Population in households!!Other nonrelatives"
"DP02_0024PEA","Annotation of Percent!!RELATIONSHIP!!Population in households!!Other nonrelatives"
"DP02_0025PE","Percent!!MARITAL STATUS!!Males 15 years and over"
"DP02_0025PM","Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over"
"DP02_0025PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over"
"DP02_0025PEA","Annotation of Percent!!MARITAL STATUS!!Males 15 years and over"
"DP02_0026PE","Percent!!MARITAL STATUS!!Males 15 years and over!!Never married"
"DP02_0026PM","Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Never married"
"DP02_0026PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Never married"
"DP02_0026PEA","Annotation of Percent!!MARITAL STATUS!!Males 15 years and over!!Never married"
"DP02_0027PE","Percent!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
"DP02_0027PM","Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
"DP02_0027PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
"DP02_0027PEA","Annotation of Percent!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
"DP02_0028PE","Percent!!MARITAL STATUS!!Males 15 years and over!!Separated"
"DP02_0028PM","Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Separated"
"DP02_0028PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Separated"
"DP02_0028PEA","Annotation of Percent!!MARITAL STATUS!!Males 15 years and over!!Separated"
"DP02_0029PE","Percent!!MARITAL STATUS!!Males 15 years and over!!Widowed"
"DP02_0029PEA","Annotation of Percent!!MARITAL STATUS!!Males 15 years and over!!Widowed"
"DP02_0029PM","Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Widowed"
"DP02_0029PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Widowed"
"DP02_0030PE","Percent!!MARITAL STATUS!!Males 15 years and over!!Divorced"
"DP02_0030PM","Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Divorced"
"DP02_0030PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Divorced"
"DP02_0030PEA","Annotation of Percent!!MARITAL STATUS!!Males 15 years and over!!Divorced"
"DP02_0031PE","Percent!!MARITAL STATUS!!Females 15 years and over"
"DP02_0031PEA","Annotation of Percent!!MARITAL STATUS!!Females 15 years and over"
"DP02_0031PM","Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over"
"DP02_0031PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over"
"DP02_0032PE","Percent!!MARITAL STATUS!!Females 15 years and over!!Never married"
"DP02_0032PM","Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Never married"
"DP02_0032PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Never married"
"DP02_0032PEA","Annotation of Percent!!MARITAL STATUS!!Females 15 years and over!!Never married"
"DP02_0033PE","Percent!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
"DP02_0033PM","Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
"DP02_0033PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
"DP02_0033PEA","Annotation of Percent!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
"DP02_0034PE","Percent!!MARITAL STATUS!!Females 15 years and over!!Separated"
"DP02_0034PM","Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Separated"
"DP02_0034PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Separated"
"DP02_0034PEA","Annotation of Percent!!MARITAL STATUS!!Females 15 years and over!!Separated"
"DP02_0035PE","Percent!!MARITAL STATUS!!Females 15 years and over!!Widowed"
"DP02_0035PEA","Annotation of Percent!!MARITAL STATUS!!Females 15 years and over!!Widowed"
"DP02_0035PM","Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Widowed"
"DP02_0035PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Widowed"
"DP02_0036PE","Percent!!MARITAL STATUS!!Females 15 years and over!!Divorced"
"DP02_0036PM","Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Divorced"
"DP02_0036PMA","Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Divorced"
"DP02_0036PEA","Annotation of Percent!!MARITAL STATUS!!Females 15 years and over!!Divorced"
"DP02_0037PE","Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months"
"DP02_0037PM","Percent Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months"
"DP02_0037PMA","Annotation of Percent Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months"
"DP02_0037PEA","Annotation of Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months"
"DP02_0038PE","Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
"DP02_0038PM","Percent Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
"DP02_0038PMA","Annotation of Percent Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
"DP02_0038PEA","Annotation of Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
