topic,category,sub-category,id,value
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_023EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_023MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_024E,31
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_024EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_024MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_025E,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_025EA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_025MA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_026E,84.4
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_026EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_026MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_027E,27.5
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_027EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C02_027MA,
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_059E,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_059EA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_059MA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_060E,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_060EA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_060MA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_061E,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_061EA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_061MA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_062E,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_062EA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_062MA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_063E,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_063EA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_063MA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_064E,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_064EA,(X)
Percent,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C02_064MA,(X)
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Bachelor's degree or higher,S1501_C02_058E,4.3
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Bachelor's degree or higher,S1501_C02_058EA,
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Bachelor's degree or higher,S1501_C02_058MA,
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,High school graduate (includes equivalency),S1501_C02_056E,13.5
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,High school graduate (includes equivalency),S1501_C02_056EA,
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,High school graduate (includes equivalency),S1501_C02_056MA,
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Less than high school graduate,S1501_C02_055E,24.9
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Less than high school graduate,S1501_C02_055EA,
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Less than high school graduate,S1501_C02_055MA,
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Some college or associate's degree,S1501_C02_057E,9.6
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Some college or associate's degree,S1501_C02_057EA,
Percent,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Some college or associate's degree,S1501_C02_057MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_037E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_037EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_037MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_038E,80.3
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_038EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_038MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_039E,15
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_039EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C02_039MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_040E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_040EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_040MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_041E,87.1
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_041EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_041MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_042E,54.3
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_042EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C02_042MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_034E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_034EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_034MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_035E,86
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_035EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_035MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_036E,21.6
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_036EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C02_036MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_052E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_052EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_052MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_053E,68.7
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_053EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_053MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_054E,16.4
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_054EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C02_054MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_043E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_043EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_043MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_044E,87
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_044EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_044MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_045E,17.8
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_045EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C02_045MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_046E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_046EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_046MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_047E,62.7
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_047EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_047MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_048E,12
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_048EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C02_048MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_049E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_049EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_049MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_050E,88.5
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_050EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_050MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_051E,31.9
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_051EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C02_051MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_028E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_028EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_028MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_029E,89.9
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_029EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_029MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_030E,33.5
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_030EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C02_030MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_031E,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_031EA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_031MA,(X)
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_032E,92.9
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_032EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_032MA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_033E,35.8
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_033EA,
Percent,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C02_033MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_001E,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_001EA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_001MA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_002E,10.8
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_002EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_002MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_003E,28.1
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_003EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_003MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_004E,47.8
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_004EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_004MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_005E,13.3
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_005EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C06_005MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_016E,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_016EA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_016MA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_017E,92.2
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_017EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_017MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_018E,39.8
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_018EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C06_018MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_006E,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_006EA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_006MA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_007E,5
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_007EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_007MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_008E,6.4
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_008EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_008MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_009E,26
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_009EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_009MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_010E,20.6
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_010EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_010MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_011E,9.3
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_011EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_011MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_012E,20.1
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_012EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_012MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_013E,12.6
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_013EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_013MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_014E,88.6
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_014EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_014MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_015E,32.7
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_015EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C06_015MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_019E,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_019EA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_019MA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_020E,89.9
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_020EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_020MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_021E,39.8
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_021EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C06_021MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_022E,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_022EA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_022MA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_023E,89.4
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_023EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_023MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_024E,31.7
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_024EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C06_024MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_025E,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_025EA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_025MA,(X)
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_026E,83.8
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_026EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_026MA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_027E,23.3
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_027EA,
Percent Female,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C06_027MA,
Percent Female,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C06_059E,(X)
Percent Female,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C06_059EA,(X)
Percent Female,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C06_059MA,(X)
Percent Female,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C06_060E,(X)
Percent Female,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C06_060EA,(X)
Percent Female,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C06_060MA,(X)
