GEO_ID,id
S1501_C04_011E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
S1501_C04_011EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
S1501_C04_011M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
S1501_C04_011MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
S1501_C04_012E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
S1501_C04_012EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
S1501_C04_012M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
S1501_C04_012MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
S1501_C04_013E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
S1501_C04_013M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
S1501_C04_013MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
S1501_C04_013EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
S1501_C04_014E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
S1501_C04_014EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
S1501_C04_014M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
S1501_C04_014MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
S1501_C04_015E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
S1501_C04_015M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
S1501_C04_015MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
S1501_C04_015EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
S1501_C04_016E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years
S1501_C04_016M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years
S1501_C04_016MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years
S1501_C04_016EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years
S1501_C04_017E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher
S1501_C04_017M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher
S1501_C04_017MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher
S1501_C04_017EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher
S1501_C04_018E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher
S1501_C04_018M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher
S1501_C04_018MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher
S1501_C04_018EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher
S1501_C04_019E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years
S1501_C04_019M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years
S1501_C04_019MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years
S1501_C04_019EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years
S1501_C04_020E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher
S1501_C04_020M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher
S1501_C04_020MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher
S1501_C04_020EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher
S1501_C04_021E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher
S1501_C04_021M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher
S1501_C04_021MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher
S1501_C04_021EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher
S1501_C04_022E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years
S1501_C04_022M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years
S1501_C04_022MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years
S1501_C04_022EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years
S1501_C04_023E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher
S1501_C04_023EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher
S1501_C04_023M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher
S1501_C04_023MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher
S1501_C04_024E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher
S1501_C04_024M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher
S1501_C04_024MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher
S1501_C04_024EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher
S1501_C04_025E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over
S1501_C04_025EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over
S1501_C04_025M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over
S1501_C04_025MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over
S1501_C04_026E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher
S1501_C04_026M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher
S1501_C04_026MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher
S1501_C04_026EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher
S1501_C04_027E,Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
S1501_C04_027EA,Annotation of Estimate!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
S1501_C04_027M,Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
S1501_C04_027MA,Annotation of Margin of Error!!Percent Male!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
S1501_C04_028E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone
S1501_C04_028M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone
S1501_C04_028MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone
S1501_C04_028EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone
S1501_C04_029E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher
S1501_C04_029M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher
S1501_C04_029MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher
S1501_C04_029EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher
S1501_C04_030E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher
S1501_C04_030M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher
S1501_C04_030MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher
S1501_C04_030EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher
S1501_C04_031E,"Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino"
S1501_C04_031M,"Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino"
S1501_C04_031MA,"Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino"
S1501_C04_031EA,"Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino"
S1501_C04_032E,"Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher"
S1501_C04_032M,"Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher"
S1501_C04_032MA,"Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher"
S1501_C04_032EA,"Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher"
S1501_C04_033E,"Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
S1501_C04_033M,"Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
S1501_C04_033MA,"Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
S1501_C04_033EA,"Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
S1501_C04_034E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone
S1501_C04_034EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone
S1501_C04_034M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone
S1501_C04_034MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone
S1501_C04_035E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher
S1501_C04_035M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher
S1501_C04_035MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher
S1501_C04_035EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher
S1501_C04_036E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher
S1501_C04_036EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher
S1501_C04_036M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher
S1501_C04_036MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher
S1501_C04_037E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone
S1501_C04_037M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone
S1501_C04_037MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone
S1501_C04_037EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone
S1501_C04_038E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher
S1501_C04_038M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher
S1501_C04_038MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher
S1501_C04_038EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher
S1501_C04_039E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher
S1501_C04_039M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher
S1501_C04_039MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher
S1501_C04_039EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher
S1501_C04_040E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone
S1501_C04_040M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone
S1501_C04_040MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone
S1501_C04_040EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone
S1501_C04_041E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher
S1501_C04_041M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher
S1501_C04_041MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher
S1501_C04_041EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher
S1501_C04_042E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher
S1501_C04_042M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher
S1501_C04_042MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher
S1501_C04_042EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher
S1501_C04_043E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone
S1501_C04_043M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone
S1501_C04_043MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone
S1501_C04_043EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone
S1501_C04_044E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher
S1501_C04_044M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher
S1501_C04_044MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher
S1501_C04_044EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher
S1501_C04_045E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher
S1501_C04_045M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher
S1501_C04_045MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher
S1501_C04_045EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher
S1501_C04_046E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone
S1501_C04_046M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone
S1501_C04_046MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone
S1501_C04_046EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone
S1501_C04_047E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher
S1501_C04_047EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher
S1501_C04_047M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher
S1501_C04_047MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher
S1501_C04_048E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher
S1501_C04_048M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher
S1501_C04_048MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher
S1501_C04_048EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher
S1501_C04_049E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races
S1501_C04_049EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races
S1501_C04_049M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races
S1501_C04_049MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races
S1501_C04_050E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher
S1501_C04_050M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher
S1501_C04_050MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher
S1501_C04_050EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher
S1501_C04_051E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher
S1501_C04_051M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher
S1501_C04_051MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher
S1501_C04_051EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher
S1501_C04_052E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin
S1501_C04_052M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin
S1501_C04_052MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin
S1501_C04_052EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin
S1501_C04_053E,Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher
S1501_C04_053M,Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher
S1501_C04_053MA,Annotation of Margin of Error!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher
S1501_C04_053EA,Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher
