,SERIALNO,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,HHSIZE,LAT,LON
4781,2021HU0773095,3.0,7,1.0,senior,college,female,3,9.03372,7.46939
4782,2021HU0773095,3.0,7,1.0,senior,college,female,3,9.03373,7.46939
4783,2021HU0773095,3.0,7,1.0,senior,college,female,3,9.03372,7.46939
4784,2018HU0594517,3.0,2,0.0,tenager,High-school,male,1,9.05399,7.47439
4785,2017001307059,1.0,8,,young-adult,High-school,male,1,9.0741,7.4515
4786,2018HU0802751,3.0,5,2.0,tenager,below-high,female,2,9.11747,7.40234
4787,2018HU0802751,3.0,5,2.0,tenager,below-high,female,2,9.11748,7.40234
4788,2017000021778,3.0,8,2.0,young-adult,Bachelor,female,1,9.00125,7.45439
4789,2021HU0465814,3.0,6,3.0,senior,High-school,male,1,9.07638,7.48948
4790,2020HU0477405,2.0,7,2.0,tenager,below-high,male,1,9.07692,7.49403
4791,2017000314175,3.0,10,2.0,adult,Graduate,male,1,9.07523,7.46814
4792,2021HU0936100,3.0,8,2.0,adult,college,female,1,9.02223,7.48141
4793,2019HU0025066,3.0,7,2.0,adult,Bachelor,male,1,9.08479,7.48366
4794,2019HU0627019,2.0,6,1.0,young-adult,below-high,male,1,9.10606,7.48348
4795,2019HU0982998,2.0,6,1.0,tenager,below-high,male,3,9.03772,7.50426
4796,2019HU0982998,2.0,6,1.0,tenager,below-high,male,3,9.03773,7.50426
4797,2019HU0982998,2.0,6,1.0,tenager,below-high,male,3,9.03772,7.50426
4798,2017000002716,3.0,8,2.0,tenager,below-high,male,2,9.11744,7.45528
4799,2017000002716,3.0,8,2.0,tenager,below-high,male,2,9.11745,7.45528
4800,2017001349353,2.0,7,2.0,tenager,below-high,male,1,9.08652,7.49147
4801,2019HU0519018,3.0,5,2.0,senior,High-school,male,1,8.97729,7.3582
4802,2018HU0144228,3.0,8,2.0,adult,college,male,1,9.07946,7.50027
4803,2020HU0018992,2.0,9,3.0,young-adult,High-school,male,2,9.03714,7.58008
4804,2020HU0018992,2.0,9,3.0,young-adult,High-school,male,2,9.03715,7.58008
4805,2021HU0805052,3.0,6,3.0,adult,college,male,2,9.0905,7.48394
4806,2021HU0805052,3.0,6,3.0,adult,college,male,2,9.09051,7.48394
4807,2021HU0947133,3.0,8,2.0,adult,Bachelor,female,1,8.98219,7.56027
4808,2018HU1167272,3.0,8,3.0,adult,High-school,male,2,9.07502,7.47922
4809,2018HU1167272,3.0,8,3.0,adult,High-school,male,2,9.07503,7.47922
4810,2021HU0322017,1.0,6,1.0,tenager,below-high,female,3,8.96586,7.43866
4811,2021HU0322017,1.0,6,1.0,tenager,below-high,female,3,8.965869999999999,7.43866
4812,2021HU0322017,1.0,6,1.0,tenager,below-high,female,3,8.96586,7.43866
4813,2020HU1114051,3.0,7,3.0,adult,college,male,2,9.09314,7.48402
4814,2020HU1114051,3.0,7,3.0,adult,college,male,2,9.09315,7.48402
4815,2019HU0050903,1.0,3,0.0,child,below-high,male,3,9.08731,7.47848
4816,2019HU0050903,1.0,3,0.0,child,below-high,male,3,9.08732,7.47848
4817,2019HU0050903,1.0,3,0.0,child,below-high,male,3,9.08731,7.47848
4818,2018HU0581348,3.0,10,3.0,adult,Bachelor,female,2,9.10011,7.47928
4819,2018HU0581348,3.0,10,3.0,adult,Bachelor,female,2,9.10012,7.47928
4820,2021HU0977573,3.0,5,0.0,senior,High-school,female,1,9.04313,7.53078
4821,2017000199216,3.0,7,2.0,adult,High-school,male,1,9.02846,7.47815
4822,2017001012106,3.0,6,3.0,young-adult,college,male,1,9.03233,7.47146
4823,2021HU1143440,3.0,7,2.0,tenager,below-high,female,1,9.05357,7.52575
4824,2017000797492,2.0,8,3.0,adult,below-high,male,4,9.03921,7.41207
4825,2017000797492,2.0,8,3.0,adult,below-high,male,4,9.03922,7.41207
4826,2017000797492,2.0,8,3.0,adult,below-high,male,4,9.03921,7.41207
4827,2017000797492,2.0,8,3.0,adult,below-high,male,4,9.03922,7.41207
4828,2018HU0053135,2.0,8,2.0,adult,college,male,2,9.08366,7.46972
4829,2018HU0053135,2.0,8,2.0,adult,college,male,2,9.08367,7.46972
4830,2017001184116,2.0,7,2.0,adult,Graduate,female,1,9.10244,7.48662
4831,2017001163146,2.0,8,2.0,child,below-high,male,2,9.10306,7.48614
4832,2017001163146,2.0,8,2.0,child,below-high,male,2,9.103069999999999,7.48614
4833,2017000152897,3.0,7,,adult,below-high,male,1,9.08054,7.48608
4834,2021HU0818044,2.0,8,1.0,senior,college,male,1,9.07489,7.39675
4835,2018HU0048416,3.0,7,3.0,young-adult,college,female,1,9.06313,7.42727
4836,2019HU0711865,3.0,6,,young-adult,High-school,female,2,9.07367,7.47846
4837,2019HU0711865,3.0,6,,young-adult,High-school,female,2,9.07368,7.47846
4838,2018HU0137318,3.0,8,0.0,senior,college,female,2,9.06387,7.47528
4839,2018HU0137318,3.0,8,0.0,senior,college,female,2,9.06388,7.47528
4840,2019HU0730222,3.0,3,2.0,adult,college,female,1,9.07224,7.40432
4841,2017001205593,3.0,8,3.0,adult,High-school,male,2,9.09543,7.49335
4842,2017001205593,3.0,8,3.0,adult,High-school,male,2,9.09544,7.49335
4843,2019HU1108386,3.0,7,2.0,adult,college,female,2,9.09947,7.40427
4844,2019HU1108386,3.0,7,2.0,adult,college,female,2,9.09948,7.40427
4845,2017001024463,3.0,6,,young-adult,below-high,male,1,9.0326,7.49744
4846,2017001047676,3.0,6,,young-adult,Bachelor,male,2,9.05069,7.45185
4847,2017001047676,3.0,6,,young-adult,Bachelor,male,2,9.050699999999999,7.45185
4848,2021HU1399112,3.0,6,3.0,senior,college,female,1,9.08524,7.48241
4849,2019HU0980880,3.0,7,3.0,adult,college,male,2,9.08675,7.4906
4850,2019HU0980880,3.0,7,3.0,adult,college,male,2,9.08676,7.4906
4851,2019HU0795238,3.0,5,1.0,adult,college,female,1,9.0467,7.49441
4852,2019HU0253133,3.0,6,1.0,senior,below-high,female,1,9.06105,7.42558
4853,2021HU0324805,1.0,2,1.0,child,below-high,female,6,9.1024,7.49433
4854,2021HU0324805,1.0,2,1.0,child,below-high,female,6,9.102409999999999,7.49433
4855,2021HU0324805,1.0,2,1.0,child,below-high,female,6,9.1024,7.49433
4856,2021HU0324805,1.0,2,1.0,child,below-high,female,6,9.102409999999999,7.49433
4857,2021HU0324805,1.0,2,1.0,child,below-high,female,6,9.1024,7.49433
4858,2021HU0324805,1.0,2,1.0,child,below-high,female,6,9.102409999999999,7.49433
4859,2017001013812,1.0,3,1.0,tenager,below-high,female,1,9.04048,7.46447
4860,2020HU0494419,3.0,8,2.0,senior,High-school,male,2,9.07224,7.40448
4861,2020HU0494419,3.0,8,2.0,senior,High-school,male,2,9.07225,7.40448
4862,2019HU0058668,2.0,7,1.0,adult,High-school,female,1,9.06515,7.47659
4863,2019HU1088943,3.0,7,2.0,adult,college,male,3,8.94086,7.54921
4864,2019HU1088943,3.0,7,2.0,adult,college,male,3,8.94087,7.54921
4865,2019HU1088943,3.0,7,2.0,adult,college,male,3,8.94086,7.54921
4866,2020HU0747607,3.0,3,2.0,young-adult,college,female,1,9.02828,7.57791
4867,2019HU1134995,2.0,8,2.0,adult,Bachelor,male,2,9.00286,7.56016
4868,2019HU1134995,2.0,8,2.0,adult,Bachelor,male,2,9.00287,7.56016
4869,2021HU0470757,3.0,7,1.0,adult,Graduate,female,1,9.06677,7.44075
4870,2017000996411,3.0,10,3.0,senior,Bachelor,female,1,9.07625,7.4716
4871,2019HU0636603,2.0,6,2.0,young-adult,college,female,1,9.05758,7.45901
4872,2019HU1179924,0.0,8,0.0,senior,High-school,female,1,9.01373,7.57711
4873,2019HU1105878,2.0,4,2.0,tenager,below-high,female,1,9.06902,7.45024
4874,2018HU0526173,3.0,6,3.0,senior,college,female,1,9.0449,7.51866
4875,2020HU0000099,3.0,6,2.0,adult,college,male,1,9.04293,7.50863
4876,2019HU0652177,3.0,9,2.0,adult,Graduate,female,1,9.08396,7.47455
4877,2020HU0581737,3.0,8,2.0,adult,Bachelor,female,1,9.04237,7.48662
4878,2017000790427,3.0,8,2.0,adult,college,female,2,9.07484,7.3962
4879,2017000790427,3.0,8,2.0,adult,college,female,2,9.07485,7.3962
4880,2021HU1299403,2.0,8,2.0,senior,below-high,female,1,9.092,7.48812
4881,2018HU0212507,3.0,10,0.0,adult,college,female,1,9.07241,7.45802
4882,2018HU1282910,3.0,10,2.0,adult,Graduate,female,2,9.06955,7.41334
4883,2018HU1282910,3.0,10,2.0,adult,Graduate,female,2,9.06956,7.41334
4884,2018HU0928759,3.0,7,3.0,adult,Bachelor,male,1,9.06296,7.41616
4885,2019HU0502832,2.0,7,1.0,senior,below-high,male,1,9.08093,7.49692
4886,2021HU1317009,1.0,4,1.0,adult,college,female,1,9.02958,7.48084
4887,2017001085617,3.0,6,2.0,adult,college,male,1,9.07854,7.39069
4888,2021HU0099425,3.0,8,,adult,college,female,2,9.00535,7.46686
4889,2021HU0099425,3.0,8,,adult,college,female,2,9.00536,7.46686
4890,2020HU0063212,3.0,9,2.0,adult,college,male,1,9.07257,7.46543
4891,2019HU0244152,2.0,7,1.0,senior,college,male,2,9.02513,7.58613
4892,2019HU0244152,2.0,7,1.0,senior,college,male,2,9.02514,7.58613
4893,2021HU1041748,3.0,10,3.0,adult,college,male,1,9.01715,7.47606
4894,2020HU0245040,2.0,4,2.0,child,below-high,male,1,9.03277,7.39652
4895,2017001065598,2.0,5,,tenager,below-high,female,1,9.0712,7.49136
4896,2018HU0958904,0.0,2,,young-adult,college,female,5,9.08577,7.48127
4897,2018HU0958904,0.0,2,,young-adult,college,female,5,9.08578,7.48127
4898,2018HU0958904,0.0,2,,young-adult,college,female,5,9.08577,7.48127
4899,2018HU0958904,0.0,2,,young-adult,college,female,5,9.08578,7.48127
4900,2018HU0958904,0.0,2,,young-adult,college,female,5,9.08577,7.48127
4901,2019HU0996114,3.0,7,3.0,adult,college,male,1,9.07782,7.47373
4902,2021HU0382952,2.0,10,2.0,senior,college,male,1,9.08297,7.47618
4903,2020HU0184854,1.0,2,0.0,tenager,below-high,female,1,8.96406,7.36038
4904,2017001324885,3.0,8,3.0,senior,High-school,male,1,9.07815,7.46365
4905,2021HU0100578,2.0,3,1.0,adult,college,female,1,9.0705,7.43714
4906,2021HU0238719,3.0,5,1.0,tenager,below-high,female,2,8.87967,7.23107
4907,2021HU0238719,3.0,5,1.0,tenager,below-high,female,2,8.87968,7.23107
4908,2021HU0228728,3.0,10,2.0,adult,college,female,2,9.10719,7.48548
4909,2021HU0228728,3.0,10,2.0,adult,college,female,2,9.107199999999999,7.48548
4910,2020HU0965460,3.0,8,2.0,adult,college,female,1,9.10821,7.4812
4911,2020HU0086041,3.0,3,1.0,tenager,below-high,male,1,9.04104,7.50061
4912,2020HU0358033,0.0,5,2.0,tenager,below-high,female,4,9.11465,7.40951
4913,2020HU0358033,0.0,5,2.0,tenager,below-high,female,4,9.114659999999999,7.40951
4914,2020HU0358033,0.0,5,2.0,tenager,below-high,female,4,9.11465,7.40951
4915,2020HU0358033,0.0,5,2.0,tenager,below-high,female,4,9.114659999999999,7.40951
4916,2021HU0268607,3.0,8,2.0,senior,college,female,2,8.91553,7.26149
4917,2021HU0268607,3.0,8,2.0,senior,college,female,2,8.91554,7.26149
4918,2019HU1087518,2.0,7,2.0,child,below-high,female,1,9.07105,7.40364
4919,2019HU0659054,3.0,8,3.0,adult,High-school,male,1,9.1426,7.31094
4920,2020HU0205596,3.0,8,2.0,tenager,below-high,female,1,9.09694,7.47784
4921,2020HU0954113,3.0,6,1.0,adult,Bachelor,male,1,9.07215,7.40368
4922,2020HU0603524,1.0,6,,young-adult,High-school,male,2,9.08826,7.47816
4923,2020HU0603524,1.0,6,,young-adult,High-school,male,2,9.08827,7.47816
4924,2021HU0833714,3.0,2,0.0,senior,college,female,2,9.007,7.47126
4925,2021HU0833714,3.0,2,0.0,senior,college,female,2,9.00701,7.47126
4926,2019HU1406486,3.0,8,1.0,adult,Bachelor,male,1,8.96693,7.43882
4927,2019HU0942281,3.0,7,3.0,adult,High-school,male,1,9.07054,7.44371
4928,2021HU0468123,1.0,7,2.0,adult,High-school,female,4,9.10536,7.4245
4929,2021HU0468123,1.0,7,2.0,adult,High-school,female,4,9.105369999999999,7.4245
4930,2021HU0468123,1.0,7,2.0,adult,High-school,female,4,9.10536,7.4245
4931,2021HU0468123,1.0,7,2.0,adult,High-school,female,4,9.105369999999999,7.4245
4932,2018HU0695089,2.0,7,1.0,adult,college,male,2,9.06481,7.47108
4933,2018HU0695089,2.0,7,1.0,adult,college,male,2,9.06482,7.47108
4934,2017000817544,2.0,5,2.0,tenager,below-high,male,2,9.06604,7.3959
4935,2017000817544,2.0,5,2.0,tenager,below-high,male,2,9.066049999999999,7.3959
4936,2021HU1362638,1.0,2,1.0,tenager,below-high,male,1,9.06431,7.47226
4937,2017000488345,1.0,6,1.0,child,below-high,male,1,9.04592,7.47478
4938,2019HU1156590,3.0,5,2.0,adult,college,female,1,9.02908,7.47653
4939,2021HU0245120,3.0,8,3.0,senior,High-school,male,1,9.05586,7.46535
4940,2021HU0932039,3.0,8,2.0,child,below-high,female,1,9.07499,7.43255
4941,2020HU0043303,3.0,6,1.0,adult,High-school,male,1,9.08962,7.46573
4942,2017000857623,1.0,5,1.0,young-adult,below-high,male,1,9.02822,7.49753
4943,2017000247354,0.0,5,,adult,college,female,1,9.00957,7.45917
4944,2021HU0617837,3.0,6,2.0,young-adult,college,male,3,9.06708,7.42357
4945,2021HU0617837,3.0,6,2.0,young-adult,college,male,3,9.06709,7.42357
4946,2021HU0617837,3.0,6,2.0,young-adult,college,male,3,9.06708,7.42357
4947,2018HU1179100,0.0,3,1.0,senior,High-school,female,1,9.07654,7.44328
4948,2020HU0703394,2.0,6,2.0,adult,college,male,2,8.97606,7.4859
4949,2020HU0703394,2.0,6,2.0,adult,college,male,2,8.97607,7.4859
4950,2020HU0349804,2.0,7,1.0,child,below-high,male,1,9.15077,7.32265
4951,2019HU1170520,3.0,8,2.0,adult,below-high,male,2,9.01445,7.49266
4952,2019HU1170520,3.0,8,2.0,adult,below-high,male,2,9.01446,7.49266
4953,2017000212804,3.0,5,3.0,young-adult,college,male,1,9.06343,7.45897
4954,2021HU0956926,3.0,7,3.0,adult,High-school,male,1,9.06518,7.37984
4955,2021HU0860552,2.0,6,1.0,tenager,below-high,female,2,8.95639,7.55407
4956,2021HU0860552,2.0,6,1.0,tenager,below-high,female,2,8.9564,7.55407
4957,2021HU0982271,3.0,6,1.0,adult,college,male,1,9.06745,7.46525
4958,2018HU0165332,3.0,8,3.0,young-adult,college,female,1,8.97708,7.36873
4959,2017000112469,3.0,5,3.0,adult,High-school,female,2,9.05474,7.46755
4960,2017000112469,3.0,5,3.0,adult,High-school,female,2,9.05475,7.46755
4961,2020HU0813064,2.0,7,2.0,child,below-high,male,1,9.06694,7.44349
4962,2017000134522,3.0,3,1.0,adult,college,female,1,9.11428,7.42153
4963,2020HU0694227,1.0,4,1.0,child,below-high,male,2,9.02915,7.48177
4964,2020HU0694227,1.0,4,1.0,child,below-high,male,2,9.02916,7.48177
4965,2017001081235,1.0,3,1.0,tenager,below-high,male,2,9.07898,7.40245
4966,2017001081235,1.0,3,1.0,tenager,below-high,male,2,9.07899,7.40245
4967,2017000592132,3.0,6,2.0,adult,High-school,male,1,9.06601,7.49304
4968,2021HU0735838,2.0,8,2.0,child,below-high,female,1,9.08631,7.48677
4969,2017001019913,3.0,7,,adult,High-school,male,1,9.06996,7.48634
4970,2018HU0003012,2.0,4,1.0,child,below-high,male,1,9.00047,7.55862
4971,2020HU0461421,2.0,8,3.0,young-adult,college,male,1,9.017,7.44139
4972,2019HU1307495,3.0,6,,young-adult,Bachelor,male,1,9.0828,7.44632
4973,2018HU0910627,3.0,8,3.0,tenager,below-high,male,1,9.101,7.49677
4974,2021HU1387162,3.0,4,2.0,tenager,below-high,male,2,9.02852,7.48748
4975,2021HU1387162,3.0,4,2.0,tenager,below-high,male,2,9.02853,7.48748
4976,2021HU1037050,3.0,6,2.0,adult,college,female,1,9.06763,7.40369
4977,2020HU0641195,3.0,8,2.0,child,below-high,female,1,9.0314,7.47006
4978,2020HU0528835,2.0,7,2.0,child,below-high,female,1,9.07452,7.49917
4979,2020HU0604979,3.0,7,3.0,adult,High-school,female,1,8.97037,7.44057
4980,2021HU0680537,3.0,3,3.0,tenager,below-high,female,1,9.04369,7.52621
4981,2020HU0686042,3.0,8,3.0,adult,High-school,male,1,9.05739,7.48614
4982,2020HU0265328,2.0,5,2.0,tenager,below-high,female,2,9.07152,7.46907
4983,2020HU0265328,2.0,5,2.0,tenager,below-high,female,2,9.07153,7.46907
4984,2017000144325,3.0,7,2.0,tenager,below-high,male,2,9.10543,7.4814
4985,2017000144325,3.0,7,2.0,tenager,below-high,male,2,9.10544,7.4814
4986,2020HU0116643,2.0,7,2.0,adult,Graduate,male,1,9.07128,7.46284
4987,2018HU1266690,3.0,10,2.0,tenager,below-high,male,1,9.05036,7.49189
4988,2020HU1005715,1.0,6,0.0,adult,High-school,male,1,8.98578,7.36084
4989,2018HU0977766,1.0,3,1.0,adult,college,female,1,9.10336,7.48408
4990,2021HU1300504,3.0,9,3.0,adult,High-school,female,1,9.05774,7.5242
4991,2020HU1073162,2.0,8,1.0,adult,college,male,1,9.0298,7.5787
4992,2021HU0204139,3.0,7,2.0,adult,college,female,1,9.03425,7.51725
4993,2017001320854,3.0,8,1.0,senior,High-school,female,1,9.10229,7.49443
4994,2017000342095,1.0,8,2.0,adult,Bachelor,female,1,9.08182,7.49317
4995,2017000649173,1.0,4,1.0,tenager,below-high,female,1,9.07434,7.40396
4996,2020HU0462934,3.0,7,2.0,child,below-high,male,1,9.04805,7.49043
4997,2018HU0549987,3.0,8,2.0,adult,Bachelor,female,1,9.01576,7.55802
4998,2018HU0474828,3.0,10,1.0,senior,below-high,female,1,9.0916,7.47466
4999,2020HU0160551,3.0,6,0.0,adult,Bachelor,female,1,9.07576,7.40427
5000,2020HU0357571,3.0,5,3.0,adult,High-school,female,2,9.10351,7.48949
5001,2020HU0357571,3.0,5,3.0,adult,High-school,female,2,9.10352,7.48949
5002,2017000592926,0.0,10,2.0,tenager,below-high,male,1,9.09956,7.41104
5003,2020HU0143807,3.0,6,0.0,senior,High-school,female,1,9.00187,7.45495
5004,2017000758665,3.0,7,2.0,adult,High-school,male,3,9.08492,7.46055
5005,2017000758665,3.0,7,2.0,adult,High-school,male,3,9.08493,7.46055
5006,2017000758665,3.0,7,2.0,adult,High-school,male,3,9.08492,7.46055
5007,2020HU0202717,2.0,6,2.0,tenager,below-high,female,2,9.08228,7.48975
5008,2020HU0202717,2.0,6,2.0,tenager,below-high,female,2,9.08229,7.48975
5009,2017000654461,3.0,5,2.0,adult,Bachelor,female,1,9.07175,7.40296
5010,2018HU1189439,2.0,4,1.0,adult,college,female,1,9.08746,7.47625
5011,2018HU0006895,3.0,9,3.0,young-adult,below-high,male,1,8.97,7.43928
5012,2021HU0460345,3.0,9,0.0,adult,college,male,1,9.05547,7.48034
5013,2017000893508,3.0,7,3.0,senior,High-school,male,1,9.03105,7.49513
5014,2018HU0830915,3.0,5,1.0,tenager,below-high,female,1,9.07551,7.48167
5015,2019HU0853521,3.0,8,3.0,tenager,High-school,female,1,9.07819,7.50015
5016,2021HU1180361,3.0,8,3.0,tenager,High-school,male,1,9.07773,7.39275
5017,2019HU0438862,3.0,2,1.0,adult,Bachelor,male,1,9.1506,7.35915
5018,2019HU1243445,1.0,5,1.0,adult,Bachelor,male,1,9.0758,7.47594
5019,2020HU0511707,3.0,8,2.0,adult,college,male,2,9.10483,7.4928
5020,2020HU0511707,3.0,8,2.0,adult,college,male,2,9.10484,7.4928
5021,2021HU1000504,1.0,5,3.0,tenager,below-high,male,2,8.8903,7.24589
5022,2021HU1000504,1.0,5,3.0,tenager,below-high,male,2,8.89031,7.24589
5023,2017000221776,3.0,7,3.0,tenager,below-high,male,1,8.95823,7.36845
5024,2021HU0856672,1.0,2,0.0,adult,below-high,male,2,9.06496,7.47347
5025,2021HU0856672,1.0,2,0.0,adult,below-high,male,2,9.064969999999999,7.47347
5026,2019HU1120145,3.0,7,2.0,adult,High-school,male,1,9.14997,7.35501
5027,2017000842370,2.0,6,3.0,young-adult,High-school,male,1,9.04468,7.47364
5028,2021HU0750618,2.0,8,2.0,adult,college,male,1,9.0914,7.49876
5029,2020HU0942916,2.0,7,1.0,adult,Graduate,female,2,9.11564,7.45543
5030,2020HU0942916,2.0,7,1.0,adult,Graduate,female,2,9.11565,7.45543
5031,2021HU0859344,2.0,6,3.0,adult,Bachelor,female,1,9.07494,7.39688
5032,2021HU0215305,2.0,9,3.0,adult,below-high,male,4,9.08138,7.48416
5033,2021HU0215305,2.0,9,3.0,adult,below-high,male,4,9.081389999999999,7.48416
5034,2021HU0215305,2.0,9,3.0,adult,below-high,male,4,9.08138,7.48416
5035,2021HU0215305,2.0,9,3.0,adult,below-high,male,4,9.081389999999999,7.48416
5036,2019HU0596811,3.0,8,3.0,adult,Bachelor,female,1,9.05983,7.50052
5037,2017000736221,3.0,5,3.0,adult,High-school,male,1,9.11721,7.40618
5038,2021HU0476269,3.0,7,2.0,adult,college,male,1,9.00739,7.47
5039,2019HU1255821,2.0,7,1.0,adult,college,female,1,8.98591,7.44547
5040,2018HU0525463,1.0,6,2.0,adult,college,male,1,9.07789,7.47146
5041,2021HU0672569,3.0,9,3.0,adult,Graduate,female,1,9.0568,7.46549
5042,2018HU1196912,2.0,5,2.0,tenager,below-high,female,3,9.00304,7.56025
5043,2018HU1196912,2.0,5,2.0,tenager,below-high,female,3,9.00305,7.56025
5044,2018HU1196912,2.0,5,2.0,tenager,below-high,female,3,9.00304,7.56025
5045,2017000228099,3.0,8,2.0,senior,High-school,male,2,8.9741,7.49017
5046,2017000228099,3.0,8,2.0,senior,High-school,male,2,8.97411,7.49017
5047,2017001066706,3.0,6,0.0,senior,below-high,male,1,9.07497,7.43258
5048,2021HU0691837,2.0,3,1.0,tenager,below-high,male,3,9.04521,7.40591
5049,2021HU0691837,2.0,3,1.0,tenager,below-high,male,3,9.04522,7.40591
5050,2021HU0691837,2.0,3,1.0,tenager,below-high,male,3,9.04521,7.40591
5051,2021HU0765624,3.0,7,2.0,adult,below-high,male,1,9.07114,7.48524
5052,2018HU0402412,1.0,3,2.0,tenager,High-school,female,1,9.03061,7.502
5053,2021HU0640390,3.0,5,1.0,adult,High-school,male,1,8.96854,7.46456
5054,2020HU0616301,2.0,6,2.0,adult,High-school,male,1,9.08081,7.43103
5055,2017001215414,3.0,9,3.0,adult,High-school,male,1,9.07398,7.40382
5056,2021HU0676459,1.0,5,1.0,tenager,below-high,male,2,9.0372,7.48506
5057,2021HU0676459,1.0,5,1.0,tenager,below-high,male,2,9.03721,7.48506
5058,2018HU0046038,0.0,3,1.0,tenager,below-high,male,1,9.00009,7.42591
5059,2017000158932,1.0,5,1.0,tenager,below-high,female,1,8.96609,7.38186
5060,2020HU1032950,3.0,8,3.0,senior,college,female,1,9.07576,7.43018
5061,2021HU0409366,2.0,10,3.0,young-adult,college,female,1,9.06568,7.46812
5062,2017000659515,3.0,6,1.0,adult,college,female,1,8.97346,7.18634
5063,2018HU0711465,3.0,8,2.0,adult,Graduate,male,1,8.9491,7.26208
5064,2017000625735,2.0,8,2.0,adult,college,male,2,8.99864,7.46502
5065,2017000625735,2.0,8,2.0,adult,college,male,2,8.99865,7.46502
5066,2017001331778,2.0,7,2.0,adult,college,female,1,9.08364,7.48682
5067,2021HU1299247,2.0,6,2.0,tenager,below-high,male,2,9.00304,7.45594
5068,2021HU1299247,2.0,6,2.0,tenager,below-high,male,2,9.00305,7.45594
5069,2020HU0419858,2.0,8,2.0,child,below-high,female,1,9.08714,7.47733
5070,2021HU0736842,3.0,4,1.0,adult,college,female,3,9.07112,7.40147
5071,2021HU0736842,3.0,4,1.0,adult,college,female,3,9.07113,7.40147
5072,2021HU0736842,3.0,4,1.0,adult,college,female,3,9.07112,7.40147
5073,2021HU0351101,3.0,7,3.0,adult,college,female,1,9.03217,7.58312
5074,2017001361820,3.0,8,1.0,senior,Graduate,female,1,9.03546,7.58156
5075,2018HU0265851,3.0,6,2.0,tenager,below-high,male,2,9.07066,7.44372
5076,2018HU0265851,3.0,6,2.0,tenager,below-high,male,2,9.07067,7.44372
5077,2020HU0294560,3.0,6,2.0,adult,college,female,3,9.03265,7.44424
5078,2020HU0294560,3.0,6,2.0,adult,college,female,3,9.03266,7.44424
5079,2020HU0294560,3.0,6,2.0,adult,college,female,3,9.03265,7.44424
5080,2021HU0073936,3.0,6,1.0,senior,college,female,1,9.05889,7.37536
5081,2019HU0630816,2.0,8,2.0,adult,college,female,2,9.09205,7.49402
5082,2019HU0630816,2.0,8,2.0,adult,college,female,2,9.09206,7.49402
5083,2019HU0275770,3.0,8,3.0,adult,college,female,1,9.04895,7.47441
5084,2020HU0238314,2.0,7,2.0,tenager,below-high,female,1,9.06452,7.37098
5085,2020HU1127251,2.0,8,2.0,adult,High-school,male,2,9.07853,7.39198
5086,2020HU1127251,2.0,8,2.0,adult,High-school,male,2,9.07854,7.39198
5087,2019HU0371551,2.0,5,1.0,adult,High-school,female,1,9.0743,7.49162
5088,2019HU0177181,3.0,3,2.0,adult,Bachelor,female,2,9.03211,7.46999
5089,2019HU0177181,3.0,3,2.0,adult,Bachelor,female,2,9.032119999999999,7.46999
5090,2020HU0730490,3.0,7,3.0,adult,college,male,2,9.03496,7.52302
5091,2020HU0730490,3.0,7,3.0,adult,college,male,2,9.03497,7.52302
5092,2020HU0710424,2.0,8,2.0,adult,Bachelor,female,2,9.12944,7.37041
5093,2020HU0710424,2.0,8,2.0,adult,Bachelor,female,2,9.12945,7.37041
5094,2020HU0700751,3.0,7,1.0,senior,college,female,1,9.05204,7.46103
5095,2018HU0032791,3.0,6,2.0,adult,college,female,1,9.0493,7.48239
5096,2020HU0549882,3.0,4,0.0,tenager,below-high,male,2,9.07234,7.48768
5097,2020HU0549882,3.0,4,0.0,tenager,below-high,male,2,9.07235,7.48768
5098,2021HU0628473,3.0,6,2.0,senior,below-high,male,1,9.04291,7.51468
5099,2017000776742,3.0,6,,young-adult,High-school,female,2,9.07001,7.48245
5100,2017000776742,3.0,6,,young-adult,High-school,female,2,9.07002,7.48245
5101,2018HU1236730,3.0,7,3.0,senior,college,female,2,9.04076,7.50016
5102,2018HU1236730,3.0,7,3.0,senior,college,female,2,9.04077,7.50016
5103,2019HU0327767,2.0,10,2.0,adult,Bachelor,male,1,9.02774,7.49495
5104,2019HU0427925,2.0,7,,tenager,below-high,male,1,9.06771,7.43171
5105,2019HU0407834,3.0,7,2.0,young-adult,college,female,1,9.08888,7.47989
5106,2017000534607,3.0,8,2.0,adult,Bachelor,male,1,9.09009,7.48274
5107,2018HU1080608,2.0,6,2.0,adult,below-high,female,1,9.045,7.41164
5108,2019HU0390373,2.0,8,,adult,High-school,male,1,9.07775,7.47358
5109,2017000578811,3.0,8,2.0,adult,Graduate,female,1,9.07239,7.49055
5110,2021HU1359386,3.0,9,3.0,adult,college,male,2,9.15086,7.33751
5111,2021HU1359386,3.0,9,3.0,adult,college,male,2,9.15087,7.33751
5112,2017000671259,2.0,8,2.0,tenager,below-high,male,1,9.07857,7.49469
5113,2018HU1115974,3.0,8,3.0,adult,college,male,1,9.10528,7.49132
5114,2019HU0203910,3.0,8,3.0,adult,Bachelor,female,2,9.04787,7.48515
5115,2019HU0203910,3.0,8,3.0,adult,Bachelor,female,2,9.04788,7.48515
5116,2018HU1351159,2.0,3,0.0,child,below-high,male,3,9.01602,7.4803
